geometry_id,provenance,dataset_role,minimum,perturbation_family,geometry_sha256,result_sha256,energy_hartree,force_rms_ha_per_bohr,force_max_ha_per_bohr,sulfur_local_force_rms_ha_per_bohr,torsional_coverage,numerical_values_exposed
TSLRSH-FC-035,CPU_PYSCF,TRAIN,MIN01,CONTROLLED_LOCAL:PHI_PSI_CHI,70db70d9836be509541ba089d793ad6e0f12942b7ff3c1a04345c8f0720f0dbd,7b4eab25dcce7e036183289bfbd07cc35b59d01ce0e689fa8a7dc31005a053a2,-1477.9356730220961,0.0028138895002331175,0.017608264471817847,0.007126050607929955,NOT_EXPLICIT,True
TSLRSH-FC-036,CPU_PYSCF,HOLDOUT,MIN01,CARTESIAN_THERMAL:CARTESIAN_THERMAL,748319e44e4e3a8e2a3985a0bbf37f039e537e078a53d186ea5af3dbc768bdd5,e32e368c866969a13641dcd9962b0c2c6b756b91e5057fbe3a682e0a4eaf7dee,REDACTED_SEALED,REDACTED_SEALED,REDACTED_SEALED,REDACTED_SEALED,NOT_EXPLICIT,False
TSLRSH-FC-037,CPU_PYSCF,TRAIN,MIN04,CARTESIAN_THERMAL:CARTESIAN_THERMAL,79015b0fa424cbc85ea592ef8f2de276d9d8db4b261afd93815adc65b5ced4e0,cd375fa88818d6ad6e3f8bccda93f0c58a44ebb30a2258a4e3e858a80827cb71,-1477.6069686958822,0.05371317954543029,0.1934191866766004,0.050245862701521704,NOT_EXPLICIT,True
TSLRSH-FC-038,CPU_PYSCF,TRAIN,MIN02,CONTROLLED_LOCAL:HIGHER_STRAIN,7b5b729850ca7ed3fa8212163bef9e65b816f5139f9d86018fa6878950415960,be96e8e427b256c71b1e05afe526413132d9d2a120ee9bd393c43d86ebc96da5,-1477.9354458274224,0.0030668751605156673,0.030488182940498376,0.00802943133952621,NOT_EXPLICIT,True
TSLRSH-FC-039,CPU_PYSCF,TRAIN,MIN01,NORMAL_MODE:NORMAL_MODE,7c1a62f11d51b9482a1e75df716c1eafdeeca6c6d2349093d4441994a6aa27da,cf80827c76a190a47d9beb1051241be1faa1b1b97bacd65632046b6361a6e700,-1477.9411822888787,0.0019480441123651956,0.012436797652788378,0.00042511994840499707,NOT_EXPLICIT,True
TSLRSH-FC-040,CPU_PYSCF,TRAIN,MIN02,CARTESIAN_THERMAL:CARTESIAN_THERMAL,852035eaad66fa6fcc0c3a5f0a3feb1baceb20dca63a54965d015d95ff10446a,17ddd4a7b92e806a31158b20ac9e66dd5cc5d2693732f540b032669051996e81,-1477.8187013122665,0.03199795215766663,0.11395788913526061,0.033075258939878484,NOT_EXPLICIT,True
TSLRSH-FC-041,CPU_PYSCF,TRAIN,MIN01,CONTROLLED_LOCAL:ANGLE_COUPLED,9bba49326ecded7a295f7133ba16fdd67a8cad902d8f4a9ebd5f84c7561b4319,9c14558413655aff3c084c4c28cc4c4b321a4fd690c858379c3120359a89b976,-1477.9430575848778,0.0006833475041384893,0.00541641294401618,0.001802319688594979,NOT_EXPLICIT,True
TSLRSH-FC-042,CPU_PYSCF,TRAIN,MIN04,CONTROLLED_LOCAL:BOND_COUPLED,9cb3abc3d213ff1e1f435dd1e142ea4e2bbb5341e2b877b5b1fb49bfc05e75b0,5496d7fdf8441db1f50b30c8ff255335ba6b5e9c2932ae71e960bccc8a9b22b4,-1477.9229691910987,0.0026492769588764733,0.019795697687710945,0.007008036754068755,NOT_EXPLICIT,True
TSLRSH-FC-043,CPU_PYSCF,HOLDOUT,MIN02,CONTROLLED_LOCAL:BOND_ANGLE_TORSION,a094a26b4e03728217ffd826246677be2a3f7b8aeadfff61e4ef6c51f9cf4bfd,1129ef68b3d9abcdc1f6651c7fe42a0cd9a39e47d748a292cec59097493346c3,REDACTED_SEALED,REDACTED_SEALED,REDACTED_SEALED,REDACTED_SEALED,NOT_EXPLICIT,False
TSLRSH-FC-044,CPU_PYSCF,TRAIN,MIN04,CONTROLLED_LOCAL:BOND_ANGLE_TORSION,a39455602ffd2d114b3fc74da740e02a1f037fb4fa2c2c152d309ad2b8e6b8cf,0fa3549bb1d5a97cc04fa9a782c1c52c503dd267fd758176d1336922adb7c8e1,-1477.9179658012577,0.0027108812432952885,0.015995848825035353,0.0070452674232372395,NOT_EXPLICIT,True
TSLRSH-FC-045,CPU_PYSCF,TRAIN,MIN04,CARTESIAN_THERMAL:CARTESIAN_THERMAL,acc5f5adb80b3a3c0ac2b7abfa82e1150232403ab6d653df0c011a7154dd23f1,d6e089fd6a4ac53a63bef147e8c68be93dd0143b251fb4e2e24481253784cd81,-1477.6351344711225,0.051492423061715836,0.21146780395157272,0.039922348205992414,NOT_EXPLICIT,True
TSLRSH-FC-046,CPU_PYSCF,TRAIN,MIN02,NORMAL_MODE:NORMAL_MODE,b57165b3d762e15c4c2354467b0d212a318324b2f171916792bd2a49526c7a1c,ca50783868e563a02141aca72427388f424d72cabfb4162a40f0c5d139771311,-1477.9407300245985,0.0005671195906447451,0.0038236420464201615,0.00024037368401953938,NOT_EXPLICIT,True
TSLRSH-FC-047,CPU_PYSCF,HOLDOUT,MIN04,CARTESIAN_THERMAL:CARTESIAN_THERMAL,b94acac34108c3dc510831d46a67d67177b545ee23f295a287eee29668d88342,3ca05daef7d15d34b294be0d34de57ef047929d6ef366bbd751bdda0fcc9cd46,REDACTED_SEALED,REDACTED_SEALED,REDACTED_SEALED,REDACTED_SEALED,NOT_EXPLICIT,False
TSLRSH-FC-048,CPU_PYSCF,TRAIN,MIN04,CARTESIAN_THERMAL:CARTESIAN_THERMAL,c6ae7062c5e1db93e55f89b2cb86873720119a5f6f413e96f303fbef0f406c7b,af73d984f279e8de7195dcee757a14618f19d23bb5d4d89501d4eef272ff28ff,-1477.8252492711558,0.025006923752951146,0.07535745831883922,0.019632418732186668,NOT_EXPLICIT,True
TSLRSH-FC-049,CPU_PYSCF,TRAIN,MIN04,NORMAL_MODE:NORMAL_MODE,ca0dca47d4d439e1c2053eb0bba970f636c70970aeefa6fdc593f400abfca686,43bedfd33e3808d62ec99237d6b4e283e200191aa9bf5095914d6fba94d76ede,-1477.9240168850301,0.00046134564049291554,0.0023222428438907095,0.00019978739497094385,NOT_EXPLICIT,True
TSLRSH-FC-050,CPU_PYSCF,TRAIN,MIN02,CARTESIAN_THERMAL:CARTESIAN_THERMAL,ca63117281b9ec638ba545df6a1862e0724a4d5d9d7e016a6864eec907308c3c,ceba8d903e27551d9e41ab5a4653a7c0418c5e38d73d12ccefaa9005b7bd65c8,-1477.8984944538338,0.018216852216692253,0.05822728402587796,0.019541886354192354,NOT_EXPLICIT,True
TSLRSH-FC-051,CPU_PYSCF,TRAIN,MIN01,CARTESIAN_THERMAL:CARTESIAN_THERMAL,cf0bbd4dcd383f2b3ec0b621180b2f798a2901b839df66d0ace020c2c8310909,5262b857e4be3e2d076aa46bc535adcad21770448c8b9ddb7c41d64ef366b9ae,-1477.9230281758842,0.013085529101471918,0.04805433488976096,0.014690740566784754,NOT_EXPLICIT,True
TSLRSH-FC-052,CPU_PYSCF,TRAIN,MIN01,NORMAL_MODE:NORMAL_MODE,e016121a578401441b412aeb7d5381ef544dffc2971bbd05d839b0156fe68a56,f2653601fd137bcd4145109864943808cd81e7c450297fe07a7c094573e70582,-1477.941482713244,0.0014801693403718428,0.007520477351493859,0.0005785422296188249,NOT_EXPLICIT,True
TSLRSH-FC-053,CPU_PYSCF,TRAIN,MIN02,NORMAL_MODE:NORMAL_MODE,e0f4efc9c0dbef2a7fb68b5a356b24013eabdcf828dc0bf8eb7dde4f3f3693f9,781e27a9b90308f829f3590e1a2db5ed649bb6e657393ab1ce6a76f8a50653ed,-1477.9344567166472,0.0033466513935208084,0.01958136349350159,0.0018597318640342802,NOT_EXPLICIT,True
TSLRSH-FC-054,CPU_PYSCF,TRAIN,MIN04,NORMAL_MODE:NORMAL_MODE,e6bd6013f844c18a21dc97a9071480f7896b15287fb2ea72664ea65aa0a14340,571e326bbf5262dd2a7eaf91939e36be17eefabff314ca2f6e5d0d954df7fe51,-1477.9232368170897,0.0007453178420414264,0.0033064158649773745,0.0008249324050784245,NOT_EXPLICIT,True
TSLRSH-FC-055,CPU_PYSCF,TRAIN,MIN04,NORMAL_MODE:NORMAL_MODE,f220015512d8701c1b09bcd80e2fc8093a35e8b54291ca08fda1d3d44a98d4a7,b76b2d284ea68e0d756a17fdd393c62fcc77100af77adbb30566c9c545234fad,-1477.9225555866292,0.0010100045237892276,0.009445883081966144,0.0020735206546046285,NOT_EXPLICIT,True
TSLRSH-FC-056,CPU_PYSCF,HOLDOUT,MIN02,CARTESIAN_THERMAL:CARTESIAN_THERMAL,f3fda87da1250f7ea1c425b99bdd31231580705af40f8f00b5c169c99a477cac,2fc8d7a1759c813d1f7ea5f3e45747d643f87d764ac5f75c932858c1c770a07c,REDACTED_SEALED,REDACTED_SEALED,REDACTED_SEALED,REDACTED_SEALED,NOT_EXPLICIT,False
TSLRSH-FC-057,CPU_PYSCF,TRAIN,MIN02,NORMAL_MODE:NORMAL_MODE,f9d725c43b7ae1c7a89a2aece49d020a820c16c86b713cc86d116d761d7d8fe1,4457eac70ca676933648978654b71abdc22e271ae2f27930dfaf8f3b5fdced75,-1477.940275943352,0.00100471196250179,0.004828295964617535,0.0006408006894267677,NOT_EXPLICIT,True
TSLRSH-FC-058,CPU_PYSCF,TRAIN,MIN02,CONTROLLED_LOCAL:BOND_COUPLED,fb52d7e1a60757984646ae6866bcf9e7e4f54618c2a8d5b6c529e321cb29fa80,9c7ef30694306b855845c234ba5e7c23a5b742740d60cac2bd36a2816986f9b3,-1477.9399055019721,0.0022535500778993567,0.021757026255322387,0.005961418453931928,NOT_EXPLICIT,True
TSLRSH-FC-059,CPU_PYSCF,TRAIN,MIN02,CARTESIAN_THERMAL:CARTESIAN_THERMAL,fbce41983bf76db906b05c62c0827e2c1cc3b6ede822b4dd96483488578a106a,7f2586413162fc141e1fc35fc0d027abaea950a08531f8bc5fe0ce355a90c772,-1477.6749378227496,0.0442495838387466,0.14480470753196462,0.04407369964419852,NOT_EXPLICIT,True
TSLRSH-FC-060,CPU_PYSCF,HOLDOUT,MIN04,CONTROLLED_LOCAL:HIGHER_STRAIN,fd346ea78717fd075316233ad104407469613124497e794081edb136c8c466be,2b04de7bf79e6d712f9fadd12885138263de3cfdb97827c8c46b59adf1669968,REDACTED_SEALED,REDACTED_SEALED,REDACTED_SEALED,REDACTED_SEALED,NOT_EXPLICIT,False
native-amber-resp3min-hf631gd-format-rejected,CPU_PYSCF,RELATED_EXISTING_QM,UNASSIGNED,OTHER_EXISTING_GEOMETRY,,b7934c65bbc3de4e653f8f6b370da61931ae219649be6aef351ffa668be5a884,,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
native-amber-resp3min-hf631gd,CPU_PYSCF,RELATED_EXISTING_QM,UNASSIGNED,OTHER_EXISTING_GEOMETRY,,653b2a72ac0b27b9ec5bd8831378ad2e97225f93e2fd4eedb2efecd0ddc5b05e,,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
11_MIN01_O2_ACCEPTOR_2.1,CPU_PYSCF,RELATED_EXISTING_QM,MIN01,OTHER_EXISTING_GEOMETRY,,b9d2b5adea52de985f548af88d14a861eb9b8233a25606e9328952d2a6995975,,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
03_MIN01_S_ACCEPTOR_3.5,CPU_PYSCF,RELATED_EXISTING_QM,MIN01,OTHER_EXISTING_GEOMETRY,,33991572913a6fa03100eff18977b13b85c89c497ebfa7fc2a6fe0ba99455103,,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
16_MIN02_S_ACCEPTOR_2.8,CPU_PYSCF,RELATED_EXISTING_QM,MIN02,OTHER_EXISTING_GEOMETRY,,c1e4263aa341f0b61c0f8e792c3da9854e942535e85e29bd1ab5614cdcab529b,,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
04_MIN01_SH_DONOR_1.7,CPU_PYSCF,RELATED_EXISTING_QM,MIN01,OTHER_EXISTING_GEOMETRY,,fc977dbdd44f85adc7f81a3ba5bb5d5c374ec1a73e567beaccdc54acee5878a1,,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
18_MIN04_S_ACCEPTOR_2.8,CPU_PYSCF,RELATED_EXISTING_QM,MIN04,OTHER_EXISTING_GEOMETRY,,43c4615c81e9f28a714ee1d102ec9287abb4701c03c431984e60177364164252,,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
19_MIN04_SH_DONOR_2.1,CPU_PYSCF,RELATED_EXISTING_QM,MIN04,OTHER_EXISTING_GEOMETRY,,9dee34ccc5480dee91da10a09c9b65b84a66a0d0d5774015f87303017a24eecc,,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
17_MIN02_SH_DONOR_2.1,CPU_PYSCF,RELATED_EXISTING_QM,MIN02,OTHER_EXISTING_GEOMETRY,,1d2f3ae349cfedbb45ae09a29419e8abdb9daf9f867ce167f6bf0be7f77cc9af,,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
05_MIN01_SH_DONOR_2.1,CPU_PYSCF,RELATED_EXISTING_QM,MIN01,OTHER_EXISTING_GEOMETRY,,0fc62e28e5deff3cbc4d2f4cfd812918cfa982e4f1bf0ffa948297e7b64fa809,,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
10_MIN01_O2_ACCEPTOR_1.7,CPU_PYSCF,RELATED_EXISTING_QM,MIN01,OTHER_EXISTING_GEOMETRY,,cae818ce8acdbe0520b4f7465e3714a7cfc68ca5db5f570fcd38af93cdd740d9,,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
02_MIN01_S_ACCEPTOR_2.8,CPU_PYSCF,RELATED_EXISTING_QM,MIN01,OTHER_EXISTING_GEOMETRY,,82130719befb723e91692cc082e9dbdb2aa965d081badad14ebd95737b19bd7d,,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
15_MIN01_O3_ACCEPTOR_2.8,CPU_PYSCF,RELATED_EXISTING_QM,MIN01,OTHER_EXISTING_GEOMETRY,,abe2759a6e4f0787e91b7bd7ec459db80f537d3b4e11d4036c5ca0745594f413,,MISSING,MISSING,MISSING,NOT_EXPLICIT,True
