"polymer_entity_id","pdb_id","entity_id","score"
"1ZUM_1","1ZUM","1",1.3990884666666665
"20ZD_2","20ZD","2",1.3990884666666665
"20ZH_2","20ZH","2",1.3990884666666665
"20ZI_2","20ZI","2",1.3990884666666665
"20ZJ_2","20ZJ","2",1.3990884666666665
"20ZL_4","20ZL","4",1.3990884666666665
"21AG_1","21AG","1",1.3990884666666665
"21CI_1","21CI","1",1.3990884666666665
"21CN_1","21CN","1",1.3990884666666665
"21DU_5","21DU","5",1.3990884666666665
"21NQ_1","21NQ","1",1.3990884666666665
"22BD_2","22BD","2",1.3990884666666665
"22BF_1","22BF","1",1.3990884666666665
"22BH_1","22BH","1",1.3990884666666665
"22BK_1","22BK","1",1.3990884666666665
"22CR_2","22CR","2",1.3990884666666665
"22GM_1","22GM","1",1.3990884666666665
"22GM_2","22GM","2",1.3990884666666665
"22MM_25","22MM","25",1.3990884666666665
"22RJ_1","22RJ","1",1.3990884666666665
"22RQ_1","22RQ","1",1.3990884666666665
"22VT_3","22VT","3",1.3990884666666665
"22VT_4","22VT","4",1.3990884666666665
"23ES_1","23ES","1",1.3990884666666665
"23IW_3","23IW","3",1.3990884666666665
"24QH_5","24QH","5",1.3990884666666665
"24XB_1","24XB","1",1.3990884666666665
"24XB_5","24XB","5",1.3990884666666665
"24XP_1","24XP","1",1.3990884666666665
"25IH_1","25IH","1",1.3990884666666665
"25II_1","25II","1",1.3990884666666665
"25IK_3","25IK","3",1.3990884666666665
"25NV_2","25NV","2",1.3990884666666665
"25QP_1","25QP","1",1.3990884666666665
"26VA_1","26VA","1",1.3990884666666665
"26VB_1","26VB","1",1.3990884666666665
"26VE_1","26VE","1",1.3990884666666665
"28LN_61","28LN","61",1.3990884666666665
"28ZU_7","28ZU","7",1.3990884666666665
"28ZV_24","28ZV","24",1.3990884666666665
"29HG_1","29HG","1",1.3990884666666665
"29HH_1","29HH","1",1.3990884666666665
"29HI_1","29HI","1",1.3990884666666665
"29VD_1","29VD","1",1.3990884666666665
"29VF_5","29VF","5",1.3990884666666665
"2A14_1","2A14","1",1.3990884666666665
"2A2C_1","2A2C","1",1.3990884666666665
"2A45_5","2A45","5",1.3990884666666665
"2A91_1","2A91","1",1.3990884666666665
"2ASK_1","2ASK","1",1.3990884666666665
"2B3K_1","2B3K","1",1.3990884666666665
"2BCD_1","2BCD","1",1.3990884666666665
"2BDX_1","2BDX","1",1.3990884666666665
"2BOV_1","2BOV","1",1.3990884666666665
"2BR9_1","2BR9","1",1.3990884666666665
"2BX6_1","2BX6","1",1.3990884666666665
"2BXC_1","2BXC","1",1.3990884666666665
"2BXE_1","2BXE","1",1.3990884666666665
"2BXF_1","2BXF","1",1.3990884666666665
"2BXH_1","2BXH","1",1.3990884666666665
"2BXK_1","2BXK","1",1.3990884666666665
"2BXL_1","2BXL","1",1.3990884666666665
"2BXN_1","2BXN","1",1.3990884666666665
"2BXO_1","2BXO","1",1.3990884666666665
"2BXQ_1","2BXQ","1",1.3990884666666665
"2C2Z_1","2C2Z","1",1.3990884666666665
"2CEU_1","2CEU","1",1.3990884666666665
"2CKJ_1","2CKJ","1",1.3990884666666665
"2DEX_1","2DEX","1",1.3990884666666665
"2DEY_1","2DEY","1",1.3990884666666665
"2DSP_1","2DSP","1",1.3990884666666665
"2DSP_2","2DSP","2",1.3990884666666665
"2DSQ_2","2DSQ","2",1.3990884666666665
"2DSR_3","2DSR","3",1.3990884666666665
"2E1Q_1","2E1Q","1",1.3990884666666665
"2F5Y_1","2F5Y","1",1.3990884666666665
"2FBM_1","2FBM","1",1.3990884666666665
"2FD6_4","2FD6","4",1.3990884666666665
"2FK1_1","2FK1","1",1.3990884666666665
"2FY2_1","2FY2","1",1.3990884666666665
"2G62_1","2G62","1",1.3990884666666665
"2G99_1","2G99","1",1.3990884666666665
"2G9A_1","2G9A","1",1.3990884666666665
"2GK6_1","2GK6","1",1.3990884666666665
"2GK7_1","2GK7","1",1.3990884666666665
"2GOO_1","2GOO","1",1.3990884666666665
"2GYR_1","2GYR","1",1.3990884666666665
"2H16_1","2H16","1",1.3990884666666665
"2H62_2","2H62","2",1.3990884666666665
"2H68_1","2H68","1",1.3990884666666665
"2H6F_2","2H6F","2",1.3990884666666665
"2H6I_2","2H6I","2",1.3990884666666665
"2H6K_1","2H6K","1",1.3990884666666665
"2H6N_1","2H6N","1",1.3990884666666665
"2H6Q_1","2H6Q","1",1.3990884666666665
"2HEV_2","2HEV","2",1.3990884666666665
"2HEY_2","2HEY","2",1.3990884666666665
"2HWW_1","2HWW","1",1.3990884666666665
"2HWX_1","2HWX","1",1.3990884666666665
"2I7D_1","2I7D","1",1.3990884666666665
"2IBI_1","2IBI","1",1.3990884666666665
"2IEJ_2","2IEJ","2",1.3990884666666665
"2IFG_1","2IFG","1",1.3990884666666665
"2IPP_2","2IPP","2",1.3990884666666665
"2IXM_1","2IXM","1",1.3990884666666665
"2J4A_1","2J4A","1",1.3990884666666665
"2J8B_1","2J8B","1",1.3990884666666665
"2JAI_1","2JAI","1",1.3990884666666665
"2JAJ_1","2JAJ","1",1.3990884666666665
"2JLP_1","2JLP","1",1.3990884666666665
"2NLD_1","2NLD","1",1.3990884666666665
"2NLE_1","2NLE","1",1.3990884666666665
"2NLH_1","2NLH","1",1.3990884666666665
"2NLQ_1","2NLQ","1",1.3990884666666665
"2NN6_1","2NN6","1",1.3990884666666665
"2NPP_2","2NPP","2",1.3990884666666665
"2NQ6_1","2NQ6","1",1.3990884666666665
"2NUT_1","2NUT","1",1.3990884666666665
"2NYM_2","2NYM","2",1.3990884666666665
"2NZ8_2","2NZ8","2",1.3990884666666665
"2O05_1","2O05","1",1.3990884666666665
"2O0L_1","2O0L","1",1.3990884666666665
"2OCB_1","2OCB","1",1.3990884666666665
"2OFS_1","2OFS","1",1.3990884666666665
"2OLY_1","2OLY","1",1.3990884666666665
"2OLZ_1","2OLZ","1",1.3990884666666665
"2OMI_1","2OMI","1",1.3990884666666665
"2ONN_1","2ONN","1",1.3990884666666665
"2OZL_1","2OZL","1",1.3990884666666665
"2P4E_1","2P4E","1",1.3990884666666665
"2P6A_2","2P6A","2",1.3990884666666665
"2P82_1","2P82","1",1.3990884666666665
"2P8Q_1","2P8Q","1",1.3990884666666665
"2PJY_1","2PJY","1",1.3990884666666665
"2PJY_3","2PJY","3",1.3990884666666665
"2PLZ_1","2PLZ","1",1.3990884666666665
"2PV0_1","2PV0","1",1.3990884666666665
"2PVC_1","2PVC","1",1.3990884666666665
"2Q4G_2","2Q4G","2",1.3990884666666665
"2Q51_1","2Q51","1",1.3990884666666665
"2Q8T_1","2Q8T","1",1.3990884666666665
"2QJ9_1","2QJ9","1",1.3990884666666665
"2QK9_3","2QK9","3",1.3990884666666665
"2QLY_1","2QLY","1",1.3990884666666665
"2QMS_1","2QMS","1",1.3990884666666665
"2QNA_1","2QNA","1",1.3990884666666665
"2QR0_3","2QR0","3",1.3990884666666665
"2QTW_2","2QTW","2",1.3990884666666665
"2R3A_1","2R3A","1",1.3990884666666665
"2R4F_1","2R4F","1",1.3990884666666665
"2R4R_1","2R4R","1",1.3990884666666665
"2R52_1","2R52","1",1.3990884666666665
"2R53_1","2R53","1",1.3990884666666665
"2REW_1","2REW","1",1.3990884666666665
"2RH1_1","2RH1","1",1.3990884666666665
"2UVL_1","2UVL","1",1.3990884666666665
"2UWR_1","2UWR","1",1.3990884666666665
"2V0S_1","2V0S","1",1.3990884666666665
"2V5P_2","2V5P","2",1.3990884666666665
"2V62_1","2V62","1",1.3990884666666665
"2VD6_1","2VD6","1",1.3990884666666665
"2VDB_1","2VDB","1",1.3990884666666665
"2VGG_1","2VGG","1",1.3990884666666665
"2VGI_1","2VGI","1",1.3990884666666665
"2VJZ_1","2VJZ","1",1.3990884666666665
"2VLE_1","2VLE","1",1.3990884666666665
"2VM8_1","2VM8","1",1.3990884666666665
"2VPF_1","2VPF","1",1.3990884666666665
"2VR2_1","2VR2","1",1.3990884666666665
"2VUF_1","2VUF","1",1.3990884666666665
"2VWE_1","2VWE","1",1.3990884666666665
"2W99_1","2W99","1",1.3990884666666665
"2WAL_1","2WAL","1",1.3990884666666665
"2WFT_1","2WFT","1",1.3990884666666665
"2WFX_2","2WFX","2",1.3990884666666665
"2WIJ_1","2WIJ","1",1.3990884666666665
"2WIK_1","2WIK","1",1.3990884666666665
"2WK5_1","2WK5","1",1.3990884666666665
"2WRU_1","2WRU","1",1.3990884666666665
"2WS0_1","2WS0","1",1.3990884666666665
"2WS1_1","2WS1","1",1.3990884666666665
"2WSL_1","2WSL","1",1.3990884666666665
"2WVR_2","2WVR","2",1.3990884666666665
"2WY3_1","2WY3","1",1.3990884666666665
"2X13_1","2X13","1",1.3990884666666665
"2X15_1","2X15","1",1.3990884666666665
"2X1X_1","2X1X","1",1.3990884666666665
"2X69_1","2X69","1",1.3990884666666665
"2X6G_1","2X6G","1",1.3990884666666665
"2X7O_1","2X7O","1",1.3990884666666665
"2XMB_1","2XMB","1",1.3990884666666665
"2XMG_1","2XMG","1",1.3990884666666665
"2XN3_1","2XN3","1",1.3990884666666665
"2XN5_1","2XN5","1",1.3990884666666665
"2XOZ_1","2XOZ","1",1.3990884666666665
"2XQJ_1","2XQJ","1",1.3990884666666665
"2XQK_1","2XQK","1",1.3990884666666665
"2XQN_3","2XQN","3",1.3990884666666665
"2XRC_1","2XRC","1",1.3990884666666665
"2XRF_1","2XRF","1",1.3990884666666665
"2XVU_1","2XVU","1",1.3990884666666665
"2XVW_1","2XVW","1",1.3990884666666665
"2XZO_1","2XZO","1",1.3990884666666665
"2Y3I_1","2Y3I","1",1.3990884666666665
"2Y43_1","2Y43","1",1.3990884666666665
"2YEM_1","2YEM","1",1.3990884666666665
"2YHN_1","2YHN","1",1.3990884666666665
"2YHO_1","2YHO","1",1.3990884666666665
"2YY2_1","2YY2","1",1.3990884666666665
"2Z0P_1","2Z0P","1",1.3990884666666665
"2ZMD_1","2ZMD","1",1.3990884666666665
"30FF_5","30FF","5",1.3990884666666665
"30LA_1","30LA","1",1.3990884666666665
"3A1B_1","3A1B","1",1.3990884666666665
"3ALQ_2","3ALQ","2",1.3990884666666665
"3B2V_3","3B2V","3",1.3990884666666665
"3BEA_1","3BEA","1",1.3990884666666665
"3BH7_2","3BH7","2",1.3990884666666665
"3BHJ_1","3BHJ","1",1.3990884666666665
"3BHM_1","3BHM","1",1.3990884666666665
"3BJF_1","3BJF","1",1.3990884666666665
"3BKB_1","3BKB","1",1.3990884666666665
"3BT1_2","3BT1","2",1.3990884666666665
"3BT1_3","3BT1","3",1.3990884666666665
"3BT2_2","3BT2","2",1.3990884666666665
"3BT2_5","3BT2","5",1.3990884666666665
"3C5L_1","3C5L","1",1.3990884666666665
"3CBL_1","3CBL","1",1.3990884666666665
"3CCW_1","3CCW","1",1.3990884666666665
"3CCZ_1","3CCZ","1",1.3990884666666665
"3CD0_1","3CD0","1",1.3990884666666665
"3COJ_1","3COJ","1",1.3990884666666665
"3D4S_1","3D4S","1",1.3990884666666665
"3D57_1","3D57","1",1.3990884666666665
"3DBQ_1","3DBQ","1",1.3990884666666665
"3DJY_1","3DJY","1",1.3990884666666665
"3DMW_1","3DMW","1",1.3990884666666665
"3E37_2","3E37","2",1.3990884666666665
"3E4Z_2","3E4Z","2",1.3990884666666665
"3E7Z_1","3E7Z","1",1.3990884666666665
"3EDG_1","3EDG","1",1.3990884666666665
"3EDH_1","3EDH","1",1.3990884666666665
"3EG9_1","3EG9","1",1.3990884666666665
"3EH2_1","3EH2","1",1.3990884666666665
"3EI4_2","3EI4","2",1.3990884666666665
"3ELO_1","3ELO","1",1.3990884666666665
"3EO1_3","3EO1","3",1.3990884666666665
"3EVS_1","3EVS","1",1.3990884666666665
"3F8G_1","3F8G","1",1.3990884666666665
"3FFM_1","3FFM","1",1.3990884666666665
"3FQ9_1","3FQ9","1",1.3990884666666665
"3FUB_2","3FUB","2",1.3990884666666665
"3FVH_1","3FVH","1",1.3990884666666665
"3FXJ_1","3FXJ","1",1.3990884666666665
"3FXO_1","3FXO","1",1.3990884666666665
"3G2G_1","3G2G","1",1.3990884666666665
"3G33_2","3G33","2",1.3990884666666665
"3G8I_1","3G8I","1",1.3990884666666665
"3GCW_2","3GCW","2",1.3990884666666665
"3GGR_3","3GGR","3",1.3990884666666665
"3GNY_1","3GNY","1",1.3990884666666665
"3GW0_1","3GW0","1",1.3990884666666665
"3GW3_1","3GW3","1",1.3990884666666665
"3GWS_1","3GWS","1",1.3990884666666665
"3H0T_3","3H0T","3",1.3990884666666665
"3H6C_1","3H6C","1",1.3990884666666665
"3H9F_1","3H9F","1",1.3990884666666665
"3H9R_1","3H9R","1",1.3990884666666665
"3HLK_1","3HLK","1",1.3990884666666665
"3HMM_1","3HMM","1",1.3990884666666665
"3HU6_1","3HU6","1",1.3990884666666665
"3HUD_1","3HUD","1",1.3990884666666665
"3HVQ_1","3HVQ","1",1.3990884666666665
"3HZF_1","3HZF","1",1.3990884666666665
"3I2E_1","3I2E","1",1.3990884666666665
"3IAR_1","3IAR","1",1.3990884666666665
"3IBJ_1","3IBJ","1",1.3990884666666665
"3ILZ_1","3ILZ","1",1.3990884666666665
"3IMY_1","3IMY","1",1.3990884666666665
"3IX0_1","3IX0","1",1.3990884666666665
"3J92_45","3J92","45",1.3990884666666665
"3J9M_36","3J9M","36",1.3990884666666665
"3JCR_1","3JCR","1",1.3990884666666665
"3JCR_2","3JCR","2",1.3990884666666665
"3JD8_1","3JD8","1",1.3990884666666665
"3JQZ_1","3JQZ","1",1.3990884666666665
"3JVF_2","3JVF","2",1.3990884666666665
"3JZC_1","3JZC","1",1.3990884666666665
"3K05_1","3K05","1",1.3990884666666665
"3K16_1","3K16","1",1.3990884666666665
"3K2I_1","3K2I","1",1.3990884666666665
"3K3H_1","3K3H","1",1.3990884666666665
"3K9M_1","3K9M","1",1.3990884666666665
"3KJ6_1","3KJ6","1",1.3990884666666665
"3KYC_1","3KYC","1",1.3990884666666665
"3KYM_2","3KYM","2",1.3990884666666665
"3L4Z_1","3L4Z","1",1.3990884666666665
"3LCD_1","3LCD","1",1.3990884666666665
"3LO4_1","3LO4","1",1.3990884666666665
"3LO6_1","3LO6","1",1.3990884666666665
"3LRQ_1","3LRQ","1",1.3990884666666665
"3LU8_1","3LU8","1",1.3990884666666665
"3LVQ_1","3LVQ","1",1.3990884666666665
"3LVX_1","3LVX","1",1.3990884666666665
"3ME3_1","3ME3","1",1.3990884666666665
"3MMY_1","3MMY","1",1.3990884666666665
"3MOS_1","3MOS","1",1.3990884666666665
"3MR3_1","3MR3","1",1.3990884666666665
"3MR6_1","3MR6","1",1.3990884666666665
"3MUP_1","3MUP","1",1.3990884666666665
"3MXX_1","3MXX","1",1.3990884666666665
"3MY0_1","3MY0","1",1.3990884666666665
"3N80_1","3N80","1",1.3990884666666665
"3N8I_1","3N8I","1",1.3990884666666665
"3NC2_1","3NC2","1",1.3990884666666665
"3NE4_1","3NE4","1",1.3990884666666665
"3NJP_1","3NJP","1",1.3990884666666665
"3NNA_1","3NNA","1",1.3990884666666665
"3NNC_1","3NNC","1",1.3990884666666665
"3NO8_1","3NO8","1",1.3990884666666665
"3NY9_1","3NY9","1",1.3990884666666665
"3NYA_1","3NYA","1",1.3990884666666665
"3NZ0_1","3NZ0","1",1.3990884666666665
"3O34_1","3O34","1",1.3990884666666665
"3O9M_1","3O9M","1",1.3990884666666665
"3OE0_1","3OE0","1",1.3990884666666665
"3OE6_1","3OE6","1",1.3990884666666665
"3OOM_1","3OOM","1",1.3990884666666665
"3OPE_1","3OPE","1",1.3990884666666665
"3P2Z_1","3P2Z","1",1.3990884666666665
"3P33_1","3P33","1",1.3990884666666665
"3P34_1","3P34","1",1.3990884666666665
"3P35_1","3P35","1",1.3990884666666665
"3P4F_1","3P4F","1",1.3990884666666665
"3P57_4","3P57","4",1.3990884666666665
"3P5C_2","3P5C","2",1.3990884666666665
"3P6A_1","3P6A","1",1.3990884666666665
"3P8C_1","3P8C","1",1.3990884666666665
"3P8E_1","3P8E","1",1.3990884666666665
"3P9W_1","3P9W","1",1.3990884666666665
"3PDY_1","3PDY","1",1.3990884666666665
"3PRJ_1","3PRJ","1",1.3990884666666665
"3PTZ_1","3PTZ","1",1.3990884666666665
"3PXA_1","3PXA","1",1.3990884666666665
"3PXB_1","3PXB","1",1.3990884666666665
"3PXD_1","3PXD","1",1.3990884666666665
"3PXE_1","3PXE","1",1.3990884666666665
"3Q6E_1","3Q6E","1",1.3990884666666665
"3Q6M_1","3Q6M","1",1.3990884666666665
"3Q92_1","3Q92","1",1.3990884666666665
"3QD6_2","3QD6","2",1.3990884666666665
"3QL9_1","3QL9","1",1.3990884666666665
"3QS9_2","3QS9","2",1.3990884666666665
"3QTK_1","3QTK","1",1.3990884666666665
"3QVE_1","3QVE","1",1.3990884666666665
"3QWE_1","3QWE","1",1.3990884666666665
"3R7G_1","3R7G","1",1.3990884666666665
"3RBF_1","3RBF","1",1.3990884666666665
"3RBL_1","3RBL","1",1.3990884666666665
"3RIB_1","3RIB","1",1.3990884666666665
"3S1B_1","3S1B","1",1.3990884666666665
"3S3J_1","3S3J","1",1.3990884666666665
"3S7B_1","3S7B","1",1.3990884666666665
"3S7F_1","3S7F","1",1.3990884666666665
"3S95_1","3S95","1",1.3990884666666665
"3SEK_2","3SEK","2",1.3990884666666665
"3SF4_1","3SF4","1",1.3990884666666665
"3SMR_1","3SMR","1",1.3990884666666665
"3SOP_1","3SOP","1",1.3990884666666665
"3SRD_1","3SRD","1",1.3990884666666665
"3SRH_1","3SRH","1",1.3990884666666665
"3T9K_1","3T9K","1",1.3990884666666665
"3TFY_1","3TFY","1",1.3990884666666665
"3TQ1_1","3TQ1","1",1.3990884666666665
"3U4N_1","3U4N","1",1.3990884666666665
"3U5M_1","3U5M","1",1.3990884666666665
"3U74_1","3U74","1",1.3990884666666665
"3U8B_1","3U8B","1",1.3990884666666665
"3V1G_1","3V1G","1",1.3990884666666665
"3V3K_1","3V3K","1",1.3990884666666665
"3W12_1","3W12","1",1.3990884666666665
"3W4I_1","3W4I","1",1.3990884666666665
"3W7Z_1","3W7Z","1",1.3990884666666665
"3WYY_1","3WYY","1",1.3990884666666665
"3ZI3_1","3ZI3","1",1.3990884666666665
"3ZNN_1","3ZNN","1",1.3990884666666665
"3ZNO_1","3ZNO","1",1.3990884666666665
"3ZNP_1","3ZNP","1",1.3990884666666665
"3ZNQ_1","3ZNQ","1",1.3990884666666665
"3ZQK_1","3ZQK","1",1.3990884666666665
"4AJZ_1","4AJZ","1",1.3990884666666665
"4AKJ_1","4AKJ","1",1.3990884666666665
"4APT_1","4APT","1",1.3990884666666665
"4AQP_1","4AQP","1",1.3990884666666665
"4AXB_1","4AXB","1",1.3990884666666665
"4AY9_1","4AY9","1",1.3990884666666665
"4AY9_3","4AY9","3",1.3990884666666665
"4B0O_1","4B0O","1",1.3990884666666665
"4B2D_1","4B2D","1",1.3990884666666665
"4BHZ_1","4BHZ","1",1.3990884666666665
"4BL1_1","4BL1","1",1.3990884666666665
"4BSR_1","4BSR","1",1.3990884666666665
"4BSS_1","4BSS","1",1.3990884666666665
"4BST_1","4BST","1",1.3990884666666665
"4BTW_1","4BTW","1",1.3990884666666665
"4C0D_1","4C0D","1",1.3990884666666665
"4C0O_1","4C0O","1",1.3990884666666665
"4C0P_1","4C0P","1",1.3990884666666665
"4C0Q_1","4C0Q","1",1.3990884666666665
"4C4E_1","4C4E","1",1.3990884666666665
"4C4H_1","4C4H","1",1.3990884666666665
"4CCA_1","4CCA","1",1.3990884666666665
"4CCZ_1","4CCZ","1",1.3990884666666665
"4CGY_1","4CGY","1",1.3990884666666665
"4CHT_1","4CHT","1",1.3990884666666665
"4CI9_1","4CI9","1",1.3990884666666665
"4CNU_1","4CNU","1",1.3990884666666665
"4CQO_1","4CQO","1",1.3990884666666665
"4CRV_1","4CRV","1",1.3990884666666665
"4CV9_1","4CV9","1",1.3990884666666665
"4CY1_1","4CY1","1",1.3990884666666665
"4CYG_1","4CYG","1",1.3990884666666665
"4D01_1","4D01","1",1.3990884666666665
"4D2P_1","4D2P","1",1.3990884666666665
"4D2T_1","4D2T","1",1.3990884666666665
"4D2W_1","4D2W","1",1.3990884666666665
"4DFW_1","4DFW","1",1.3990884666666665
"4DHX_1","4DHX","1",1.3990884666666665
"4DL5_1","4DL5","1",1.3990884666666665
"4DL6_1","4DL6","1",1.3990884666666665
"4DN5_1","4DN5","1",1.3990884666666665
"4E54_2","4E54","2",1.3990884666666665
"4E5Z_2","4E5Z","2",1.3990884666666665
