evaluation_id,purpose,CHI_C10_SIDE_S_H,CHI_C8_SIDE_S_H,PHI_C7_C10,PHI_C7_H11,PHI_C7_S,PHI_HC_H11,PHI_S_HC,PSI_C2_C9,PSI_C6_C9,PSI_C6_HC,profile_objective,regularization,objective
EVAL_00077,optimization,0.45970821305258397,0.4698034958544014,0.0,0.0,0.0,0.0,0.002,1.5301287862814097,1.5231542908028473,1.5805898940598524,0.3669757258980402,0.00012232549068573727,0.3670980513887259
EVAL_00078,optimization,0.45970821305258397,0.4698034958544014,0.0,0.0,0.0,0.002,0.0,1.5301287862814097,1.5231542908028473,1.5805898940598524,0.3668737114971579,0.00012232549068573727,0.36699603698784367
EVAL_00079,optimization,0.45970821305258397,0.4698034958544014,0.0,0.0,0.0,0.0,0.0,1.5321287862814097,1.5231542908028473,1.5805898940598524,0.36658839086644973,0.0001172392267733608,0.3667056300932231
EVAL_00080,optimization,0.45970821305258397,0.4698034958544014,0.0,0.0,0.0,0.0,0.0,1.5301287862814097,1.5251542908028473,1.5805898940598524,0.36660189522289044,0.00011612330749679078,0.3667180185303872
EVAL_00081,optimization,0.45970821305258397,0.4698034958544014,0.0,0.0,0.0,0.0,0.0,1.5301287862814097,1.5231542908028473,1.5825898940598524,0.3665958098954211,0.00012531300401791163,0.36672112289943903
EVAL_00082,optimization,0.4591999491626409,0.4703499365594366,0.0,0.0,0.0,0.0,0.0,1.5327537778129647,1.5229835782509737,1.5784337631403824,0.36657950774900777,0.00011368369762523802,0.366693191446633
EVAL_00083,optimization,0.4591999491626409,0.4723499365594366,0.0,0.0,0.0,0.0,0.0,1.5327537778129647,1.5229835782509737,1.5784337631403824,0.36657555574541983,0.00011339357184708222,0.3666889493172669
EVAL_00084,optimization,0.4611999491626409,0.4703499365594366,0.0,0.0,0.0,0.0,0.0,1.5327537778129647,1.5229835782509737,1.5784337631403824,0.36658485109717726,0.00011160957386359492,0.36669646067104084
EVAL_00085,optimization,0.4591999491626409,0.4703499365594366,0.002,0.0,0.0,0.0,0.0,1.5327537778129647,1.5229835782509737,1.5784337631403824,0.36665312085882,0.00011384369762523801,0.36676696455644525
EVAL_00086,optimization,0.4591999491626409,0.4703499365594366,0.0,0.0,0.002,0.0,0.0,1.5327537778129647,1.5229835782509737,1.5784337631403824,0.3667367271682908,0.00011384369762523801,0.36685057086591605
EVAL_00087,optimization,0.4591999491626409,0.4703499365594366,0.0,0.002,0.0,0.0,0.0,1.5327537778129647,1.5229835782509737,1.5784337631403824,0.3667022604683549,0.00011384369762523801,0.36681610416598015
EVAL_00088,optimization,0.4591999491626409,0.4703499365594366,0.0,0.0,0.0,0.0,0.002,1.5327537778129647,1.5229835782509737,1.5784337631403824,0.3669725016238601,0.00011384369762523801,0.3670863453214853
EVAL_00089,optimization,0.4591999491626409,0.4703499365594366,0.0,0.0,0.0,0.002,0.0,1.5327537778129647,1.5229835782509737,1.5784337631403824,0.36687464178929236,0.00011384369762523801,0.3669884854869176
EVAL_00090,optimization,0.4591999491626409,0.4703499365594366,0.0,0.0,0.0,0.0,0.0,1.5347537778129647,1.5229835782509737,1.5784337631403824,0.36658214327018407,0.00010917743235791034,0.36669132070254196
EVAL_00091,optimization,0.4591999491626409,0.4703499365594366,0.0,0.0,0.0,0.0,0.0,1.5327537778129647,1.5249835782509737,1.5784337631403824,0.366593119383072,0.00010761420042799177,0.36670073358349997
EVAL_00092,optimization,0.4591999491626409,0.4703499365594366,0.0,0.0,0.0,0.0,0.0,1.5327537778129647,1.5229835782509737,1.5804337631403824,0.36657816146613115,0.00011648623001029717,0.36669464769614146
EVAL_00093,optimization,0.4581739083090535,0.47122862994116343,0.0,0.0,0.0,0.0,0.0,1.5342340696912937,1.5204616674844078,1.577004055415787,0.36655381944751714,0.00011764127269665776,0.3666714607202138
EVAL_00094,optimization,0.4581739083090535,0.47322862994116344,0.0,0.0,0.0,0.0,0.0,1.5342340696912937,1.5204616674844078,1.577004055415787,0.3665475014414508,0.00011749173785957826,0.3666649931793104
EVAL_00095,optimization,0.4601739083090535,0.47122862994116343,0.0,0.0,0.0,0.0,0.0,1.5342340696912937,1.5204616674844078,1.577004055415787,0.36656102986086375,0.00011540298239844068,0.3666764328432622
EVAL_00096,optimization,0.4581739083090535,0.47122862994116343,0.002,0.0,0.0,0.0,0.0,1.5342340696912937,1.5204616674844078,1.577004055415787,0.36662666047008763,0.00011780127269665775,0.3667444617427843
EVAL_00097,optimization,0.4581739083090535,0.47122862994116343,0.0,0.0,0.002,0.0,0.0,1.5342340696912937,1.5204616674844078,1.577004055415787,0.36671213574045974,0.00011780127269665775,0.3668299370131564
EVAL_00098,optimization,0.4581739083090535,0.47122862994116343,0.0,0.002,0.0,0.0,0.0,1.5342340696912937,1.5204616674844078,1.577004055415787,0.3666773706850666,0.00011780127269665775,0.3667951719577633
EVAL_00099,optimization,0.4581739083090535,0.47122862994116343,0.0,0.0,0.0,0.0,0.002,1.5342340696912937,1.5204616674844078,1.577004055415787,0.36694697664369125,0.00011780127269665775,0.3670647779163879
EVAL_00100,optimization,0.4581739083090535,0.47122862994116343,0.0,0.0,0.0,0.002,0.0,1.5342340696912937,1.5204616674844078,1.577004055415787,0.3668464128325306,0.00011780127269665775,0.3669642141052273
EVAL_00101,optimization,0.4581739083090535,0.47122862994116343,0.0,0.0,0.0,0.0,0.0,1.5362340696912937,1.5204616674844078,1.577004055415787,0.36655395628018744,0.00011337185412986271,0.3666673281343173
EVAL_00102,optimization,0.4581739083090535,0.47122862994116343,0.0,0.0,0.0,0.0,0.0,1.5342340696912937,1.5224616674844078,1.577004055415787,0.3665666761110482,0.00011116826977676097,0.36667784438082496
EVAL_00103,optimization,0.4581739083090535,0.47122862994116343,0.0,0.0,0.0,0.0,0.0,1.5342340696912937,1.5204616674844078,1.579004055415787,0.36655148253878544,0.00012021505184578164,0.36667169759063123
EVAL_00104,optimization,0.45406974489470403,0.47474340346807087,0.0,0.0,0.0,0.0,0.0,1.5401552372046097,1.510374024418144,1.571285224517405,0.3664491901067702,0.00014340775220606227,0.36659259785897624
EVAL_00105,optimization,0.45406974489470403,0.47674340346807087,0.0,0.0,0.0,0.0,0.0,1.5401552372046097,1.510374024418144,1.571285224517405,0.3664410771931066,0.00014382058113328796,0.36658489777423986
EVAL_00106,optimization,0.45606974489470403,0.47474340346807087,0.0,0.0,0.0,0.0,0.0,1.5401552372046097,1.510374024418144,1.571285224517405,0.36645365953528025,0.00014051279576154926,0.3665941723310418
EVAL_00107,optimization,0.45406974489470403,0.47474340346807087,0.002,0.0,0.0,0.0,0.0,1.5401552372046097,1.510374024418144,1.571285224517405,0.3665280328552331,0.00014356775220606227,0.3666716006074392
EVAL_00108,optimization,0.45406974489470403,0.47474340346807087,0.0,0.0,0.002,0.0,0.0,1.5401552372046097,1.510374024418144,1.571285224517405,0.3666109206733697,0.00014356775220606227,0.3667544884255758
EVAL_00109,optimization,0.45406974489470403,0.47474340346807087,0.0,0.002,0.0,0.0,0.0,1.5401552372046097,1.510374024418144,1.571285224517405,0.3665749893647352,0.00014356775220606227,0.3667185571169413
EVAL_00110,optimization,0.45406974489470403,0.47474340346807087,0.0,0.0,0.0,0.0,0.002,1.5401552372046097,1.510374024418144,1.571285224517405,0.36684227165498956,0.00014356775220606227,0.36698583940719565
EVAL_00111,optimization,0.45406974489470403,0.47474340346807087,0.0,0.0,0.0,0.002,0.0,1.5401552372046097,1.510374024418144,1.571285224517405,0.36674564123842374,0.00014356775220606227,0.3668892089906298
EVAL_00112,optimization,0.45406974489470403,0.47474340346807087,0.0,0.0,0.0,0.0,0.0,1.5421552372046097,1.510374024418144,1.571285224517405,0.3664504482307229,0.00014008572044139778,0.3665905339511643
EVAL_00113,optimization,0.45406974489470403,0.47474340346807087,0.0,0.0,0.0,0.0,0.0,1.5401552372046097,1.512374024418144,1.571285224517405,0.3664652645069632,0.00013532072639556325,0.36660058523335876
EVAL_00114,optimization,0.45406974489470403,0.47474340346807087,0.0,0.0,0.0,0.0,0.0,1.5401552372046097,1.510374024418144,1.573285224517405,0.3664506137218573,0.00014506651841144502,0.36659568024026873
EVAL_00115,optimization,0.43765309123730606,0.4888024975757006,0.0,0.0,0.0,0.0,0.0,1.5638399072578735,1.470023452153089,1.548409900923877,0.3660478884407121,0.0004054525378232883,0.36645334097853544
EVAL_00116,optimization,0.43765309123730606,0.4908024975757006,0.0,0.0,0.0,0.0,0.0,1.5638399072578735,1.470023452153089,1.548409900923877,0.3660371188112143,0.00040811482180773477,0.36644523363302206
EVAL_00117,optimization,0.43965309123730606,0.4888024975757006,0.0,0.0,0.0,0.0,0.0,1.5638399072578735,1.470023452153089,1.548409900923877,0.3660486532619744,0.0003999309167935917,0.36644858417876797
EVAL_00118,optimization,0.43765309123730606,0.4888024975757006,0.002,0.0,0.0,0.0,0.0,1.5638399072578735,1.470023452153089,1.548409900923877,0.3661223053232982,0.0004056125378232883,0.3665279178611215
EVAL_00119,optimization,0.43765309123730606,0.4888024975757006,0.0,0.0,0.002,0.0,0.0,1.5638399072578735,1.470023452153089,1.548409900923877,0.3662119688896255,0.0004056125378232883,0.36661758142744877
EVAL_00120,optimization,0.43765309123730606,0.4888024975757006,0.0,0.002,0.0,0.0,0.0,1.5638399072578735,1.470023452153089,1.548409900923877,0.3661744275973104,0.0004056125378232883,0.3665800401351337
EVAL_00121,optimization,0.43765309123730606,0.4888024975757006,0.0,0.0,0.0,0.0,0.002,1.5638399072578735,1.470023452153089,1.548409900923877,0.36644475986338154,0.0004056125378232883,0.3668503724012048
EVAL_00122,optimization,0.43765309123730606,0.4888024975757006,0.0,0.0,0.0,0.002,0.0,1.5638399072578735,1.470023452153089,1.548409900923877,0.36634215974464396,0.0004056125378232883,0.36674777228246724
EVAL_00123,optimization,0.43765309123730606,0.4888024975757006,0.0,0.0,0.0,0.0,0.0,1.5658399072578735,1.470023452153089,1.548409900923877,0.3660484412580125,0.000405920053267146,0.3664543613112797
EVAL_00124,optimization,0.43765309123730606,0.4888024975757006,0.0,0.0,0.0,0.0,0.0,1.5638399072578735,1.472023452153089,1.548409900923877,0.36606480544125847,0.00039090942045038045,0.36645571486170886
EVAL_00125,optimization,0.43765309123730606,0.4888024975757006,0.0,0.0,0.0,0.0,0.0,1.5638399072578735,1.470023452153089,1.550409900923877,0.36604598086621976,0.0004034512522537066,0.3664494321184735
EVAL_00126,final_sensitivity_plus,0.43765309123730606,0.4988024975757006,0.0,0.0,0.0,0.0,0.0,1.5638399072578735,1.470023452153089,1.548409900923877,0.3660305925123171,0.00042196395774552067,0.36645255647006264
EVAL_00127,final_sensitivity_minus,0.43765309123730606,0.4788024975757006,0.0,0.0,0.0,0.0,0.0,1.5638399072578735,1.470023452153089,1.548409900923877,0.36615086160584215,0.00039694111790105604,0.3665478027237432
EVAL_00128,final_sensitivity_plus,0.44765309123730607,0.4888024975757006,0.0,0.0,0.0,0.0,0.0,1.5638399072578735,1.470023452153089,1.548409900923877,0.3660931061655142,0.000381044432674805,0.366474150598189
EVAL_00129,final_sensitivity_minus,0.42765309123730605,0.4888024975757006,0.0,0.0,0.0,0.0,0.0,1.5638399072578735,1.470023452153089,1.548409900923877,0.3660842904014514,0.00043786064297177173,0.3665221510444232
