table,run_id,receipt_expected,pdbqt_models,emitted_rows,status,affected_artifact,retrospective_impact,impact_reason
analysis/mettl7/mechanistic_matrix_v2/interaction_validation_v2/athena_targeted_pose_profiles.csv,B0__TSL_RSH__s1,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/interaction_validation_v2/athena_targeted_pose_profiles.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,A4__PRASUGREL_SR_RS_MINUS__s42,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,A5__BI187004_TAUTOMER_2_N1__s1,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,A5__NETARSUDIL_NEUTRAL__s1,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,A5__PRASUGREL_SR_RSH__s42,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,A5__PRASUGREL_SR_RS_MINUS__s7,9,7,7,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,A6__PRASUGREL_SS_RSH__s1,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,A6__PRASUGREL_SS_RSH__s42,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,A7__BETA_D_THIOGLUCOSE_RSH__s1,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,A7__BETA_D_THIOGLUCOSE_RSH__s7,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,A7__BI187004_TAUTOMER_1_N3__s1,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,A7__BI187004_TAUTOMER_1_N3__s7,9,7,7,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,A7__DTT_RSH2__s42,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,A7__DTT_RSH2__s7,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,A7__NETARSUDIL_MONOCATION__s42,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,A7__TSL_RSH__s1,9,1,1,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,A7__TSL_RSH__s42,9,1,1,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,A7__TSL_RSH__s7,9,1,1,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,A7__TSL_RS_MINUS__s1,9,2,2,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,A7__TSL_RS_MINUS__s42,9,2,2,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,A7__TSL_RS_MINUS__s7,9,2,2,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,B0__4NBT_RS_MINUS__s1,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,B0__6MP_THIOL_NEUTRAL__s7,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,B0__CAPTOPRIL_RSH__s7,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,B0__CAPTOPRIL_RS_MINUS__s1,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,B0__PRASUGREL_RS_RSH__s1,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,B0__PRASUGREL_SS_RSH__s7,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,B0__R_DCMB_NEUTRAL__s1,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,B0__S_DCMB_NEUTRAL__s1,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,B0__TSL_RSH__s1,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,B0__TSL_RS_MINUS__s7,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,B1__PRASUGREL_RR_RSH__s7,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,B1__PRASUGREL_SS_RSH__s42,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,B1__R_DCMB_PROTONATED__s42,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,B1__S_DCMB_NEUTRAL__s1,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,B1__TSL_RSH__s1,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,B3__4NBT_RSH__s42,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,B3__6MP_THIONE_NEUTRAL__s1,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,B3__6MP_THIONE_NEUTRAL__s7,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,B5__4NBT_RSH__s7,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,B5__4NBT_RS_MINUS__s42,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,B5__BRICS0003_NEUTRAL__s42,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,B5__D_PEN_RSH__s1,9,8,8,MISMATCH,analysis/mettl7/mechanistic_matrix_v2/postprocessing_stage_a/METTL7_V2_POSE_LEVEL_INTERACTIONS.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mettl7_sam_sah_routing_v1/SAH_POSE_LEVEL_ATHENA.csv,A0_SAH__TSL_RS_MINUS__s42,9,8,8,MISMATCH,analysis/mettl7/mettl7_sam_sah_routing_v1/SAH_POSE_LEVEL_ATHENA.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mettl7_sam_sah_routing_v1/SAH_POSE_LEVEL_ATHENA.csv,B0_SAH__A67E9FC2FE60A55C_NEUTRAL__s42,9,8,8,MISMATCH,analysis/mettl7/mettl7_sam_sah_routing_v1/SAH_POSE_LEVEL_ATHENA.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mettl7_sam_sah_routing_v1/SAH_POSE_LEVEL_ATHENA.csv,B0_SAH__CAPTOPRIL_RSH__s42,9,8,8,MISMATCH,analysis/mettl7/mettl7_sam_sah_routing_v1/SAH_POSE_LEVEL_ATHENA.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mettl7_sam_sah_routing_v1/SAH_POSE_LEVEL_ATHENA.csv,B0_SAH__CAPTOPRIL_RS_MINUS__s7,9,8,8,MISMATCH,analysis/mettl7/mettl7_sam_sah_routing_v1/SAH_POSE_LEVEL_ATHENA.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mettl7_sam_sah_routing_v1/SAH_POSE_LEVEL_ATHENA.csv,B0_SAH__R_DCMB_PROTONATED__s7,9,8,8,MISMATCH,analysis/mettl7/mettl7_sam_sah_routing_v1/SAH_POSE_LEVEL_ATHENA.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mettl7_sam_sah_routing_v1/SAH_POSE_LEVEL_ATHENA.csv,B0_SAH__S_DCMB_NEUTRAL__s7,9,7,7,MISMATCH,analysis/mettl7/mettl7_sam_sah_routing_v1/SAH_POSE_LEVEL_ATHENA.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mettl7_sam_sah_routing_v1/SAH_POSE_LEVEL_ATHENA.csv,B0_SAH__S_DCMB_PROTONATED__s42,9,8,8,MISMATCH,analysis/mettl7/mettl7_sam_sah_routing_v1/SAH_POSE_LEVEL_ATHENA.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mettl7b_design_campaign_v1/postprocessing/METTL7B_DESIGN_POSE_LEVEL.csv,B0__BRICS0008_NEUTRAL__s1,9,8,8,MISMATCH,analysis/mettl7/mettl7b_design_campaign_v1/postprocessing/METTL7B_DESIGN_POSE_LEVEL.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mettl7b_matched_contrast_v1/POSE_LEVEL_ATHENA.csv,A0__MCV1_BRIDGE_O_TO_S__s42,9,8,8,MISMATCH,analysis/mettl7/mettl7b_matched_contrast_v1/POSE_LEVEL_ATHENA.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mettl7b_matched_contrast_v1/POSE_LEVEL_ATHENA.csv,A0__MCV1_CORE_N_DEMETHYL_1__s42,9,8,8,MISMATCH,analysis/mettl7/mettl7b_matched_contrast_v1/POSE_LEVEL_ATHENA.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mettl7b_matched_contrast_v1/POSE_LEVEL_ATHENA.csv,B0__MCV1_BRIDGE_O_TO_NH__s7,9,8,8,MISMATCH,analysis/mettl7/mettl7b_matched_contrast_v1/POSE_LEVEL_ATHENA.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mettl7b_matched_contrast_v1/POSE_LEVEL_ATHENA.csv,B0__MCV1_POLAR_C22_HYDROXYMETHYL__s7,9,8,8,MISMATCH,analysis/mettl7/mettl7b_matched_contrast_v1/POSE_LEVEL_ATHENA.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mettl7b_two_edit_matched_contrast_v1/POSE_LEVEL_ATHENA.csv,A0__TWOEDIT_S06_C22_HYDROXYMETHYL__s7,9,8,8,MISMATCH,analysis/mettl7/mettl7b_two_edit_matched_contrast_v1/POSE_LEVEL_ATHENA.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
analysis/mettl7/mettl7b_two_edit_matched_contrast_v1/POSE_LEVEL_ATHENA.csv,B0__TWOEDIT_S05_C22_FLUOROMETHYL__s42,9,8,8,MISMATCH,analysis/mettl7/mettl7b_two_edit_matched_contrast_v1/POSE_LEVEL_ATHENA.csv,REQUIRES_RECOMPUTATION,pose evidence rows UNAFFECTED; receipt/completeness assertion defective
