ARTIFACT_ID,CARTESIAN_RESIDUAL_NORM,COORDINATE_SPAN_VARIANCE_EXPLAINED,JACOBIAN_RANK,R_SC,R_SC_GENERALIZED_RESIDUAL_FORCE,R_SH,R_SH_GENERALIZED_RESIDUAL_FORCE,THETA_CSH,THETA_CSH_GENERALIZED_RESIDUAL_FORCE,THETA_C9_C10_S,THETA_C9_C10_S_GENERALIZED_RESIDUAL_FORCE,THETA_C11_C10_S,THETA_C11_C10_S_GENERALIZED_RESIDUAL_FORCE,THETA_C8_C9_C10,THETA_C8_C9_C10_GENERALIZED_RESIDUAL_FORCE,CHI,CHI_GENERALIZED_RESIDUAL_FORCE,PHI,PHI_GENERALIZED_RESIDUAL_FORCE,PSI,PSI_GENERALIZED_RESIDUAL_FORCE,ETA1,ETA1_GENERALIZED_RESIDUAL_FORCE,ETA2,ETA2_GENERALIZED_RESIDUAL_FORCE,D_S_O6,D_S_O6_GENERALIZED_RESIDUAL_FORCE,D_S_O23,D_S_O23_GENERALIZED_RESIDUAL_FORCE,D_S_O24,D_S_O24_GENERALIZED_RESIDUAL_FORCE
TSLRSH-GPU-027,208.83406559194466,0.1474941629736657,14,1.9025238337915373,-17.86610694158027,1.3670996495432415,3.826597006219261,1.63839531698847,9.263703754968857,1.981680857206527,-44.44687170161414,1.8616353391817553,-7.067200962168478,1.9235854257923855,0.44093415551296056,-0.9047153941691745,-21.19071324400018,-1.1240099243610964,-15.184526876961426,-0.9915477825125285,-31.34770625188602,-1.8166768816071521,-3.362654029942472,-2.4470413694422737,-14.240725324527046,6.000275491888185,51.872770081926014,8.541666429365646,-3.583020089199802,6.585381952634638,9.010297144391707
TSLRSH-GPU-028,163.3351471566645,0.08625832970985947,14,1.8933401813351192,3.6209382365648612,1.3839256213317568,9.900023201918952,1.6433637955430087,5.614100362856967,1.9528283097923569,-26.818065299035723,1.8637193421817517,-9.480366558306846,2.0022499377316687,4.779093006888429,-0.9516932661830744,-3.122536043469827,-1.1697429218630604,-20.31179711409897,-0.8599347074863337,-12.007393843038834,-1.7943913741703323,-72.20129852664415,-2.4771160923197493,54.97156557909585,6.002185952765018,10.173975644015881,8.571967342808867,22.28892634371321,6.661984117736334,-16.053515523555458
TSLRSH-GPU-029,124.82826156939028,0.09611549129054076,14,1.879358858976679,-0.4888346908977028,1.3629405733803523,2.523271690392049,1.6508523195966598,3.1588206242032935,1.9322598048890325,-28.243711793780054,1.8806606187944523,-21.97063375431758,1.9533495924527506,6.679088831918519,-1.047209430374197,-9.710530359817946,-1.0472990020872335,-15.806606629179281,-0.8648022977422913,-22.95308216996434,-1.8102053658219526,-31.69958707047266,-2.4599399547675316,3.6759665663385177,5.999973139401293,11.502583905818916,8.796773591996873,-9.691735149031206,6.788034804331046,6.470344246951409
TSLRSH-GPU-030,137.27063530474106,0.13391840642656894,14,1.9225075333441985,-0.7747143113651048,1.3849073763026776,0.1474186692944797,1.6565693709807894,1.1217547629560942,1.9211000519866284,-28.629584394055648,1.888200000161003,-23.142350937896307,1.9587433091729403,10.493391453867817,-1.0471962698815511,-9.915141880408614,-1.0473660655728567,-21.049833352158775,-0.8491742255535386,-27.04149933998583,-1.8256636037345355,-35.23810118734601,-2.4799794352345557,4.305748900535619,6.080356243486854,-1.7252619835034775,9.019050139563252,-31.55179907753467,6.96268429253171,13.339413980136081
TSLRSH-GPU-031,137.3760940193454,0.12705309211071047,14,1.8563249820512298,-9.394335060229484,1.3655758776835991,5.054833020718583,1.7106185199653112,-11.860136995544982,2.0237954834804035,-35.259148087665956,1.731583096808929,-4.14974356192067,1.864591360597533,-13.15433386160748,-1.0620071772716018,-16.066048154968904,-0.3431854246005273,-15.095523149633067,-1.2974601125768652,-11.150504321684481,-1.5641396537762642,-35.321081717224885,-2.1407468731241006,-6.368320597905324,5.268898045935336,7.196198794840278,8.70247399133807,-11.090826348482635,6.705453911908438,-3.8568011701274116
TSLRSH-GPU-033,132.33237786151562,0.07791448604105145,14,1.8652515990934464,2.120739661527155,1.3478347406328886,0.5152136661185567,1.6518904157348222,3.1559654555935897,1.9543002022227796,-25.89250055853191,1.8849804803626127,-17.543493562017026,1.999189562556505,12.215079402527861,-0.9198717310649943,-10.839560805788103,-1.1779568528723423,-19.079980379245605,-0.8965070243674282,-20.08712913978541,-1.796573317929417,-44.91133155918607,-2.4553495034071484,18.922146881901636,5.995917806658719,7.298583999432863,8.592588080387534,-18.039393308204314,6.61888667972405,5.8180837107805985
TSLRSH-GPU-034,124.48185636333777,0.0731621872989967,14,1.8682725218268663,1.6283209466301065,1.3620331014633056,0.7050289285682622,1.6558065683707563,1.8238017356600364,1.9588780660527956,-27.63345016324101,1.91898125074446,-22.297472878609874,1.983918822268381,12.574014582535533,-0.9482709779592053,-10.612105906180819,-1.186742318066193,-15.63311241138326,-0.9060976025283983,-19.703237425739346,-1.8108043932928315,-47.10916054311097,-2.4614030908177416,17.848331644059396,6.030284410386824,7.62757467510432,8.612741230487206,-9.739557754887732,6.633687524444203,-1.6615226755333203
TSLRSH-GPU-035,124.27365465457879,0.074753448457059,14,1.8390627713596417,8.576893631704658,1.3910741633102912,4.420653916570767,1.6608293934308571,2.7413515897554,2.0554347916175346,-23.57694762936917,1.7959034571827874,-4.514553916245127,1.9727134204565082,10.150533271734254,-0.776793562019696,-10.958752171056975,-1.1040543612608733,-16.373382004253756,-0.9037120417645882,-19.128734487574306,-1.7409698791107617,-35.268717121385464,-2.395003218376372,15.378925343464351,6.13452474661655,9.348871739396603,8.355961934941474,-11.337166013815796,6.393951531841618,-3.1482796245131826
TSLRSH-GPU-036,126.30802593082575,0.12273146719662686,14,1.8321877714148105,4.0467100911383636,1.3258889780700718,2.0657510513562563,1.6608293933954739,-1.9989942665273879,1.9117311583216159,-29.862422377639863,2.073877379466147,-35.6379073016389,1.9727134205075851,7.5363568857440235,-1.1501793900753352,-9.088119068935129,-1.3649662544493206,-7.131688016380355,-0.9037120417196043,-18.73289148712729,-2.001881772259306,-49.389707763972204,-2.6559151115377486,23.42913409769018,6.079273780559622,8.579448681904156,8.774174139521794,-8.09002668580167,6.795866421817357,0.8085628388031743
TSLRSH-GPU-037,124.78460202281582,0.08171523897132282,14,1.8940627713243687,7.961824943732106,1.3299630521131218,1.1554323714127974,1.6608293934423757,-1.0197839057484155,1.7896282134890036,-22.48579701907364,1.9209995615657125,-22.579820219708314,1.972713420523752,5.842430560466476,-0.7329176665217084,-11.782737137221602,-1.0980349428591591,-15.613827850432632,-0.9037120418508884,-19.633150172439485,-1.734950460750707,-46.9177790787514,-2.3889837999833294,7.263774146003684,5.679881911628482,8.44756897556248,8.785872688393145,-9.718110779973854,6.809549784675399,-1.8319585702208732
TSLRSH-GPU-038,127.6690912547831,0.13575052347040173,14,1.8596877713629965,-1.7742928355446448,1.3870000891672525,-1.7918983031844367,1.6608293934159915,-0.8693070596765579,1.8779398298534502,-27.61538645255413,2.097153777753122,-38.761650045501405,1.97271342046137,8.201957248388101,-0.7195596678484355,-10.90570855942188,-1.3687058197516466,-7.498860976744799,-0.9037120418004755,-19.236880447820738,-2.0056213376517915,-50.01218932062121,-2.659654676911883,23.959004810477722,6.033946173837823,8.749408249621213,8.839791543305243,-7.828401336347386,6.8616867330571125,0.873090465259444
TSLRSH-GPU-039,137.33373782811339,0.13904061055578187,14,1.932177400757902,2.6137350993636708,1.3852980442530898,1.8104466998502344,1.6531083115314456,1.8942145163468733,1.88565694869496,-26.72750547583155,1.9614153978426705,-22.406785280285153,1.9604762589470326,10.442218513841755,-2.094395956073081,-19.414982318505484,-1.1371701452277523,-20.23354960545887,-0.8924446344753627,-22.70969389299533,-1.8829275525887568,-36.251380999212074,-2.532144287911625,8.764279702918452,5.945086191622013,-2.843419926100236,9.233164288850965,-31.73387526792219,7.125737139371768,13.30787419458839
TSLRSH-GPU-040,128.75654257821273,0.07628462506901501,14,1.8572928787595608,-6.435651615616765,1.3623279711653358,6.8398600487475685,1.6658043695566467,-2.2076536089040273,1.9595228183200104,-30.355068130792525,1.787565927791309,-11.087456782022796,1.9237117688368357,-2.9420164356392524,-1.0491872782763632,-13.995597240218515,-0.7267756238801011,-11.52821549919079,-1.0991382540796195,-9.724384404135863,-1.636444737406711,-32.73095105347015,-2.2607860290460944,-1.3812794696745645,5.53053810567208,6.7256664860136635,8.57450351487276,-10.69718075017752,6.600166312115764,-3.2474191000733383
TSLRSH-GPU-041,253.40744933880205,0.08222684964312221,14,2.033329156629683,5.631867442915988,1.3901440399895693,1.0621233062247661,1.6561261534764595,-16.068923244240093,2.3947817837653127,3.8140087790365715,1.9343187530910702,18.808886942092897,1.7812417282947914,-47.80587387308525,-1.0471768900761107,-2.361269753544059,1.0473396279395852,-75.06535192492514,1.100315807252221,-45.783968025460595,2.6327558287269683,56.71797419883868,2.626116958372479,-12.742963656542766,6.431630219522936,-4.510651816736506,9.422850833691726,-24.094927100390738,7.155269276508054,4.819278567232564
TSLRSH-GPU-043,181.26653167327606,0.3203951777180769,14,1.9495793762437776,14.079033990613276,1.366466492861419,-0.7057412618793059,1.7185528313235618,-4.590785022793977,2.7284278470230867,27.921424098476844,1.7442796781318748,61.72201683082026,1.8536423881799216,-42.47327221636708,3.132140915872691,-19.741715861976196,0.9788880231433135,-23.566656700575965,0.9827331201089717,-14.842714609989867,2.4421895252826724,-4.3947593832687195,2.542957215609489,8.262254539860322,6.981218170804548,12.006597858066733,9.080237439566151,-10.672471792223265,6.836021867003955,0.22032555337732893
TSLRSH-GPU-045,136.95701436611347,0.10270869281230532,14,1.9349935922156976,15.543237813968009,1.3845407239467002,-7.135974434760142,1.667379822709132,10.33977842436428,1.8822691990125004,1.8234455057520123,2.0290249925020976,-11.121703250416672,1.9731847204810997,8.160087202509926,9.586165168622018e-07,6.529619045045088,3.013740975907162,4.840211165097571,0.5990386382095704,-0.4096804636346311,-2.1815053762165295,-48.0395641963019,-2.3502695301986574,20.385582687815734,7.633513374921843,-4.1824028510086935,8.937188426804196,-28.848385614946537,6.799050788853285,7.760758559163054
TSLRSH-GPU-046,134.8851822649138,0.12962374104624208,14,1.8285132912849293,16.065424162978303,1.3616261218919772,0.15253581014930487,1.7088973761485582,-1.4513175148034536,1.9374788687132174,6.748983105187064,2.0570861961081643,3.8000286880559253,1.87844345294603,6.4269310367365655,1.0745776337059505,0.33425559440319846,2.7165933565079583,-1.0101184978312696,0.6706195176163018,-16.723819190523884,-2.3357739907562522,-26.316349042886067,-2.233717794013629,17.085404427183995,7.350549280231917,5.740159665278035,8.926418362463439,-8.138009017822135,6.778908876022922,2.758753963278231
TSLRSH-GPU-047,351.26532316085934,0.09369252848507681,14,1.8391827788169928,12.473112997062092,1.3660183674922328,-10.765467142188246,1.8143045208140551,-6.347006313049953,2.332733968177335,30.30259944092471,2.0134884608485426,29.363961410491218,1.805526505670083,-73.56720732661297,1.0603155376573963,13.533582678386004,1.068201117808597,-110.47012509230915,1.0423794699129976,-112.05497733390624,2.661771387367296,94.05691863161749,2.8011097840582018,-20.795112503518542,6.249156985371762,21.52879882216205,9.585086652244147,-3.484185305129502,7.348444409537834,2.512045031047926
TSLRSH-GPU-049,261.4842292768495,0.06756232976933052,14,1.8597995227606634,-2.7664809087332576,1.3676456861613446,5.341170057341527,1.7245174399630094,-25.636118813462307,2.1477445566814093,6.9559084886487685,2.209161828544392,22.570928074590405,1.8131603027405905,-52.81311884167731,-1.0472270223301494,5.177500644733003,1.0473010079300908,-67.77481741217774,1.0701357337463258,-53.10917748393093,2.608682511314138,48.57515842842533,2.7181461761239225,-30.075239336189863,5.921830500215174,10.81954804344483,9.927873682098074,-6.075013571863097,7.681088313114063,4.174161349348969
TSLRSH-GPU-050,129.73555432304815,0.12846445188760103,14,1.8526046247675412,12.611876560637837,1.3254992040271234,2.6880654134577275,1.6973114593776502,-0.42298116922141127,1.8043540115477676,-6.396279733885418,2.0495497299837218,-5.910708941480622,1.9881750313390887,8.643643183543068,-2.479670966131324,-28.727273044465232,-3.139713180939567,11.89428284635873,0.5886409759221384,1.5460808428659225,-2.038750720433825,-43.404103319728286,-2.2764150591707373,16.52104360814869,7.419496188826399,12.365511323850852,8.575667458097678,-1.1549085127778531,6.553114794058439,-1.3032740357908676
TSLRSH-GPU-051,291.42277920051976,0.09412255719628837,14,2.0088930897503725,14.812878021979415,1.39273277127861,-5.78043125611021,1.7577483226316364,-14.819506997369219,1.9064886939866206,26.179696349624294,2.459597726168061,17.65041463135391,1.7705356684668152,-45.096998840798335,1.0471028183760185,18.78948659243308,1.047058121201974,-88.22823286285424,1.0902877368726602,-73.10620155262089,2.654750436034136,114.62421580294038,2.7945827857034047,-34.92013957549897,5.558693716887252,4.222167412620205,10.29035059505956,-28.626228980244555,7.988045545144906,2.2882528379039293
TSLRSH-GPU-052,124.55038851640028,0.08947390448589032,14,1.8569527549959062,17.652779188151563,1.3637999883649494,-0.3747336425327393,1.6385174910620863,15.031706044112543,1.8867286723355552,6.873456725387683,1.9943159266408974,-8.009359704174544,1.9996411428742848,10.406486115511102,-1.044334090045226,-1.8347954339690509,3.1308115160878294,8.999630135247823,0.4776741271849398,13.158035760641082,-2.0962223829690285,-43.139340174780486,-2.2413382747180743,20.51497114353017,7.57557810031352,7.966455433080242,8.657652997902314,-12.393089132211326,6.586428521029015,-1.8761298863875158
TSLRSH-GPU-056,170.78941599591167,0.028216490753759205,14,1.8355649623713008,13.942356697819484,1.3668389039305182,-1.2369326482728535,1.6650742714207662,13.428609903102254,1.9812026061005357,10.609782357249088,2.134716874354229,1.9462431880613085,2.0253582483985357,11.787889276372148,1.0448052458287937,6.912340930600312,2.8271503241981213,6.472110431865222,0.6326381954787991,6.580772402829085,-2.3106056346084847,-60.389259577604676,-2.4729784469175957,43.45344483194954,7.534771126468047,0.5421360633314881,8.849373421804321,-3.4584859836676665,6.765250290785658,-8.631678895396982
TSLRSH-GPU-058,149.2755256561843,0.1090761304255744,14,1.8483521837137458,12.579358620846422,1.374148859350427,0.4429343568696062,1.6605067873892252,13.864881934946746,1.9009312522735624,-11.238872760313068,2.020056425282198,-22.008151182257652,1.9592925129674095,17.05663387680543,1.048394901030012,-0.024248024934924846,2.9929078561289852,8.684881888177333,0.456915456456508,6.199056803572186,-2.236931007297789,-54.233398947003764,-2.3569187116424577,16.559690932979123,7.507851916075128,10.774384804993277,8.834409866265515,-22.544268628045305,6.731138711043804,23.404673128975976
TSLRSH-GPU-059,270.2441266211726,0.08919330320602425,14,1.946014633343335,7.95352122706457,1.373660357483668,-4.890308711087991,1.7524243374003157,-7.795766553613852,1.9903638430550528,20.67522180992926,2.349195302188701,13.09130712574538,1.786982053173933,-38.478801513387694,1.04878772412201,18.461807604221114,1.048483311898155,-87.41566645927126,1.0580485034350335,-75.89158477010378,2.6301641673413423,97.23333006822118,2.768585578556735,-22.120694671388854,5.708073187991252,14.620990380454796,10.024219163553516,-10.76854486362191,7.772885599157231,1.0314167277541157
TSLRSH-GPU-060,228.66176465561995,0.0676583222154612,14,1.9619599379670094,1.8934135883641077,1.367299460238157,-0.6228487962525248,1.6479225062517104,-5.127768770870365,2.3731380306434744,0.22224662234179327,1.9565704160118325,19.665924605540734,1.7920662261228908,-44.46489766859226,-1.0471330353570825,3.026991857059219,1.0477043853707027,-60.96281438111869,1.0824033802901765,-35.670126567748056,2.602094032925685,46.58074759876263,2.6034661559866676,-9.317933221849897,6.355752902749366,9.248324326312838,9.360160325738889,-8.195802154464396,7.135247504878195,3.9021493420617936
