dimension,evidence_hash,molecule_id,calculation_type,protocol_key,acceptance,source_path,source_sha256
"QUANTUM","1b3128a3bd6fb32773747168387231e254f3f41603c6b92e3e1c54916cc121eb","TSL-RSH","CONSTRAINED_SCAN","PBE|3-21G|none|none|false|unknown|unknown","ACCEPTED","execution-unit-05D/full-molecule-dft/TSL_RSH/point-012.xyz","45a31038c11144b3692aae8fd02cbbc08cb06b0227e70890b9d9813fe4615ea8"
"QUANTUM","1d7038cd117b7a4a0de57a2ac703480568af61aeb4bf4e56dec6ac6488ec742d","TSL-RSH","SINGLE_POINT","GFN2-xTB|ALPB(water)|none|none|false|unknown|unknown","EXCLUDED_BY_PROTOCOL","execution-unit-05B/qm/TSL_RSH/xtbopt.xyz","aaf521feae08d5c1e579af84d0a757f9c5a1d590358141dce55c70bd070a10a9"
"QUANTUM","1e8ba0f80629e1a05c16fa7cad214ac9488ab1537e692fecb52777feb0182952","TSL-RSH","OPTIMIZATION","PBE|def2-SVP|D3(BJ)|gas|false|PySCF|2.14.0","ACCEPTED","execution-unit-05O/qm-native-minima/MIN03/result.json","0636fff3809f396bb08851c4dee9791891cc7ab5123e74cc98b59d3055ad722b"
"QUANTUM","21cd9fb89b6f695f0123ae3dfc9e2e3649d4cd22e4cd8aa88afc4925bdf68fe6","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|unknown|unknown","ACCEPTED","execution-unit-05O/vdw-probe-validation-aws/point-19/19_MIN04_SH_DONOR_2.1/geometry.xyz","84018d05eb71e5fc5aaeb23480c9bff03e14374229b335455e000b1f6ef81805"
"QUANTUM","245093211ab5b43645c70fc78923051bbfeae836fca0add2825c61d8b874135e","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|unknown|unknown","EXCLUDED_BY_PROTOCOL","execution-unit-05O/vdw-probe-validation-aws/point-6/06_MIN01_SH_DONOR_2.8/geometry.xyz","4d0ed63118e3e875b3464cd3e5f963a2d1177eab86eb057c774bea54dc57336d"
"QUANTUM","2a75cfc51d0fe155ccfddbeb43c19c26c237ce819f1dc23c4c837a966caa7e9b","TSL-RSH","SINGLE_POINT","PBE|def2-SVP|D3(BJ)|none|false|unknown|unknown","ACCEPTED","execution-unit-05H/points/phi060_psi-060/final.xyz","e1f3e1d2de036c727820d60ffa267252c7f93ed1f998d05c2b3463fb9a0ec6ee"
"QUANTUM","371dc78d7b0112c9a7b807eba4e61b72058c987cf47352feb9b3b73847e3321a","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|unknown|unknown","ACCEPTED","execution-unit-05O/vdw-probe-validation-aws/point-10/10_MIN01_O2_ACCEPTOR_1.7/geometry.xyz","3e4d75b575f037ebfd0e002af9f5219efa3a671b0c6735eca7201ab3c6738acc"
"QUANTUM","3afbafeb9c0a7a9fcf42a6e63dac9645561d7b9cd764c2392d1e8ff3f29a62f6","TSL-RSH","SINGLE_POINT","PBE|def2-SVP|D3(BJ)|none|false|unknown|unknown","ACCEPTED","execution-unit-05L/points/phi060_psi060_B_p10/final.xyz","57097718117ebdaf66a7875dc81f774b9fd2b9a03a39555eccc5aba5d40b65e1"
"QUANTUM","3b5e8858b3d0ff399ea80197010d69c897b42e5680a185b313edf083048d7e68","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|unknown|unknown","ACCEPTED","execution-unit-05O/replacement-sh-donor-qm-local/MIN02_SH_DONOR_1.7A/geometry.xyz","b81f4a01cd6942588819b682f784691a045448267acefd02d976c92dd507300f"
"QUANTUM","3eaf235e8b1912090382b130abfd4c20674c55a24c8d84e3d9228a7c28c5d455","TSL-RSH","SINGLE_POINT","PBE|def2-SVP|D3(BJ)|none|false|unknown|unknown","ACCEPTED","execution-unit-05H/points/phi060_psi+060/final.xyz","2e9c371154fa8e8aac9411044b71e0ab14fc054a7ef9bcdf8c05421e32c38762"
"QUANTUM","40365d5417613906aab7f5d67be9bdecbe0c469ba9cd45c8d25595e999918ad8","TSL-RSH","SINGLE_POINT","PBE|def2-SVP|D3(BJ)|gas|false|PySCF|2.14.0","ACCEPTED","execution-unit-05O/electrostatic-diagnostics/MIN01/result.json","ed5cb6dee0a8022e205e7cce8c19e0f5b55bb69e4938e8495e631990cc4e7c8f"
"QUANTUM","43ab87866d15b0d2adeaef86241785e31c34050350b9d0a8a7bfd380145fe524","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|unknown|unknown","ACCEPTED","execution-unit-05O/vdw-probe-validation-aws/point-9/09_MIN01_O1_ACCEPTOR_2.8/result.json","0e945aa27c590a4ad7bbbe2b1e1feb30a3f9243cdfc20a961b43729f545162be"
"QUANTUM","4420ddb8ba0dc5a575702498b888736f89a5ec83ecf2c4b476527987db36fdea","TSL-RSH","SINGLE_POINT","PBE|def2-SVP|D3(BJ)|none|false|unknown|unknown","ACCEPTED","execution-unit-05L/points/phi300_psi060_B_p10/final.xyz","6c8493352d6c333d6197533e0f4e09f924c89d212bbd4002a9f21dbec8f43380"
"QUANTUM","4602c4f8500d24d587aadb189233de720bd0eddae0f8b8efac049fe38ccef04a","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|unknown|unknown","GEOMETRY_INVALID","execution-unit-05O/vdw-probe-validation-aws/point-5/05_MIN01_SH_DONOR_2.1/result.json","0fc62e28e5deff3cbc4d2f4cfd812918cfa982e4f1bf0ffa948297e7b64fa809"
"QUANTUM","47b3bd31e207aa37c67490dc58f98c441b134edd7f9a9482936a78fa32235733","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|unknown|unknown","ACCEPTED","execution-unit-05O/vdw-probe-validation-aws/point-18/18_MIN04_S_ACCEPTOR_2.8/result.json","43c4615c81e9f28a714ee1d102ec9287abb4701c03c431984e60177364164252"
"QUANTUM","4b1552ec12e207e596175b1a804087cc554b21c4dfcc77f2e7115505a207f748","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|unknown|unknown","GEOMETRY_INVALID","execution-unit-05O/vdw-probe-validation-aws/point-6/06_MIN01_SH_DONOR_2.8/result.json","6068308b5b2a23c022ee6c883ec5ca9323bbb8e3add960eeaae3e11674922643"
"QUANTUM","4b9fc80d43465b468fa057a84b9197300b3b020f0e3262e92ab141784040153b","TSL-RSH","SINGLE_POINT","PBE|def2-SVP|D3(BJ)|none|false|unknown|unknown","ACCEPTED","execution-unit-05M/points/M-D02/final.xyz","00870d79d992eaccf2745f82c68fd21249b0c07d94abb191615a7d2a8c08fa35"
"QUANTUM","4c84ee2402a3d849faf1da5294a18718e00aa35e0ed482a960b9c784bee5d8e8","TSL-RSH","HESSIAN","PBE|def2-SVP|D3(BJ)|gas|false|PySCF|2.14.0","ACCEPTED","execution-unit-05O/hessians/MIN04/result.json","b881219d77ffb471673c94d5b32ebdd13ec4fd194e7d06a34b33c0b26fed1c78"
"QUANTUM","4e24875bfce6309754d14ea57ab1ff1513cde180c093a71f16db8e7ae8f0c2dd","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|unknown|unknown","GEOMETRY_INVALID","execution-unit-05O/vdw-probe-validation-aws/point-15/15_MIN01_O3_ACCEPTOR_2.8/result.json","abe2759a6e4f0787e91b7bd7ec459db80f537d3b4e11d4036c5ca0745594f413"
"QUANTUM","4e53de2e039541e075443c8f6b02d1ed386972a2f8fa3d7525e1cfae7ebf4ed7","TSL-RSH","SINGLE_POINT","GFN2-xTB|ALPB(water)|none|none|false|unknown|unknown","EXCLUDED_BY_PROTOCOL","execution-unit-05B/qm/TSL_RSH/optimized.xyz","27fab449cb9415769b4596e76da29034d2919daedbde2bb49900fa981440c1b5"
"QUANTUM","5092fce6b796d8c2f9f88ac4acf4e9ddde076da5179e1a59cfd534e614270038","TSL-RSH","SINGLE_POINT","PBE|def2-SVP|D3(BJ)|none|false|unknown|unknown","ACCEPTED","execution-unit-05F/dft-2d/phi180_psi-060.xyz","e401dbcdc6f36183f99689c835df03cfdbaec5af0a8091ba8401a1f926b3eac8"
"QUANTUM","59c4ab5b3fec1ff62f9dcec0518293a5e587882469425e9af680ddbb1975e7be","TSL-RSH","SINGLE_POINT","unknown|none|none|none|false|unknown|unknown","EXCLUDED_BY_PROTOCOL","execution-unit-05B/qm/TSL_RSH/state.xyz","35691d292fcbff13a10b7cae0a414abe4262de9a0f30a7c75e14f7bbb1276118"
"QUANTUM","5e3cf244ecc6fd1a111586bccbb089e4a468e92a68742e8fd39eaf2bd900c03b","TSL-RSH","CONSTRAINED_SCAN","PBE|3-21G|none|none|false|unknown|unknown","ACCEPTED","execution-unit-05D/full-molecule-dft/TSL_RSH/point-000.xyz","db810234cfe572c68795bb6b5bb9f82aaf23660eae39a94ab47de138e7a1a2c7"
"QUANTUM","5ed6dc47002df60a8fa9c3e98e419006ef67ddfca0bcf46151114673372ce202","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|unknown|unknown","EXCLUDED_BY_PROTOCOL","execution-unit-05O/vdw-probe-validation-aws/point-5/05_MIN01_SH_DONOR_2.1/geometry.xyz","c6d5015b9d58f377c27e3f2842fcf7806e90a07f4bdf180aafc7a3e0c61af1bd"
"QUANTUM","63d392528b257af34207f4aed6838535daafe5d72436e76074cb2103efda1a38","TSL-RSH","SINGLE_POINT","PBE|def2-SVP|D3(BJ)|none|false|unknown|unknown","ACCEPTED","execution-unit-05F/dft-2d/phi060_psi-060.xyz","ae9b4b8a92d591c00f6e80226c717d7f6d4bf906083ed4ba4a6b5e016702b735"
"QUANTUM","65dc6d6bffb22b9b3197bcce20288416e7a504968138238f856b3f728246d4b5","TSL-RSH","SINGLE_POINT","PBE|def2-SVP|D3(BJ)|none|false|unknown|unknown","ACCEPTED","execution-unit-05G/attempts/phi180_psi180_direct_restart/final.xyz","30c5c67ad82cc0435687b0a93542201322a9af161659cc32b2e4eb2cbbe01547"
"QUANTUM","685f77c4065ec91f2e4a7439014556bfbbaadbb0a4d2db102f35fb5858de9a19","TSL-RSH","SINGLE_POINT","unknown|none|none|none|false|unknown|unknown","EXCLUDED_BY_PROTOCOL","execution-unit-05C/qm/local_fragments/TSL_RSH_LOCAL/fragment.xyz","42b64f89c371d928812a64b0fe876271fdf2fc747712f1e164dcb3bede80a49c"
"QUANTUM","698d0e86456c790be83d4675aec83f3dd0575d039bd049067e56299b8be92946","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|unknown|unknown","ACCEPTED","execution-unit-05O/vdw-probe-validation-aws/point-2/02_MIN01_S_ACCEPTOR_2.8/geometry.xyz","ba8d0fffcb229170351bae2f8d89e79e4a25d4beb98aa499068d30f9539a36ea"
"QUANTUM","6a8eb1fead1c9a5f05b39781d51c850d48b2042efbea4a06cc535a3345382c30","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|unknown|unknown","ACCEPTED","execution-unit-05O/vdw-probe-validation-aws/point-3/03_MIN01_S_ACCEPTOR_3.5/result.json","33991572913a6fa03100eff18977b13b85c89c497ebfa7fc2a6fe0ba99455103"
"QUANTUM","6b8e14f3bc2ccc8fd4c0a2da2d5693c3c463b561c49e2f454dd3859dc76e395a","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|unknown|unknown","EXCLUDED_BY_PROTOCOL","execution-unit-05O/vdw-probe-validation-aws/point-15/15_MIN01_O3_ACCEPTOR_2.8/geometry.xyz","b754a0b9b567c17f5a8a8428b9f002b7ec89ad87024d0f819fa3fe8b726b2221"
"QUANTUM","73c9fd344043850bc6be2616e76bff9f35f1fcadec8b95302e0d58c316302329","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|unknown|unknown","ACCEPTED","execution-unit-05O/vdw-probe-validation-aws/point-7/07_MIN01_O1_ACCEPTOR_1.7/geometry.xyz","e22ff5780566081b29663a689916df6127252e42ceef169ee8344132af413df4"
"QUANTUM","751edbf081eb74461e05faba375b7ea1c9404c01037c7364a90b1898f9ff26ed","TSL-RSH","SINGLE_POINT","PBE|def2-SVP|D3(BJ)|none|false|unknown|unknown","ACCEPTED","execution-unit-05O/qm-native-minima/MIN04/final.xyz","b54a3b68c7508151b8ba17b568d50d201a542e3291dccd57e35a9888470aaf27"
"QUANTUM","76fa4c695f13b39baf74c795320b8fb1762a2350ec9febc4d1906fdef71f637f","TSL-RSH","SINGLE_POINT","unknown|none|none|none|false|unknown|unknown","EXCLUDED_BY_PROTOCOL","execution-unit-05C/qm/local_fragments/TSL_RSH_LOCAL/xtbopt.xyz","f808021b16f2b0281f09acda9bef58c187cfeecff66af2cd41ae30102dade693"
"QUANTUM","7723b7a0d9fcab73b25ffe9f9587ada58b7573a4b443091b585c751edded8e62","TSL-RSH","SINGLE_POINT","PBE|def2-SVP|D3(BJ)|none|false|unknown|unknown","ACCEPTED","execution-unit-05G/attempts/phi180_psi060_neighbor_seed/final.xyz","d99b3c02fef39f0ebe73c8c0b3675be78b0a9de2846cefefde65868e7f5b2084"
"QUANTUM","7ab17db73ba354ec0e7239032fe309112eb441e3f8aecb4468c92dda6f27be81","TSL-RSH","SINGLE_POINT","PBE|def2-SVP|D3(BJ)|none|false|unknown|unknown","ACCEPTED","execution-unit-05F/dft-2d/phi060_psi+060.xyz","217b89058443e983e78a4d79261da34ca65aeef28f306c2210821f643f35786c"
"QUANTUM","7cf4f3b1d1686edd4cdf8217152ffb2f9b800afbe2d202fa94073b6c7bc9970c","TSL-RSH","SINGLE_POINT","PBE|def2-SVP|D3(BJ)|none|false|unknown|unknown","ACCEPTED","execution-unit-05O/qm-native-minima/MIN01/final.xyz","36331712f69fa6a0f1ded7eb5df44f7dae7bdd0927507dd21eb7218be2320bdd"
"QUANTUM","7d3aa650d803ce31933a8a6fc932cb1d2e751a5ebd3ceaa8af50273807aef757","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|unknown|unknown","GEOMETRY_INVALID","execution-unit-05O/vdw-probe-validation-aws/point-4/04_MIN01_SH_DONOR_1.7/result.json","fc977dbdd44f85adc7f81a3ba5bb5d5c374ec1a73e567beaccdc54acee5878a1"
"QUANTUM","7da5b97ed16671e025fbe869a8a61b618473690103efebef22917a0686e2650d","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|PySCF|unknown","ACCEPTED","execution-unit-05O/replacement-sh-donor-qm-local/MIN04_SH_DONOR_1.7A/result.json","744d1bceb406a5f182dae28be95e408fb83b9a099d922e973218e58fb4fd229f"
"QUANTUM","817820f1a1a139308246e03e22ae295335983194e7416e6c48929d09f81d4f9d","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|unknown|unknown","ACCEPTED","execution-unit-05O/replacement-sh-donor-qm-local/MIN04_SH_DONOR_2.8A/geometry.xyz","099e3f591634a078c8fcb8742e7b303859d6b28e1f9a0b38b00d0fc47ef85bf1"
"QUANTUM","81b9778ce914a1aa0d9c4f949c173c42e219bb0b056766ae822681ba61166a38","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|unknown|unknown","ACCEPTED","execution-unit-05O/vdw-probe-validation-aws/point-8/08_MIN01_O1_ACCEPTOR_2.1/result.json","91f55738a463db9de345ad07d1dae844066198b0b0de66a3ea227818caed0041"
"QUANTUM","83661bfae5c6b1180437ff9fec83537e1b42fcaa301ab7d45aca10763c2dfb09","TSL-RSH","SINGLE_POINT","PBE|def2-SVP|D3(BJ)|none|false|unknown|unknown","ACCEPTED","execution-unit-05M/points/M-D04/final.xyz","3e0d8744ce4ee0809f5a3e330a935a5e10385093a5f197c32a80b97ff0378980"
"QUANTUM","887bc2141b0f0a3d5a48b84b457b75efaee32b5c063e1e7467e3f8527bb5669c","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|unknown|unknown","ACCEPTED","execution-unit-05O/vdw-probe-validation-aws/point-2/02_MIN01_S_ACCEPTOR_2.8/result.json","82130719befb723e91692cc082e9dbdb2aa965d081badad14ebd95737b19bd7d"
"QUANTUM","8ae30445beef4feca25ea1af4196281e393e414dd68b02e94b183fb720138842","TSL-RSH","SINGLE_POINT","PBE|def2-SVP|D3(BJ)|none|false|unknown|unknown","ACCEPTED","execution-unit-05G/attempts/phi300_psi060_neighbor_seed/final.xyz","9bec879217a16f5146c7826d36457d054577e7303e341d347e5c51f3fa430c07"
"QUANTUM","8c36cc1f4669fc5271635fc2c9b98462405ffd0cc7b3caf066675eedeb12c9f4","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|unknown|unknown","ACCEPTED","execution-unit-05O/vdw-probe-validation-aws/point-1/01_MIN01_S_ACCEPTOR_2.2/geometry.xyz","7482b18629b07cfeb827fd8b1e4bad3fe09f070a79e32dbfe8365b07bd540fa6"
"QUANTUM","8d3cfb53db4c3fcb441c7ac0572a6d9d6124cebec8fab7d56071c2cbc0f008aa","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|unknown|unknown","ACCEPTED","execution-unit-05O/vdw-probe-validation-aws/point-11/11_MIN01_O2_ACCEPTOR_2.1/geometry.xyz","ec5613f613d196e4a0e8851bc6c01e623c4e725a9a2752eaa8c768ff294d26e6"
"QUANTUM","90c485f61cb649ac79b3bd5d44f0192c7de9d610f923a2dae1e0789c6e04cdad","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|unknown|unknown","ACCEPTED","execution-unit-05O/vdw-probe-validation-aws/point-9/09_MIN01_O1_ACCEPTOR_2.8/geometry.xyz","93366d6ccec990b2725bf661d72c60c15c649f690baa4db84138a7941cd8d6db"
"QUANTUM","981afa9816c2c557ce94d4e7f67e214c6af0542f03cd153566a2378d56aa684e","TSL-RSH","OPTIMIZATION","PBE|def2-SVP|D3(BJ)|gas|false|PySCF|2.14.0","ACCEPTED","execution-unit-05O/qm-native-minima/MIN04/result.json","68e123edc1b89f173caf2da110047b74c3a95b8b95d6574c292e585738eccc7f"
"QUANTUM","9de69fcc44d58ab5301ba21daa6828f6401551984131f7b2da1ba3661e1b3b60","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|unknown|unknown","ACCEPTED","execution-unit-05O/replacement-sh-donor-qm-local/MIN02_SH_DONOR_2.8A/geometry.xyz","d4555caa21b05841ea253851a2d18e566daef09dc14ca633757d016d9ac688b6"
"QUANTUM","a3313240b3c3f88080546320e640584d19ce6fd92bfb33e366ecb6ab1bfdbeff","TSL-RSH","HESSIAN","PBE|def2-SVP|D3(BJ)|gas|false|PySCF|2.14.0","ACCEPTED","execution-unit-05O/hessians/MIN01/result.json","74dbbdbe5266ff8d484e7897cbc574e2353d44b101ba373b71b76eebd090b5ec"
"QUANTUM","a40b7cf5f166ee60bd4d116b9efeebad7bab156ce740e133639e56126ef895f0","TSL-RSH","SINGLE_POINT","PBE|def2-SVP|D3(BJ)|none|false|unknown|unknown","EXCLUDED_BY_PROTOCOL","execution-unit-05O/qm-native-minima/MIN03/final.xyz","cb624b16c02b6be8459625f8e055436cc1b62f9ed0dd9f88c3a35f20d58858ae"
"QUANTUM","a4cf52cb118c314bfdb1135a890bbe1a1a8645ca6d59aee94d395a78b06add98","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|unknown|unknown","ACCEPTED","execution-unit-05O/vdw-probe-validation-aws/point-19/19_MIN04_SH_DONOR_2.1/result.json","9dee34ccc5480dee91da10a09c9b65b84a66a0d0d5774015f87303017a24eecc"
"QUANTUM","a99bc5636a9da21eab5e998e012900e9fc5c840e4282eccd1929f2636c8f77ea","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|unknown|unknown","ACCEPTED","execution-unit-05O/vdw-probe-validation-aws/point-1/01_MIN01_S_ACCEPTOR_2.2/result.json","fc455f91c9328a9a15222d0a286c5886d358a069552b8144d55ff28e19797e79"
"QUANTUM","afad9b710ff99f3cedefceb736c6e2383c7e1dc2049f6494a2b83a01adcce481","TSL-RSH","SINGLE_POINT","PBE|def2-SVP|D3(BJ)|none|false|unknown|unknown","ACCEPTED","execution-unit-05F/dft-2d/phi060_psi+180.xyz","b89953272c173c699c41fb27e2d41b7231060a055992df4a9685019413f651a6"
"QUANTUM","b8b834ecebf2e74f2c085371259e01aec818874c41aeaddaf4f8d4160aceff28","TSL-RSH","SINGLE_POINT","PBE|def2-SVP|D3(BJ)|none|false|unknown|unknown","ACCEPTED","execution-unit-05F/dft-2d/phi300_psi-060.xyz","7b6e5e1c82ebe92523d563b4969c548108930c89d7d2bb76115c7e19dd85daca"
"QUANTUM","b9cde28e2740eea2b41216f7a1a3edeb776bb2b4bee120f4a41ada93f219ddf3","TSL-RSH","SINGLE_POINT","PBE|def2-SVP|D3(BJ)|none|false|unknown|unknown","ACCEPTED","execution-unit-05H/points/phi060_psi+180/final.xyz","20fe390b2905139f25cbd2666431a0e8e8c326911dbcacb6d718101b86f7a946"
"QUANTUM","ba8093740400ff2b673408cc9a649a7dead7af3bd30744f0298dec28c24f45b6","TSL-RSH","SINGLE_POINT","PBE|def2-SVP|D3(BJ)|gas|false|PySCF|2.14.0","ACCEPTED","execution-unit-05O/electrostatic-diagnostics/MIN02/result.json","1c9ca455dbc2bb15f012a592d55ce4ae2f69fed556c1864616b1a4a59bb739bd"
"QUANTUM","baa37d55813e6d264664102e5727b596471b1c6b6a5751dd758d23eabddf5b99","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|unknown|unknown","ACCEPTED","execution-unit-05O/vdw-probe-validation-aws/point-12/12_MIN01_O2_ACCEPTOR_2.8/geometry.xyz","913b59b3e133bef5b7e77bece30ff3405e7fa035a5ba47de40a5aaea84a0c98a"
"QUANTUM","bc6592fa7d67889e3e0b34fe88209afd7079818097cdbc8ea1504f5587923a1f","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|unknown|unknown","GEOMETRY_INVALID","execution-unit-05O/vdw-probe-validation-aws/point-14/14_MIN01_O3_ACCEPTOR_2.1/result.json","e98e3e49cbe871ebcede28ecb1cd0425979ab39cc508ce007e2a12bd3d6e8080"
"QUANTUM","bc970c7e8f2add42d543921ddada53c4fa31e26a2abdbabe2b194c09ee53b21f","TSL-RSH","RESP","HF|6-31G(d)|none|gas|false|AmberTools|26.0","PROTOCOL_INCOMPLETE","execution-unit-05O/native-amber-resp3min-hf631gd-format-rejected/result.json","b7934c65bbc3de4e653f8f6b370da61931ae219649be6aef351ffa668be5a884"
"QUANTUM","bed5b3743a2e9ed5492afa22370f9f99c252f3323c2b6eb1ac19bee620d125e6","TSL-RSH","SINGLE_POINT","PBE|def2-SVP|D3(BJ)|none|false|unknown|unknown","ACCEPTED","execution-unit-05L/points/phi300_psi060_B_m10/final.xyz","7363908743bb53d48bd86111d7ac5fe2270148ba530619321f6342704bdbc2e3"
