ARTIFACT_ID,MOLECULE_STATE,GEOMETRY_ID,GEOMETRY_SHA256,ATOM_COUNT,ATOM_ORDER_ID,FORMAL_CHARGE,MULTIPLICITY,QM_METHOD,BASIS,DISPERSION,ENERGY_PRESENT,ELECTRONIC_GRADIENT_PRESENT,D3_GRADIENT_PRESENT,TOTAL_GRADIENT_PRESENT,FORCE_PRESENT,SOURCE_PATH,SOURCE_COMMIT,SOURCE_CHECKSUM,SOFTWARE_PROVENANCE,HARDWARE_PROVENANCE,AUDIT_DEPENDENCIES,COMPLETENESS_CLASS,TRUST_CLASS,REASON,PHYSICAL_ROLE,DOMAIN_CLASS,RELATIVE_ENERGY_KCAL_MOL,REFERENCE_PARTITION
TSLRSH-GPU-011,TSL_RSH_NEUTRAL_SINGLET,TSLRSH-GPU-011,673742209761c952e977a3330ec28485beff068734ac5d8f264edef2fae0937a,56,TSL_RSH_56_V1:db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,PBE,def2-SVP;AUX=def2-SVP-JKFIT,D3(BJ);s6=1.0;s8=0.7875;a1=0.4289;a2=4.4407;alp=14;s9=0,True,True,True,True,True,analysis/mettl7-phase2/execution-unit-05O/gpu-qm-campaign/completed-batch-60/gpu_qm_results/TSLRSH-GPU-011,e4679165ac6b9f077548c0d4ae0860ded4c7c726,28083ee02bb8a721a3a34ca22e6f5e289cc16db953e7e7e5117a33e59d510473,PySCF 2.14.0; GPU4PySCF 1.8.0; simple-dftd3 1.5.0; Python 3.13.15; CuPy 13.4.1,b'NVIDIA A100-SXM4-80GB',checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,REPRODUCIBLE_COMPLETE,TRUSTED,"All nested checksums, geometry/order, component decomposition, exact force=-gradient identity, SCF convergence, and frozen software/GPU protocol reverified without QM recomputation.",HIGH_STRAIN_STRESS_TEST,STRESS_TEST_ONLY,86.562857171679,within-MIN01; zero=MIN01 lowest verified GPU60 total energy -1477.9418040284438121 Ha
TSLRSH-GPU-012,TSL_RSH_NEUTRAL_SINGLET,TSLRSH-GPU-012,af902dc5c296178e22f56d8a423b587b5a7fa5fa013874cef457395520f30b0d,56,TSL_RSH_56_V1:db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,PBE,def2-SVP;AUX=def2-SVP-JKFIT,D3(BJ);s6=1.0;s8=0.7875;a1=0.4289;a2=4.4407;alp=14;s9=0,True,True,True,True,True,analysis/mettl7-phase2/execution-unit-05O/gpu-qm-campaign/completed-batch-60/gpu_qm_results/TSLRSH-GPU-012,e4679165ac6b9f077548c0d4ae0860ded4c7c726,c10fdc555f8a1cea441f618e56c1ffcb4c11fb9805a4f78d86859b8a9431ca84,PySCF 2.14.0; GPU4PySCF 1.8.0; simple-dftd3 1.5.0; Python 3.13.15; CuPy 13.4.1,b'NVIDIA A100-SXM4-80GB',checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,REPRODUCIBLE_COMPLETE,TRUSTED,"All nested checksums, geometry/order, component decomposition, exact force=-gradient identity, SCF convergence, and frozen software/GPU protocol reverified without QM recomputation.",SULFUR_ORIENTATION,EXTENDED_BOUND_DOMAIN,19.788767224006,within-MIN01; zero=MIN01 lowest verified GPU60 total energy -1477.9418040284438121 Ha
TSLRSH-GPU-013,TSL_RSH_NEUTRAL_SINGLET,TSLRSH-GPU-013,ac9039f9aa88fd879e51d007bcdb4133d49abef114c9f025f37bac78e3c88ef3,56,TSL_RSH_56_V1:db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,PBE,def2-SVP;AUX=def2-SVP-JKFIT,D3(BJ);s6=1.0;s8=0.7875;a1=0.4289;a2=4.4407;alp=14;s9=0,True,True,True,True,True,analysis/mettl7-phase2/execution-unit-05O/gpu-qm-campaign/completed-batch-60/gpu_qm_results/TSLRSH-GPU-013,e4679165ac6b9f077548c0d4ae0860ded4c7c726,0b64a1bf32e1d7c67f1097ac3e4ce6c4463bb0232d6b6d58ba6e886b66a6a186,PySCF 2.14.0; GPU4PySCF 1.8.0; simple-dftd3 1.5.0; Python 3.13.15; CuPy 13.4.1,b'NVIDIA A100-SXM4-80GB',checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,REPRODUCIBLE_COMPLETE,TRUSTED,"All nested checksums, geometry/order, component decomposition, exact force=-gradient identity, SCF convergence, and frozen software/GPU protocol reverified without QM recomputation.",TORSIONAL_TRANSITION,EXTENDED_BOUND_DOMAIN,21.887549738077,within-MIN01; zero=MIN01 lowest verified GPU60 total energy -1477.9418040284438121 Ha
TSLRSH-GPU-014,TSL_RSH_NEUTRAL_SINGLET,TSLRSH-GPU-014,da9619f1b40d25d6ca8f5d23e29fab6021993965bb5a8a3bcf2576680da1290b,56,TSL_RSH_56_V1:db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,PBE,def2-SVP;AUX=def2-SVP-JKFIT,D3(BJ);s6=1.0;s8=0.7875;a1=0.4289;a2=4.4407;alp=14;s9=0,True,True,True,True,True,analysis/mettl7-phase2/execution-unit-05O/gpu-qm-campaign/completed-batch-60/gpu_qm_results/TSLRSH-GPU-014,e4679165ac6b9f077548c0d4ae0860ded4c7c726,7ad5dd74f87906a9e37481491ba35883c3245163783919799139f85b6a0f8039,PySCF 2.14.0; GPU4PySCF 1.8.0; simple-dftd3 1.5.0; Python 3.13.15; CuPy 13.4.1,b'NVIDIA A100-SXM4-80GB',checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,REPRODUCIBLE_COMPLETE,TRUSTED,"All nested checksums, geometry/order, component decomposition, exact force=-gradient identity, SCF convergence, and frozen software/GPU protocol reverified without QM recomputation.",TORSIONAL_TRANSITION,EXTENDED_BOUND_DOMAIN,2.779020543223,within-MIN01; zero=MIN01 lowest verified GPU60 total energy -1477.9418040284438121 Ha
TSLRSH-GPU-015,TSL_RSH_NEUTRAL_SINGLET,TSLRSH-GPU-015,0cdbbb83fc06366a1d50ddf5fd252a4c1fd78dc2fe273632922ad97aaafdbf6c,56,TSL_RSH_56_V1:db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,PBE,def2-SVP;AUX=def2-SVP-JKFIT,D3(BJ);s6=1.0;s8=0.7875;a1=0.4289;a2=4.4407;alp=14;s9=0,True,True,True,True,True,analysis/mettl7-phase2/execution-unit-05O/gpu-qm-campaign/completed-batch-60/gpu_qm_results/TSLRSH-GPU-015,e4679165ac6b9f077548c0d4ae0860ded4c7c726,dfb25da5d41b59b52cfc88d1be962903afdfb6ac5d69e4d8a04ecbecb4599f5b,PySCF 2.14.0; GPU4PySCF 1.8.0; simple-dftd3 1.5.0; Python 3.13.15; CuPy 13.4.1,b'NVIDIA A100-SXM4-80GB',checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,REPRODUCIBLE_COMPLETE,TRUSTED,"All nested checksums, geometry/order, component decomposition, exact force=-gradient identity, SCF convergence, and frozen software/GPU protocol reverified without QM recomputation.",S_H_LOCAL_DISTORTION,EXTENDED_BOUND_DOMAIN,0.946544640819,within-MIN01; zero=MIN01 lowest verified GPU60 total energy -1477.9418040284438121 Ha
TSLRSH-GPU-016,TSL_RSH_NEUTRAL_SINGLET,TSLRSH-GPU-016,ac26071d14dca9cc78446febfd0a0824b4b7ca9e505d8d9779ddadb78cbbf570,56,TSL_RSH_56_V1:db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,PBE,def2-SVP;AUX=def2-SVP-JKFIT,D3(BJ);s6=1.0;s8=0.7875;a1=0.4289;a2=4.4407;alp=14;s9=0,True,True,True,True,True,analysis/mettl7-phase2/execution-unit-05O/gpu-qm-campaign/completed-batch-60/gpu_qm_results/TSLRSH-GPU-016,e4679165ac6b9f077548c0d4ae0860ded4c7c726,01786c2f76f0cce1eb2ec5ea9458873d5ab568c42052f30262a32637e6b80feb,PySCF 2.14.0; GPU4PySCF 1.8.0; simple-dftd3 1.5.0; Python 3.13.15; CuPy 13.4.1,b'NVIDIA A100-SXM4-80GB',checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,REPRODUCIBLE_COMPLETE,TRUSTED,"All nested checksums, geometry/order, component decomposition, exact force=-gradient identity, SCF convergence, and frozen software/GPU protocol reverified without QM recomputation.",S_H_LOCAL_DISTORTION,EXTENDED_BOUND_DOMAIN,0.000000000000,within-MIN01; zero=MIN01 lowest verified GPU60 total energy -1477.9418040284438121 Ha
TSLRSH-GPU-017,TSL_RSH_NEUTRAL_SINGLET,TSLRSH-GPU-017,67e0dd67e6e78d7e872ac75578bdc85d62ad5eb3af74497f61a4e341991e33ab,56,TSL_RSH_56_V1:db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,PBE,def2-SVP;AUX=def2-SVP-JKFIT,D3(BJ);s6=1.0;s8=0.7875;a1=0.4289;a2=4.4407;alp=14;s9=0,True,True,True,True,True,analysis/mettl7-phase2/execution-unit-05O/gpu-qm-campaign/completed-batch-60/gpu_qm_results/TSLRSH-GPU-017,e4679165ac6b9f077548c0d4ae0860ded4c7c726,5240be29e93f608545578e91fc7e4e193f4eb0aa7b63a284f47741fec456f496,PySCF 2.14.0; GPU4PySCF 1.8.0; simple-dftd3 1.5.0; Python 3.13.15; CuPy 13.4.1,b'NVIDIA A100-SXM4-80GB',checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,REPRODUCIBLE_COMPLETE,TRUSTED,"All nested checksums, geometry/order, component decomposition, exact force=-gradient identity, SCF convergence, and frozen software/GPU protocol reverified without QM recomputation.",REPULSIVE_STABILITY,STABILITY_GUARD,11.782025198718,within-MIN01; zero=MIN01 lowest verified GPU60 total energy -1477.9418040284438121 Ha
TSLRSH-GPU-018,TSL_RSH_NEUTRAL_SINGLET,TSLRSH-GPU-018,d5b07126c35e75da9d7968c55cedf146bce7622cafbef3373757114637770708,56,TSL_RSH_56_V1:db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,PBE,def2-SVP;AUX=def2-SVP-JKFIT,D3(BJ);s6=1.0;s8=0.7875;a1=0.4289;a2=4.4407;alp=14;s9=0,True,True,True,True,True,analysis/mettl7-phase2/execution-unit-05O/gpu-qm-campaign/completed-batch-60/gpu_qm_results/TSLRSH-GPU-018,e4679165ac6b9f077548c0d4ae0860ded4c7c726,e70af1b78dd0b4f37788e0c01ffe7b3640998665e79f76e5cf9e573696359ede,PySCF 2.14.0; GPU4PySCF 1.8.0; simple-dftd3 1.5.0; Python 3.13.15; CuPy 13.4.1,b'NVIDIA A100-SXM4-80GB',checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,REPRODUCIBLE_COMPLETE,TRUSTED,"All nested checksums, geometry/order, component decomposition, exact force=-gradient identity, SCF convergence, and frozen software/GPU protocol reverified without QM recomputation.",TORSIONAL_TRANSITION,EXTENDED_BOUND_DOMAIN,11.734886125143,within-MIN01; zero=MIN01 lowest verified GPU60 total energy -1477.9418040284438121 Ha
TSLRSH-GPU-019,TSL_RSH_NEUTRAL_SINGLET,TSLRSH-GPU-019,8b929560cb0ddca33d5b0fc9f36b0da93c7e3178b19c0a43df5a48dbf4d0c6a5,56,TSL_RSH_56_V1:db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,PBE,def2-SVP;AUX=def2-SVP-JKFIT,D3(BJ);s6=1.0;s8=0.7875;a1=0.4289;a2=4.4407;alp=14;s9=0,True,True,True,True,True,analysis/mettl7-phase2/execution-unit-05O/gpu-qm-campaign/completed-batch-60/gpu_qm_results/TSLRSH-GPU-019,e4679165ac6b9f077548c0d4ae0860ded4c7c726,5c8ed6de551af88ec5d40bd04616eabe8c86db927eda58c42caa75809816a869,PySCF 2.14.0; GPU4PySCF 1.8.0; simple-dftd3 1.5.0; Python 3.13.15; CuPy 13.4.1,b'NVIDIA A100-SXM4-80GB',checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,REPRODUCIBLE_COMPLETE,TRUSTED,"All nested checksums, geometry/order, component decomposition, exact force=-gradient identity, SCF convergence, and frozen software/GPU protocol reverified without QM recomputation.",TORSIONAL_TRANSITION,EXTENDED_BOUND_DOMAIN,39.418626541347,within-MIN01; zero=MIN01 lowest verified GPU60 total energy -1477.9418040284438121 Ha
TSLRSH-GPU-020,TSL_RSH_NEUTRAL_SINGLET,TSLRSH-GPU-020,b7d1c78f1736ef11f637a0efc42fbedf1f260ce0307a96ff7d5ee3474bf6fc8c,56,TSL_RSH_56_V1:db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,PBE,def2-SVP;AUX=def2-SVP-JKFIT,D3(BJ);s6=1.0;s8=0.7875;a1=0.4289;a2=4.4407;alp=14;s9=0,True,True,True,True,True,analysis/mettl7-phase2/execution-unit-05O/gpu-qm-campaign/completed-batch-60/gpu_qm_results/TSLRSH-GPU-020,e4679165ac6b9f077548c0d4ae0860ded4c7c726,5afaf777f71168d546d02fadf90ced71b6fa70724275df97d0e765f7fec4a615,PySCF 2.14.0; GPU4PySCF 1.8.0; simple-dftd3 1.5.0; Python 3.13.15; CuPy 13.4.1,b'NVIDIA A100-SXM4-80GB',checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,REPRODUCIBLE_COMPLETE,TRUSTED,"All nested checksums, geometry/order, component decomposition, exact force=-gradient identity, SCF convergence, and frozen software/GPU protocol reverified without QM recomputation.",TORSIONAL_TRANSITION,EXTENDED_BOUND_DOMAIN,0.990156174659,within-MIN01; zero=MIN01 lowest verified GPU60 total energy -1477.9418040284438121 Ha
TSLRSH-GPU-021,TSL_RSH_NEUTRAL_SINGLET,TSLRSH-GPU-021,196c5a55e01826bfcfbbfc538770e5d20cd8339fad171a9cb7f10d64bd90a90b,56,TSL_RSH_56_V1:db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,PBE,def2-SVP;AUX=def2-SVP-JKFIT,D3(BJ);s6=1.0;s8=0.7875;a1=0.4289;a2=4.4407;alp=14;s9=0,True,True,True,True,True,analysis/mettl7-phase2/execution-unit-05O/gpu-qm-campaign/completed-batch-60/gpu_qm_results/TSLRSH-GPU-021,e4679165ac6b9f077548c0d4ae0860ded4c7c726,5a81f890cba2d6a9abdcd1398cf7298d62de222d788f8e3afd67a8b5d6c7ee3d,PySCF 2.14.0; GPU4PySCF 1.8.0; simple-dftd3 1.5.0; Python 3.13.15; CuPy 13.4.1,b'NVIDIA A100-SXM4-80GB',checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,REPRODUCIBLE_COMPLETE,TRUSTED,"All nested checksums, geometry/order, component decomposition, exact force=-gradient identity, SCF convergence, and frozen software/GPU protocol reverified without QM recomputation.",TORSIONAL_TRANSITION,EXTENDED_BOUND_DOMAIN,144.796637367288,within-MIN02; zero=MIN02 lowest verified GPU60 total energy -1477.9389228135983103 Ha
TSLRSH-GPU-022,TSL_RSH_NEUTRAL_SINGLET,TSLRSH-GPU-022,e01254cfc024eb4dbf6d3a59a8db63f3cd70f32d73f41e7b483da93a8c5b54f9,56,TSL_RSH_56_V1:db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,PBE,def2-SVP;AUX=def2-SVP-JKFIT,D3(BJ);s6=1.0;s8=0.7875;a1=0.4289;a2=4.4407;alp=14;s9=0,True,True,True,True,True,analysis/mettl7-phase2/execution-unit-05O/gpu-qm-campaign/completed-batch-60/gpu_qm_results/TSLRSH-GPU-022,e4679165ac6b9f077548c0d4ae0860ded4c7c726,69eff168d2f7f34cfcec19d34d3d44b833287422fc6aea4bdd59088066e40b06,PySCF 2.14.0; GPU4PySCF 1.8.0; simple-dftd3 1.5.0; Python 3.13.15; CuPy 13.4.1,b'NVIDIA A100-SXM4-80GB',checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,REPRODUCIBLE_COMPLETE,TRUSTED,"All nested checksums, geometry/order, component decomposition, exact force=-gradient identity, SCF convergence, and frozen software/GPU protocol reverified without QM recomputation.",HIGH_STRAIN_STRESS_TEST,STRESS_TEST_ONLY,165.653078639322,within-MIN02; zero=MIN02 lowest verified GPU60 total energy -1477.9389228135983103 Ha
TSLRSH-GPU-023,TSL_RSH_NEUTRAL_SINGLET,TSLRSH-GPU-023,51a20bf271d9cfb9cd62a7e546adafcfb5d3ecec291103f9bc78ce0a070eb9e4,56,TSL_RSH_56_V1:db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,PBE,def2-SVP;AUX=def2-SVP-JKFIT,D3(BJ);s6=1.0;s8=0.7875;a1=0.4289;a2=4.4407;alp=14;s9=0,True,True,True,True,True,analysis/mettl7-phase2/execution-unit-05O/gpu-qm-campaign/completed-batch-60/gpu_qm_results/TSLRSH-GPU-023,e4679165ac6b9f077548c0d4ae0860ded4c7c726,defca7d19faca85d39a85d67d7d75276b1769d36a0bd015b07ecd591e5e8900a,PySCF 2.14.0; GPU4PySCF 1.8.0; simple-dftd3 1.5.0; Python 3.13.15; CuPy 13.4.1,b'NVIDIA A100-SXM4-80GB',checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,REPRODUCIBLE_COMPLETE,TRUSTED,"All nested checksums, geometry/order, component decomposition, exact force=-gradient identity, SCF convergence, and frozen software/GPU protocol reverified without QM recomputation.",S_H_LOCAL_DISTORTION,EXTENDED_BOUND_DOMAIN,20.285572686465,within-MIN02; zero=MIN02 lowest verified GPU60 total energy -1477.9389228135983103 Ha
TSLRSH-GPU-024,TSL_RSH_NEUTRAL_SINGLET,TSLRSH-GPU-024,a4e51527b487687e267ccc670776d3ba14bb66755306322b16ce9209cefd9678,56,TSL_RSH_56_V1:db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,PBE,def2-SVP;AUX=def2-SVP-JKFIT,D3(BJ);s6=1.0;s8=0.7875;a1=0.4289;a2=4.4407;alp=14;s9=0,True,True,True,True,True,analysis/mettl7-phase2/execution-unit-05O/gpu-qm-campaign/completed-batch-60/gpu_qm_results/TSLRSH-GPU-024,e4679165ac6b9f077548c0d4ae0860ded4c7c726,8e9b5eddf8d0bb5b125fe001dd14d92f25d7d6b5df36162a9f035da663a562da,PySCF 2.14.0; GPU4PySCF 1.8.0; simple-dftd3 1.5.0; Python 3.13.15; CuPy 13.4.1,b'NVIDIA A100-SXM4-80GB',checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,REPRODUCIBLE_COMPLETE,TRUSTED,"All nested checksums, geometry/order, component decomposition, exact force=-gradient identity, SCF convergence, and frozen software/GPU protocol reverified without QM recomputation.",HIGH_STRAIN_STRESS_TEST,STRESS_TEST_ONLY,199.563312073100,within-MIN02; zero=MIN02 lowest verified GPU60 total energy -1477.9389228135983103 Ha
TSLRSH-GPU-025,TSL_RSH_NEUTRAL_SINGLET,TSLRSH-GPU-025,45a31038c11144b3692aae8fd02cbbc08cb06b0227e70890b9d9813fe4615ea8,56,TSL_RSH_56_V1:db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,PBE,def2-SVP;AUX=def2-SVP-JKFIT,D3(BJ);s6=1.0;s8=0.7875;a1=0.4289;a2=4.4407;alp=14;s9=0,True,True,True,True,True,analysis/mettl7-phase2/execution-unit-05O/gpu-qm-campaign/completed-batch-60/gpu_qm_results/TSLRSH-GPU-025,e4679165ac6b9f077548c0d4ae0860ded4c7c726,c74a06def8986e574903ee1745d9520a0ed125f4a1cbac6d477d4fdeda87a2c6,PySCF 2.14.0; GPU4PySCF 1.8.0; simple-dftd3 1.5.0; Python 3.13.15; CuPy 13.4.1,b'NVIDIA A100-SXM4-80GB',checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,REPRODUCIBLE_COMPLETE,TRUSTED,"All nested checksums, geometry/order, component decomposition, exact force=-gradient identity, SCF convergence, and frozen software/GPU protocol reverified without QM recomputation.",LOW_ENERGY_CONFORMER,CORE_EQUILIBRIUM,9.448472790719,within-MIN02; zero=MIN02 lowest verified GPU60 total energy -1477.9389228135983103 Ha
TSLRSH-GPU-026,TSL_RSH_NEUTRAL_SINGLET,TSLRSH-GPU-026,07aecd8219eb9a62c89daf17b69cb1c888d583499dc2720c4c7c206009c3913d,56,TSL_RSH_56_V1:db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,PBE,def2-SVP;AUX=def2-SVP-JKFIT,D3(BJ);s6=1.0;s8=0.7875;a1=0.4289;a2=4.4407;alp=14;s9=0,True,True,True,True,True,analysis/mettl7-phase2/execution-unit-05O/gpu-qm-campaign/completed-batch-60/gpu_qm_results/TSLRSH-GPU-026,e4679165ac6b9f077548c0d4ae0860ded4c7c726,88ed53f15b53991c74bbe5e923e31c07394102d3068434f5af7a4f37fa292c38,PySCF 2.14.0; GPU4PySCF 1.8.0; simple-dftd3 1.5.0; Python 3.13.15; CuPy 13.4.1,b'NVIDIA A100-SXM4-80GB',checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,REPRODUCIBLE_COMPLETE,TRUSTED,"All nested checksums, geometry/order, component decomposition, exact force=-gradient identity, SCF convergence, and frozen software/GPU protocol reverified without QM recomputation.",REPULSIVE_STABILITY,STABILITY_GUARD,108.554854513856,within-MIN02; zero=MIN02 lowest verified GPU60 total energy -1477.9389228135983103 Ha
TSLRSH-GPU-027,TSL_RSH_NEUTRAL_SINGLET,TSLRSH-GPU-027,66b80b07dacfc44d1fcb1f303f20562427529e586df689e7026be144981a2d1a,56,TSL_RSH_56_V1:db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,PBE,def2-SVP;AUX=def2-SVP-JKFIT,D3(BJ);s6=1.0;s8=0.7875;a1=0.4289;a2=4.4407;alp=14;s9=0,True,True,True,True,True,analysis/mettl7-phase2/execution-unit-05O/gpu-qm-campaign/completed-batch-60/gpu_qm_results/TSLRSH-GPU-027,e4679165ac6b9f077548c0d4ae0860ded4c7c726,d2c0e58d76b3125f36ddceedec711a5af36fae1de380ad60d161c9b0717132b9,PySCF 2.14.0; GPU4PySCF 1.8.0; simple-dftd3 1.5.0; Python 3.13.15; CuPy 13.4.1,b'NVIDIA A100-SXM4-80GB',checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,REPRODUCIBLE_COMPLETE,TRUSTED,"All nested checksums, geometry/order, component decomposition, exact force=-gradient identity, SCF convergence, and frozen software/GPU protocol reverified without QM recomputation.",REPULSIVE_STABILITY,STABILITY_GUARD,75.440131124727,within-MIN02; zero=MIN02 lowest verified GPU60 total energy -1477.9389228135983103 Ha
TSLRSH-GPU-028,TSL_RSH_NEUTRAL_SINGLET,TSLRSH-GPU-028,4d6d2620f297636f0b22ef0a3ca7e3a43737adbc03a4b9c9b65ebed8bbd979c8,56,TSL_RSH_56_V1:db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,PBE,def2-SVP;AUX=def2-SVP-JKFIT,D3(BJ);s6=1.0;s8=0.7875;a1=0.4289;a2=4.4407;alp=14;s9=0,True,True,True,True,True,analysis/mettl7-phase2/execution-unit-05O/gpu-qm-campaign/completed-batch-60/gpu_qm_results/TSLRSH-GPU-028,e4679165ac6b9f077548c0d4ae0860ded4c7c726,a598fd2efdc6eaa9b9b76529ac762931c79bcfbe25208adf1c5660f877308b00,PySCF 2.14.0; GPU4PySCF 1.8.0; simple-dftd3 1.5.0; Python 3.13.15; CuPy 13.4.1,b'NVIDIA A100-SXM4-80GB',checksum deletion bypass: reverified present+hash; malformed energy coercion: typed finite JSON checked; noncanonical identity: geometry/result hashes used; atlas leakage: no atlas artifact consumed; Amber/ZVZB/electronic-state/mutable-state defects: no dependency,REPRODUCIBLE_COMPLETE,TRUSTED,"All nested checksums, geometry/order, component decomposition, exact force=-gradient identity, SCF convergence, and frozen software/GPU protocol reverified without QM recomputation.",REPULSIVE_STABILITY,STABILITY_GUARD,49.400818024069,within-MIN02; zero=MIN02 lowest verified GPU60 total energy -1477.9389228135983103 Ha
