compound_id,smiles,status,failure_category,failure_detail,our_heavy,meeko_heavy,matched_heavy,atoms_match,our_total_charge,meeko_total_charge,total_charge_delta,charge_mad,type_agreement,torsdof_ours,torsdof_meeko,torsdof_delta,max_coord_delta
074b76f2-f7df-46be-ad79-e9c8b66187dc,C=CC(=O)NCCCc1ccc([C@H]2[C@H](NC(=O)c3ccc(F)cc3)[C@](C)(O)CCN2S(C)(=O)=O)cc1,OK,,,36,36,36,true,0.0001,0.0020,0.0019,0.0465,0.6667,9,10,1,0.0010
0751285b-a94e-43df-873d-734f7768b3b9,COc1cc2c(NC3CCN(C(C)C)CC3)nc(C3CCCCC3)nc2cc1C#CCN(C)C,OK,,,34,34,34,true,0.0003,0.0020,0.0017,0.0570,0.7353,8,8,0,0.0014
076a0289-5ff8-4f0a-a5ad-e42764600502,CN1C(=O)C(CCO)COC12C=CC(=O)C=C2,OK,,,17,17,17,true,-0.0001,0.0020,0.0021,0.0532,1.0000,2,3,1,0.0010
07b75447-b729-46bc-a6b5-6671e942a6f2,CCOC(c1cc(Cl)c2c(c1Cl)C(=O)N(Cc1c(C)cc(C)[nH]c1=O)CC2)C1CS(=O)(=O)C1,OK,,,33,33,33,true,0.0003,0.0010,0.0007,0.0418,0.6667,6,6,0,0.0010
07d92861-423e-4b9d-a96e-f80f434717d4,Cc1c(N2C(=O)C3C(O)CCN3C2=O)ccc(C#N)c1Cl,OK,,,21,21,21,true,-0.0004,0.0010,0.0014,0.0407,0.7143,2,3,1,0.0010
07d92861-423e-4b9d-a96e-f80f434717d4,Cc1c(N2C(=O)C3C(O)CCN3C2=O)ccc(C#N)c1Cl,OK,,,21,21,21,true,-0.0004,0.0010,0.0014,0.0407,0.7143,2,3,1,0.0010
07d92861-423e-4b9d-a96e-f80f434717d4,Cc1c(N2C(=O)C3C(O)CCN3C2=O)ccc(C#N)c1Cl,OK,,,21,21,21,true,-0.0004,0.0010,0.0014,0.0407,0.7143,2,3,1,0.0010
080cf088-6ab8-4900-ae33-bcfe645ab416,C[C@H](COc1cccc(-n2ccnc2C2CC2)c1)Oc1ccc(C#N)cc1F,OK,,,28,28,28,true,-0.0003,0.0000,0.0003,0.0643,0.4286,8,8,0,0.0010
0817ed38-ab33-4b74-a7c9-c940176f72b0,COc1c(-c2cn(C3CCC(=O)NC3=O)nn2)csc1C(=O)N1CCCC1,OK,,,27,27,27,true,-0.0001,-0.0010,0.0009,0.0635,0.7037,4,4,0,0.0014
0817ed38-ab33-4b74-a7c9-c940176f72b0,COc1c(-c2cn(C3CCC(=O)NC3=O)nn2)csc1C(=O)N1CCCC1,OK,,,27,27,27,true,-0.0001,-0.0010,0.0009,0.0635,0.7037,4,4,0,0.0014
0817ed38-ab33-4b74-a7c9-c940176f72b0,COc1c(-c2cn(C3CCC(=O)NC3=O)nn2)csc1C(=O)N1CCCC1,OK,,,27,27,27,true,-0.0001,-0.0010,0.0009,0.0635,0.7037,4,4,0,0.0014
0832ad67-0857-49f0-8e7d-18f9569982cc,C=C(C#N)C(=O)NCCCc1cnc(N2CCC(N)CC2)n2nc(-c3ccc(F)cc3)c(-c3ccc4c(c3)CC(=O)N4)c12,OK,,,43,43,43,true,0.0010,-0.0010,0.0020,0.0456,0.5349,9,10,1,0.0014
0871d30d-3837-4cfd-9986-567d9b7439a7,O=C(CCl)NCCc1cnc(N2CCOCC2)n2nc(-c3ccc(F)cc3)c(-c3ccc4c(c3)CC(=O)N4)c12,OK,,,39,39,39,true,0.0007,-0.0030,0.0037,0.0506,0.4872,7,7,0,0.0010
0871d30d-3837-4cfd-9986-567d9b7439a7,O=C(CCl)NCCc1cnc(N2CCOCC2)n2nc(-c3ccc(F)cc3)c(-c3ccc4c(c3)CC(=O)N4)c12,OK,,,39,39,39,true,0.0007,-0.0030,0.0037,0.0506,0.4872,7,7,0,0.0010
0871d30d-3837-4cfd-9986-567d9b7439a7,O=C(CCl)NCCc1cnc(N2CCOCC2)n2nc(-c3ccc(F)cc3)c(-c3ccc4c(c3)CC(=O)N4)c12,OK,,,39,39,39,true,0.0007,-0.0030,0.0037,0.0506,0.4872,7,7,0,0.0010
0871d30d-3837-4cfd-9986-567d9b7439a7,O=C(CCl)NCCc1cnc(N2CCOCC2)n2nc(-c3ccc(F)cc3)c(-c3ccc4c(c3)CC(=O)N4)c12,OK,,,39,39,39,true,0.0007,-0.0030,0.0037,0.0506,0.4872,7,7,0,0.0010
0871d30d-3837-4cfd-9986-567d9b7439a7,O=C(CCl)NCCc1cnc(N2CCOCC2)n2nc(-c3ccc(F)cc3)c(-c3ccc4c(c3)CC(=O)N4)c12,OK,,,39,39,39,true,0.0007,-0.0030,0.0037,0.0506,0.4872,7,7,0,0.0010
08758ac6-e401-4f8a-be58-77fe6eb0705d,O=C(CCl)NCCc1cccc2c1C1(SCC(=O)N1c1ccccc1)C(=O)N2,OK,,,28,28,28,true,-0.0001,-0.0030,0.0029,0.0488,0.5714,5,5,0,0.0010
