target_id,parent_minimum,source_kind,geometry_path,geometry_file_sha256,geometry_identity,scientific_identity,specification_checksum,resolution,reuse_source
force-campaign-12,MIN01,BOUNDED_NORMAL_MODE_PERTURBATION,/Users/yazan/totah-lab/analysis/prometheus/force-campaign-36/geometries/MIN01/normal_mode_01.xyz,8fef801e68c7a71221a902630dc73dac5134e1ab08978469c311a6fd683835e1,39e1da48ab12f46b27f13ef2651c105aaf0927dbc8700f138d1143184147824d,828b8e9e32ded0f5c7dec7befdaf571a15b5d68b34d0c56537675d838a595ad9,0a12ec56a0015cc3c42c2e879be853750f4384567bb1a43ac87aa11d7b29c5bf,GENERATE_NEW,
force-campaign-13,MIN01,BOUNDED_NORMAL_MODE_PERTURBATION,/Users/yazan/totah-lab/analysis/prometheus/force-campaign-36/geometries/MIN01/normal_mode_02.xyz,0b7b47074c25c13b888646ad25d107824b53035d87b57f8e98dfa8b27758aef9,d4a16b4cc9e0321ad85c289e39bae961b87048ec22dec5a35decc81c58b04fa5,7255b3b3847951e8411aa8d09ae8c250fe67d386a8b296c62b92a01fd61e8cc1,1138e161eb696b9549cc0ea7b9f050a41c3deb045dd661c2130b0fdfa1fd71e9,GENERATE_NEW,
force-campaign-14,MIN01,BOUNDED_NORMAL_MODE_PERTURBATION,/Users/yazan/totah-lab/analysis/prometheus/force-campaign-36/geometries/MIN01/normal_mode_03.xyz,a66b5286d86cd6c3a4c47c2629b41625355c3d24777151f2436bc9447da13d5b,9dc14ea6e2c6c47fa9bb07ffca132aed57173f8b3d5a8f734e7587ad65efb075,e8726310903b992950e013428f88897d4be2cbc1959066d0ea3ea4f374a07f95,7e1c94bc0f21f614b9df7d22e8a2b0188b05c5997e393abfd757db49499af242,GENERATE_NEW,
force-campaign-15,MIN01,BOUNDED_NORMAL_MODE_PERTURBATION,/Users/yazan/totah-lab/analysis/prometheus/force-campaign-36/geometries/MIN01/normal_mode_04.xyz,b9849dc0c8acca065bc3c3b7ebb4003d7a613a0222a97556caaefa1af1e41ef0,ed0ccf76226243adcded7cac894bd10ad4a0a0aaf1c2715d062abc4ffdf507ea,4919c8d4a871790f9a67dc5794adaf7876b274b37ddb6456d6e6c508ba1e3862,5a82d155798cf7ab718d943e72674a211528a348dc0c7570f2ced3c9168d1a1e,GENERATE_NEW,
force-campaign-16,MIN01,BOUNDED_NORMAL_MODE_PERTURBATION,/Users/yazan/totah-lab/analysis/prometheus/force-campaign-36/geometries/MIN01/normal_mode_05.xyz,64f1bc07847eae25a3bdc128a9ba2bd3e62fc13559ac951e7015ef4c643fb119,501b2df812df888f1339f14aab3bd6c64106c7f8fef395d1d502010fcb083941,273bf9e067666eb00e246bf0adadf4e95f22d6e095fdd65a6ece0f484ed5d9ef,61cf0bcabec78fd8332075c3400f4b984fffca682a5ba5dd8057d9b6f355c490,GENERATE_NEW,
force-campaign-17,MIN01,BOUNDED_NORMAL_MODE_PERTURBATION,/Users/yazan/totah-lab/analysis/prometheus/force-campaign-36/geometries/MIN01/normal_mode_06.xyz,21327991f0abf9321ee1dd2faf28c427a52e674beaac173e8871196ef7b2ed4f,880b308d801e4aff143224dbfe4322ef9965be23624a9979e7e3ea53a07a13cf,cbfb777d144f323a03fd14b0a988ddeb8bd0ad3a470b4ba6445ef05ced305318,fc19bf9bfc919c1d29d5301e3dd1dd761015541aff02422c63612ac4dc53c96b,GENERATE_NEW,
force-campaign-18,MIN01,BOUNDED_NORMAL_MODE_PERTURBATION,/Users/yazan/totah-lab/analysis/prometheus/force-campaign-36/geometries/MIN01/normal_mode_07.xyz,a3e9c80f869e076d35d1b7c1cc44310b3238f9a4d825d98a3cf846f482e069c0,871696c55ed50948d8b1679469fa5169161aa15a0fa689bb4e2f708fabce2e69,f8e1b5cd70d8bc0264781d8457228fc399f13e50b1a723ba6bc97fef60c3a8d5,cd3648e035d71087d31c9a2f5d0577249afb937c536a48e1caa4e93c34c97ce4,GENERATE_NEW,
force-campaign-19,MIN02,VERIFIED_MINIMUM,/Users/yazan/totah-lab/analysis/prometheus/force-campaign-36/geometries/MIN02/qm_native_01.xyz,5509e833697ee5a7ad7d6c0db76a10c6e1e774c1dde0f4808de1fdd4546f1b41,ac8c93efd1488ee82fb0e586f167a65c2ed38633147e46d9b2bb85ca1c7343d0,fada758f4c676ab3812707e1ca2589c25277f871db42ce9913eee9acff643a46,07cf5656e99bc667b2cbcf0b9284f50790c418fac9456a6a74a2193e271336b4,REUSE_EXISTING,/Users/yazan/totah-lab/analysis/mettl7-phase2/execution-unit-05O/qm-native-minima/MIN02/result.json
force-campaign-20,MIN02,QM_OPTIMIZATION_PATH,/Users/yazan/totah-lab/analysis/prometheus/force-campaign-36/geometries/MIN02/qm_native_02.xyz,d94082cf841f8f6dd85e6743ef745a20a259ae0afe2f6d2852d1873186c81b88,24fbe115ad70fc555403254df785aeab63b8ec6a3b31e0a5ba25632f269d0365,9b6fed81958a044c265980c9efa40ede1872a7539094b9a34e472ce710c66572,a807bef9a23962ca181172b77242ac8253d13b26290b4835c8943a58d6162ea5,GENERATE_NEW,
force-campaign-21,MIN02,QM_OPTIMIZATION_PATH,/Users/yazan/totah-lab/analysis/prometheus/force-campaign-36/geometries/MIN02/qm_native_03.xyz,a90dbeeb11fbba02dbe01ef271ac9eab0598db02d5eefc8728ef6c6158c9dbd8,6cf8d7146cd6c51cd8c38ec785b86c765a517d186d21f5c2709bd639360bac22,0ab0b4ac35ca7b0fcbbc387efa9dad6b3d8e47b10e6c2e00759add8fe4eed6a8,9d35354c88bfe911a4b5c6cdb8fbc4d732eb9f61d8ea0a045d10768792ccd387,GENERATE_NEW,
force-campaign-22,MIN02,QM_OPTIMIZATION_PATH,/Users/yazan/totah-lab/analysis/prometheus/force-campaign-36/geometries/MIN02/qm_native_04.xyz,3777334602f79fbb80847205018505538da8187a957bfdbf066a5333a57503b7,3e888df4b32f2d1918df91430fdc7b2182da7defc8fc40c69951ecea1287ed15,0ae02a47bdc67840f2a41b099e4976ed0d52ffff720382552530ade595840cc2,27d1cf13f1690aa2373b8567c9b1bf18f0e597dc785c7fcca0e34b3674d7685b,GENERATE_NEW,
force-campaign-23,MIN02,QM_OPTIMIZATION_PATH,/Users/yazan/totah-lab/analysis/prometheus/force-campaign-36/geometries/MIN02/qm_native_05.xyz,b2b0310a4710d0fa8e5be85e239bf49074c54fd869bd023fa430e5e85b52b180,c873ffcc143f9c41878241286a58976dff0475433339d17d688bd771c562f880,154d271fb775a015b39af5d4c6816ba8f1beb7f631f41b19e857143a22564273,95c0931d4c937d7490a4794df4cbd30b7c473d9e9ba2cda998df5882f80ac0c8,GENERATE_NEW,
force-campaign-24,MIN02,QM_OPTIMIZATION_PATH,/Users/yazan/totah-lab/analysis/prometheus/force-campaign-36/geometries/MIN02/qm_native_06.xyz,7f85f61bd2740774c1c1876196c6114d14178480f28e371d8ca7df8135cef521,c21c937ae5d9549fde073467ae2f609c6fc92f8083b80ef62b6b29ada44217d1,b8eb0285a49ea81f16337569a36d424d91bad613eacb731ea9b724c1549df811,ce36b87fe51110f441b24eefae97090da1f484eda35422189ce4591bd5cfab0b,GENERATE_NEW,
force-campaign-25,MIN02,QM_OPTIMIZATION_PATH,/Users/yazan/totah-lab/analysis/prometheus/force-campaign-36/geometries/MIN02/qm_native_07.xyz,db5b6195da4b965bbec9541561c9beea00f31be538282a5f6f732a78087ad307,4f0b1c59fea07623b154e7695d0073c1ee13f9c467289f0deef148d769dafdbd,6a3885dc42fec4bcae78b2741a114465d1eed9cd8f6ac33361db09563e60d339,c799d0f695c43455b70a964bd7c37457ae44f9e50775d92163dff4fa6d5f27ec,GENERATE_NEW,
force-campaign-26,MIN02,QM_OPTIMIZATION_PATH,/Users/yazan/totah-lab/analysis/prometheus/force-campaign-36/geometries/MIN02/qm_native_08.xyz,a3256a70e7f18bb0c8886e1a9b18fec3234dc00b5bffdb4ac6ad74867605193d,4d31aa852f68c508420ce21a905653948dc87c50772990a09ff922205fbe6782,ec2b36f4c4cb7ae3df9126e4c9612974ad7f1384b02498a86e24c076915343a7,f93b6ca154b6e4203dc85b6705bd5aa817841a0d6458d1fa3991fa67f0490cc2,GENERATE_NEW,
force-campaign-27,MIN02,QM_OPTIMIZATION_PATH,/Users/yazan/totah-lab/analysis/prometheus/force-campaign-36/geometries/MIN02/qm_native_09.xyz,dafdd13716f18e86230ce471c22ab085216a35da5c2cb5d98d0c9e4dd939a7ca,64af86746f49d4541ed08b9c7a62ae83585caf7e35f741f759c5e575e15425bc,546b72b2488d64756c432ddbaa9a131d6884c0b833ca55dfc80a5f2b0642b5dc,d6e756f86d2ed2b4f8edcadea826f960595707224f81b94eb8e5215140743165,GENERATE_NEW,
force-campaign-28,MIN02,QM_OPTIMIZATION_PATH,/Users/yazan/totah-lab/analysis/prometheus/force-campaign-36/geometries/MIN02/qm_native_10.xyz,ca791a327874ed1d329e2ec048c3c4b87d31fc7c364908f3f960fcac30e783a5,bd22e7c4a009018b9288556f6ff480aedccd48e762a66b8d5492f156a8326a2c,127b1e77cbff9c1035815e9a2495a877e9835a731875382b6495f86655c6c86e,d2ae6b12ff91f2526f16100aa2f57caa20f2d464575e86669d44149cb23fdb64,GENERATE_NEW,
force-campaign-29,MIN02,QM_OPTIMIZATION_PATH,/Users/yazan/totah-lab/analysis/prometheus/force-campaign-36/geometries/MIN02/qm_native_11.xyz,bfd7b267a909fbce433b6f83ba1d4426582324e5a5d7745848e14ca5ccf22478,3d6aa074cd6fc3a262412ccec0bafb98c5c79521b5d645615d17ea02cb28906b,1c8b45693ed323a51405999d23ea38b9b3f4508ad35b4544bbabaf12f38b8fa1,2ba034cab507952fb6d514802f3ef315948b438df7d5d3817bb01f7e90b46131,GENERATE_NEW,
force-campaign-30,MIN02,QM_OPTIMIZATION_PATH,/Users/yazan/totah-lab/analysis/prometheus/force-campaign-36/geometries/MIN02/qm_native_12.xyz,0f304caea4d17e6130948b4d1bf888749d4c54cee026cfb5adc2d28abb26da18,0baf95128a91e7d6abb66c947b11135a038f9b1e3b3b6c44a80dcb3b5b841720,cf9518f2fd4c1b618387059982f21bbf8344698f4a88feed151e9da8399c355b,cf29b8aa9d22f0d87afd02fc6728ad4ff7d8839101ceb59876a0c0ab173a53ba,GENERATE_NEW,
force-campaign-31,MIN02,BOUNDED_NORMAL_MODE_PERTURBATION,/Users/yazan/totah-lab/analysis/prometheus/force-campaign-36/geometries/MIN02/normal_mode_01.xyz,a076f5ed9b48e570dc9698b0cd9ff699c5b01664cc505ba67a4cd3204c6d720a,f7dc633ff4af048ead46101f1548765257e2aabf078128530503688a88aba7a5,97a0438e1cfc10444b7c7ef79ac7549e7456e7bfe685a28b769b47e2a34e62d0,c21c830f8bff0ac3f9b80e81047b9b849393adae2563225cc0ade6479b2f2585,GENERATE_NEW,
force-campaign-32,MIN02,BOUNDED_NORMAL_MODE_PERTURBATION,/Users/yazan/totah-lab/analysis/prometheus/force-campaign-36/geometries/MIN02/normal_mode_02.xyz,be69f2520e95f9ca1752f14f9f4ee84558cb4bf7d61d83612a78fed462a7548b,faaba7f7d07707eb4935eba347e912452eeffa1391a9fd293ad0f6281419d404,6c19243c5960db00e502c65d135a559bc42e041e33030411cb37e0755e621df5,b89ffd9a577dd2e42e29366eb4199a99baf5d7bfdbd41292d540c43bfba5d836,GENERATE_NEW,
force-campaign-33,MIN02,BOUNDED_NORMAL_MODE_PERTURBATION,/Users/yazan/totah-lab/analysis/prometheus/force-campaign-36/geometries/MIN02/normal_mode_03.xyz,ae5ffc003ebd7faa8b679496af49a6e1703a86354087d5e6709e1c730b540360,26ebae98acd737dd30f007e3a02249843ea89736ed2558c9b65ff2905c64d76d,f1f05bab8baa23036656eacaba9832dc86fbeb9602b947b33e2c05a36c8447d1,3565676752121390b7589f14635f3ee746de4fed58dfdaf2c33e12491f41d00b,GENERATE_NEW,
force-campaign-34,MIN02,BOUNDED_NORMAL_MODE_PERTURBATION,/Users/yazan/totah-lab/analysis/prometheus/force-campaign-36/geometries/MIN02/normal_mode_04.xyz,b31b14f972d61727ba1df80e6ef2aa93551694b6612dfc5bb71644efab3f4a73,62cd6443694c21d48626500260ccf7b1d922555494cbcf7dc09fad720b7989ab,a4c57fbf76590c4e542d704ec97925aba38bce9bf9b171403fb557846e1bbe98,20a9150776edaa34cbf24742afa9a2ecca0b048665de91afc3f6e7f7b3d287a7,GENERATE_NEW,
force-campaign-35,MIN02,BOUNDED_NORMAL_MODE_PERTURBATION,/Users/yazan/totah-lab/analysis/prometheus/force-campaign-36/geometries/MIN02/normal_mode_05.xyz,7750cfa2d709e605e121530fcd7af39f0739be2b77a1e99eb5137c475ac3c1ff,778e394cc9421d913955b7c83a854270390bd93b9d2982901a993d1d1282877d,69fba84be2d535ca43c60c71a34e8378745687d9ebdef3f6c9db92ab3832112a,fae254f1c075a0f87a15995158d740ee424f1b886feb64b0f58e0add883c766a,GENERATE_NEW,
force-campaign-36,MIN02,BOUNDED_NORMAL_MODE_PERTURBATION,/Users/yazan/totah-lab/analysis/prometheus/force-campaign-36/geometries/MIN02/normal_mode_06.xyz,7698b9a46db40be2254d05ac023864d1e4dd0416bb04fbc1470ed6a2698492d8,06dc3841cb8805db97513dbf21b03dc83a8c5160ddd5c7fd9e0cfd3798a2456e,5909424aeb36efeddfb3e38e031d7f1809449042be4c9483e5437dc9733ebb25,655d39db8b04a1f4f095ef56ca072835752df916a0f91caf172536bd25ffdfff,GENERATE_NEW,
