torsion_instance,chemical_class_id,parent_parameter,one_four_pair,one_four_atom_names,charge_i_e,charge_l_e,scee,scan_axis,angle_degrees,qm_relative_kcal_mol,distance_angstrom,pair_eel14_kcal_mol
7-8-9-25,PHI_C7_S,LOCAL_TYPE_12,7-25,C7-S1,0.10068600012073119,-0.2900640001536579,1.2,PSI,90,36.77978373595889,4.03503878103845,-2.0028820808828827
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,CHI,-180,1.8361875979134048,3.4771759514125975,0.9987835783262228
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,CHI,-165,1.4130028718141248,3.472426224960046,1.0001497553088323
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,CHI,-150,1.3982414847839755,3.4696216570137017,1.0009581973300576
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,CHI,-135,1.7201805587324959,3.4710293064518583,1.0005522663742252
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,CHI,-120,2.1004462123625456,3.4766594251723513,0.9989319673006496
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,CHI,-105,2.282405294363951,3.482354925951444,0.9972981827155051
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,CHI,-90,2.191846518770847,3.4849112813578604,0.9965666149953074
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,CHI,-75,1.9493375527533943,3.4832883538149875,0.9970309335482093
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,CHI,-60,1.7582771045303314,3.47874711004675,0.9983324827469537
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,CHI,-45,1.7517423921353694,3.4739963947455337,0.9996977096679319
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,CHI,-30,1.8731815879809242,3.47086171256227,1.000600579000871
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,CHI,-15,1.8830474967830666,3.4714588791266303,1.000428453899908
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,CHI,0,1.53761834092137,3.4754220879684325,0.9992876120701306
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,CHI,15,0.8500053424677801,3.479215782302349,0.998198001080451
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,CHI,30,0.1979165005694423,3.480603055806079,0.9978001465661118
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,CHI,45,0.0,3.4788605379692807,0.9982999322097083
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,CHI,60,0.32618472333560894,3.475018611520573,0.9994036370648663
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,CHI,75,1.0408015037026501,3.4702926846411057,1.0007646486396957
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,CHI,90,2.0223598887749024,3.4677564121021756,1.0014965950611394
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,CHI,105,3.0480034924252344,3.469702660487278,1.0009348290190458
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,CHI,120,3.7373350122694022,3.474945644276086,0.9994246226390282
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,CHI,135,3.8030037733710786,3.4804744189319843,0.9978370248408457
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,CHI,150,3.292878201783699,3.4831963111593263,0.9970572798596723
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,CHI,165,2.5316328285396272,3.481874858761694,0.9974356862603881
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,PHI,-180,12.297421019351964,2.8543717454903783,1.2167112586889461
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,PHI,-165,12.017065696114134,3.0392552422154138,1.1426964708269176
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,PHI,-150,12.14534987811232,3.1959497708107807,1.0866710956914414
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,PHI,-135,12.088672339648122,3.310342488352386,1.0491199177853971
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,PHI,-120,9.406090467076242,3.3896627057654833,1.0245698586218097
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,PHI,-105,5.389702277432289,3.436880890748195,1.0104936276874337
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,PHI,-90,1.8840517384563273,3.4649336215227793,1.0023124880803522
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,PHI,-75,0.0,3.47623843959024,0.9990529417283396
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,PHI,-60,1.1679589391511374,3.474450428090834,0.9995670714260562
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,PHI,-45,5.348395421266241,3.46598740256161,1.0020077501306004
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,PHI,-30,12.61886348886727,3.4528605136798256,1.0058171262529603
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,PHI,-15,24.120153734931876,3.4344346958405243,1.0112133573038613
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,PHI,0,39.62646469177788,3.413061984805523,1.0175456099780302
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,PHI,105,36.46525443667219,2.219120105875098,1.5650104877276236
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,PHI,120,25.91194918747669,2.2659528597744765,1.532664823207052
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,PHI,135,18.085910819557824,2.34200404181909,1.4828950664509708
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,PHI,150,13.569233322541978,2.4651957765091574,1.4087912498940067
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,PHI,165,12.21349737743903,2.6521595128759956,1.3094786427290368
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,PSI,-105,32.011747071349355,3.3594327073556065,1.0337894941659684
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,PSI,-90,14.696882575166297,3.3847648132484904,1.0260524529291124
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,PSI,-75,4.330868332829533,3.4221155222062785,1.0148535947093662
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,PSI,-60,0.0,3.462339799324312,1.0030633734734875
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,PSI,-45,0.19638589416353,3.4912380261880127,0.9947606588754354
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,PSI,-30,3.0779934750218234,3.499246309644718,0.9924840756849648
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,PSI,-15,6.97513939178259,3.484118270520189,0.9967934408561973
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,PSI,0,10.412722960962697,3.439651585526821,1.0096796587872552
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,PSI,15,11.945479233545104,3.31775017416364,1.0467775018947125
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,PSI,30,11.696853683615846,3.105589844912128,1.118288767240617
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,PSI,45,12.409782605194598,2.887659363339619,1.2026855671803514
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,PSI,60,15.683428081132595,2.7409892340801134,1.267041182081584
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,PSI,75,23.207234060776265,2.6619031309963646,1.3046854330577462
7-8-9-36,PHI_C7_H11,LOCAL_TYPE_12,7-36,C7-H11,0.10068600012073119,0.12464899985182991,1.2,PSI,90,36.77978373595889,2.576761970182215,1.347794743717121
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,CHI,-180,1.8361875979134048,2.8662340478433346,1.0770283434841765
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,CHI,-165,1.4130028718141248,2.8710657673770745,1.0752158113768544
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,CHI,-150,1.3982414847839755,2.8732998778877357,1.074379786232416
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,CHI,-135,1.7201805587324959,2.8708612498525725,1.0752924087658993
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,CHI,-120,2.1004462123625456,2.863468477952321,1.0780685495075508
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,CHI,-105,2.282405294363951,2.855653073275036,1.0810190276532003
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,CHI,-90,2.191846518770847,2.851064608323387,1.0827588051054446
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,CHI,-75,1.9493375527533943,2.85087071749407,1.082832444713647
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,CHI,-60,1.7582771045303314,2.853317444145534,1.0819039132573989
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,CHI,-45,1.7517423921353694,2.8554570476313845,1.08109323904814
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,CHI,-30,1.8731815879809242,2.855436028364253,1.0811011971278728
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,CHI,-15,1.8830474967830666,2.8524599719565567,1.0822291421916816
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,CHI,0,1.53761834092137,2.8481109447375963,1.0838816915789309
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,CHI,15,0.8500053424677801,2.847175299912293,1.0842378790943248
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,CHI,30,0.1979165005694423,2.8515393324446534,1.0825785474753116
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,CHI,45,0.0,2.859629097170737,1.0795159804608532
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,CHI,60,0.32618472333560894,2.8683516922236176,1.0762331958650166
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,CHI,75,1.0408015037026501,2.8768373627558668,1.0730586819233485
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,CHI,90,2.0223598887749024,2.8818273291569767,1.0712006501408604
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,CHI,105,3.0480034924252344,2.8799360122783018,1.0719041310034285
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,CHI,120,3.7373350122694022,2.872109889215953,1.0748249292889576
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,CHI,135,3.8030037733710786,2.8615145647854043,1.0788046814705483
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,CHI,150,3.292878201783699,2.8563897653720827,1.0807402218039133
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,CHI,165,2.5316328285396272,2.859860813450574,1.0794285141667452
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,PHI,-180,12.297421019351964,3.548249448763339,0.8700107907189448
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,PHI,-165,12.017065696114134,3.533610529377754,0.8736150413074121
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,PHI,-150,12.14534987811232,3.489463171838256,0.8846676857060529
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,PHI,-135,12.088672339648122,3.406783388055984,0.9061378306027842
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,PHI,-120,9.406090467076242,3.286700783182857,0.9392444010668876
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,PHI,-105,5.389702277432289,3.1583535339307804,0.9774128435662037
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,PHI,-90,1.8840517384563273,3.0376122818641598,1.0162637697435746
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,PHI,-75,0.0,2.9188925893892423,1.0575981177959648
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,PHI,-60,1.1679589391511374,2.794489845295433,1.104679379595417
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,PHI,-45,5.348395421266241,2.666955175399327,1.157505509302169
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,PHI,-30,12.61886348886727,2.5574526982899632,1.2070664339757995
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,PHI,-15,24.120153734931876,2.4699662675061673,1.2498208373118782
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,PHI,0,39.62646469177788,2.4021670167469877,1.2850960349822327
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,PHI,105,36.46525443667219,3.515629067758485,0.8780833384549552
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,PHI,120,25.91194918747669,3.512802147541348,0.8787899741940467
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,PHI,135,18.085910819557824,3.5069180882214397,0.880264446140017
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,PHI,150,13.569233322541978,3.511516201931048,0.879111794184246
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,PHI,165,12.21349737743903,3.535555073350745,0.8731345558311446
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,PSI,-105,32.011747071349355,2.527801726986175,1.2212252549835907
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,PSI,-90,14.696882575166297,2.629333765620196,1.174067495329373
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,PSI,-75,4.330868332829533,2.726204335100037,1.1323492039247218
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,PSI,-60,0.0,2.823794921241864,1.0932151217373207
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,PSI,-45,0.19638589416353,2.921848962751513,1.056528023159555
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,PSI,-30,3.0779934750218234,3.0153588053170473,1.023763839694053
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,PSI,-15,6.97513939178259,3.1117042585930936,0.9920657787647198
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,PSI,0,10.412722960962697,3.2273107822988027,0.9565286756758461
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,PSI,15,11.945479233545104,3.400283823051927,0.9078698924067756
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,PSI,30,11.696853683615846,3.5187726123941383,0.877298890446427
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,PSI,45,12.409782605194598,3.534080766562998,0.8734987999690992
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,PSI,60,15.683428081132595,3.5092591287480484,0.8796772182759744
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,PSI,75,23.207234060776265,3.469954380215372,0.889641467965077
10-9-8-34,PHI_C10_HC,LOCAL_TYPE_1,10-34,C10-H9,0.0991709998189032,0.11249000016463342,1.2,PSI,90,36.77978373595889,3.424957517196476,0.9013295181288998
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,CHI,-180,1.8361875979134048,3.482812854618354,0.8893117143749485
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,CHI,-165,1.4130028718141248,3.485456603485586,0.8886371637765723
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,CHI,-150,1.3982414847839755,3.4870515679321885,0.8882307044356245
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,CHI,-135,1.7201805587324959,3.486522784444491,0.8883654179478571
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,CHI,-120,2.1004462123625456,3.483846111447141,0.8890479577759474
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,CHI,-105,2.282405294363951,3.481149095787188,0.8897367465059312
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,CHI,-90,2.191846518770847,3.480275663961933,0.8899600404244399
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,CHI,-75,1.9493375527533943,3.481813108577288,0.8895670657789425
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,CHI,-60,1.7582771045303314,3.484861114356809,0.8887890130908179
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,CHI,-45,1.7517423921353694,3.4876617414915487,0.8880753066560718
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,CHI,-30,1.8731815879809242,3.4891037585689153,0.8877082726419526
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,CHI,-15,1.8830474967830666,3.4880355273460646,0.8879801384776601
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,CHI,0,1.53761834092137,3.4849191072813763,0.888774222654482
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,CHI,15,0.8500053424677801,3.4825233822737602,0.8893856352417385
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,CHI,30,0.1979165005694423,3.482221193511975,0.8894628165375059
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,CHI,45,0.0,3.483810294984702,0.8890570979271296
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,CHI,60,0.32618472333560894,3.4862287652891455,0.8884403402973091
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,CHI,75,1.0408015037026501,3.4888039828253326,0.8877845490417807
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,CHI,90,2.0223598887749024,3.489969466899143,0.887488071160614
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,CHI,105,3.0480034924252344,3.4885170033580706,0.8878575817765164
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,CHI,120,3.7373350122694022,3.4849246696223495,0.8887728040685029
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,CHI,135,3.8030037733710786,3.480687667874502,0.8898546971550426
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,CHI,150,3.292878201783699,3.4786487881708172,0.8903762521586485
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,CHI,165,2.5316328285396272,3.479881772022257,0.8900607760555684
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,PHI,-180,12.297421019351964,2.9963500525932973,1.0336930653035958
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,PHI,-165,12.017065696114134,3.108920516498922,0.9962642190916334
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,PHI,-150,12.14534987811232,3.243507874904929,0.9549248498983657
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,PHI,-135,12.088672339648122,3.372979697305001,0.9182700604638959
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,PHI,-120,9.406090467076242,3.472520708503178,0.8919475305081314
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,PHI,-105,5.389702277432289,3.515280211006103,0.8810979736097001
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,PHI,-90,1.8840517384563273,3.5185282581340753,0.8802846086080041
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,PHI,-75,0.0,3.499384856195215,0.8851002098567039
10-9-8-35,PHI_C10_HC,LOCAL_TYPE_1,10-35,C10-H10,0.0991709998189032,0.1128650000274389,1.2,PHI,-60,1.1679589391511374,3.4621791763147116,0.8946117785517556
