campaign_id,anchor_id,pair_id,scale,first_sign,second_sign,first_target_delta,second_target_delta,geometry_path,geometry_sha256,anchor_geometry_sha256,atom_order_sha256,charge,multiplicity,target_displacement_error,non_target_coordinate_drift,minimum_interatomic_distance_angstrom,connectivity_preserved,chirality_preserved
CURV-MIN01-PHI-PSI-S1P0-MP,MIN01,PHI__PSI,1.0,-1,1,-0.05235987755982989,0.05235987755982989,geometries/CURV-MIN01-PHI-PSI-S1P0-MP.xyz,2cede83431e1bfe2f07fd363c3c2fe24223130f3abae574667a24876093c8898,36331712f69fa6a0f1ded7eb5df44f7dae7bdd0927507dd21eb7218be2320bdd,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,5.4817261840867104e-15,8.881784197001252e-16,1.0881779998802927,True,True
CURV-MIN01-PHI-PSI-S1P0-MM,MIN01,PHI__PSI,1.0,-1,-1,-0.05235987755982989,-0.05235987755982989,geometries/CURV-MIN01-PHI-PSI-S1P0-MM.xyz,fea7e85f8bf02edc9e564a6b6e3ab856691e9fac256bc24eba2f1b32de14e5e9,36331712f69fa6a0f1ded7eb5df44f7dae7bdd0927507dd21eb7218be2320bdd,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,6.065217772466269e-12,1.4307444118344392e-12,1.0863812563335158,True,True
CURV-MIN02-S_C-C_S_H-S1P0-PP,MIN02,S_C__C_S_H,1.0,1,1,0.015,0.026179938779914945,geometries/CURV-MIN02-S_C-C_S_H-S1P0-PP.xyz,671fa2bdf2d07b33eaf971786b1f2484166eb70522a2838b83c4be4c595e59cb,38336cb66b98c55b5d1d15edd9fbcbdc55e6f7840894af6b43f02372cfd9f3f8,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,2.983724378680108e-16,2.220446049250313e-16,1.1025700591331302,True,True
CURV-MIN02-S_C-C_S_H-S1P0-PM,MIN02,S_C__C_S_H,1.0,1,-1,0.015,-0.026179938779914945,geometries/CURV-MIN02-S_C-C_S_H-S1P0-PM.xyz,69def610416c4e2157bbd45040f436e055039069bf7293465c3f8808ddc8df19,38336cb66b98c55b5d1d15edd9fbcbdc55e6f7840894af6b43f02372cfd9f3f8,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,1.457167719820518e-16,1.1102230246251565e-16,1.1025700591331302,True,True
CURV-MIN02-S_C-C_S_H-S1P0-MP,MIN02,S_C__C_S_H,1.0,-1,1,-0.015,0.026179938779914945,geometries/CURV-MIN02-S_C-C_S_H-S1P0-MP.xyz,e47de98a54a29b55cc3ed7a8de2da7867b7d5d6ce4123b218362334cfc4fcece,38336cb66b98c55b5d1d15edd9fbcbdc55e6f7840894af6b43f02372cfd9f3f8,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,2.983724378680108e-16,2.220446049250313e-16,1.1025700591331302,True,True
CURV-MIN02-S_C-C_S_H-S1P0-MM,MIN02,S_C__C_S_H,1.0,-1,-1,-0.015,-0.026179938779914945,geometries/CURV-MIN02-S_C-C_S_H-S1P0-MM.xyz,55d1f2565feb87fa828dba5dc975810b136f0b32f6cff537f718860a9ccb298e,38336cb66b98c55b5d1d15edd9fbcbdc55e6f7840894af6b43f02372cfd9f3f8,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,3.191891195797325e-16,1.1102230246251565e-16,1.1015423527403878,True,True
CURV-MIN02-S_H-C_S_H-S1P0-PP,MIN02,S_H__C_S_H,1.0,1,1,0.01,0.026179938779914945,geometries/CURV-MIN02-S_H-C_S_H-S1P0-PP.xyz,499b3438ce8feeeb5bb4da0154b567ec2a2263083f07e483200960984d587315,38336cb66b98c55b5d1d15edd9fbcbdc55e6f7840894af6b43f02372cfd9f3f8,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,2.3071822230491534e-16,0.0,1.1025700591331302,True,True
CURV-MIN02-S_H-C_S_H-S1P0-PM,MIN02,S_H__C_S_H,1.0,1,-1,0.01,-0.026179938779914945,geometries/CURV-MIN02-S_H-C_S_H-S1P0-PM.xyz,e9f49e77e3a1780352c0a543cf15fb037fdda5239ed1ff8379eaeb1d60f48d3f,38336cb66b98c55b5d1d15edd9fbcbdc55e6f7840894af6b43f02372cfd9f3f8,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,2.3071822230491534e-16,2.220446049250313e-16,1.1025700591331302,True,True
CURV-MIN02-S_H-C_S_H-S1P0-MP,MIN02,S_H__C_S_H,1.0,-1,1,-0.01,0.026179938779914945,geometries/CURV-MIN02-S_H-C_S_H-S1P0-MP.xyz,39e1cfa01d5e75db26b6209df237ee3384b08b4608cb769056e3e896b499ae6d,38336cb66b98c55b5d1d15edd9fbcbdc55e6f7840894af6b43f02372cfd9f3f8,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,4.354155924701786e-16,4.440892098500626e-16,1.1025700591331302,True,True
CURV-MIN02-S_H-C_S_H-S1P0-MM,MIN02,S_H__C_S_H,1.0,-1,-1,-0.01,-0.026179938779914945,geometries/CURV-MIN02-S_H-C_S_H-S1P0-MM.xyz,cc5f01b96d1dbe8bea1b78503209608936c6f63947665517711fe007763fe562,38336cb66b98c55b5d1d15edd9fbcbdc55e6f7840894af6b43f02372cfd9f3f8,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,2.1337098754514727e-16,2.220446049250313e-16,1.1025700591331302,True,True
CURV-MIN02-S_C-CHI-S1P0-PP,MIN02,S_C__CHI,1.0,1,1,0.015,0.05235987755982989,geometries/CURV-MIN02-S_C-CHI-S1P0-PP.xyz,ffed1b4b9c0144b0d8ddc4ddf194cb337953d1e72dc5d616681035a711b06541,38336cb66b98c55b5d1d15edd9fbcbdc55e6f7840894af6b43f02372cfd9f3f8,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,7.591149930874508e-15,2.19824158875781e-14,1.1009671217711554,True,True
CURV-MIN02-S_C-CHI-S1P0-PM,MIN02,S_C__CHI,1.0,1,-1,0.015,-0.05235987755982989,geometries/CURV-MIN02-S_C-CHI-S1P0-PM.xyz,17e7b6e84a10920527670464a6bb80ab8e62afdb249ea3917d63d6de2e6147d4,38336cb66b98c55b5d1d15edd9fbcbdc55e6f7840894af6b43f02372cfd9f3f8,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,8.118505867571457e-15,4.196643033083092e-14,1.099490175739269,True,True
CURV-MIN02-S_C-CHI-S1P0-MP,MIN02,S_C__CHI,1.0,-1,1,-0.015,0.05235987755982989,geometries/CURV-MIN02-S_C-CHI-S1P0-MP.xyz,6e589a698252912c00d5ba84d1d5ff238c78eaa15441e29a7239df6051ab4664,38336cb66b98c55b5d1d15edd9fbcbdc55e6f7840894af6b43f02372cfd9f3f8,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,8.978928711655954e-15,3.730349362740526e-14,1.1025700591331302,True,True
CURV-MIN02-S_C-CHI-S1P0-MM,MIN02,S_C__CHI,1.0,-1,-1,-0.015,-0.05235987755982989,geometries/CURV-MIN02-S_C-CHI-S1P0-MM.xyz,5b6cc8568c477387b5fd48c59d8669522cc846ce98b0660a12ca29dbbcc0dce1,38336cb66b98c55b5d1d15edd9fbcbdc55e6f7840894af6b43f02372cfd9f3f8,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,7.840950111415168e-15,2.55351295663786e-14,1.1025700591331302,True,True
CURV-MIN02-S_H-CHI-S1P0-PP,MIN02,S_H__CHI,1.0,1,1,0.01,0.05235987755982989,geometries/CURV-MIN02-S_H-CHI-S1P0-PP.xyz,add1dd736fb249eb3f5a97c19aab386c4cc9ecf077e60a9b169b79bdd1786c2a,38336cb66b98c55b5d1d15edd9fbcbdc55e6f7840894af6b43f02372cfd9f3f8,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,2.798629383793383e-14,3.674838211509268e-14,1.1025700591331302,True,True
CURV-MIN02-S_H-CHI-S1P0-PM,MIN02,S_H__CHI,1.0,1,-1,0.01,-0.05235987755982989,geometries/CURV-MIN02-S_H-CHI-S1P0-PM.xyz,53db29c9c5c6ce7479f02c4f7c43ce41e557fe43ca5c3dcf7c6a7d9a23e25065,38336cb66b98c55b5d1d15edd9fbcbdc55e6f7840894af6b43f02372cfd9f3f8,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,4.508372841716124e-14,3.774758283725532e-14,1.1024219486348645,True,True
CURV-MIN02-S_H-CHI-S1P0-MP,MIN02,S_H__CHI,1.0,-1,1,-0.01,0.05235987755982989,geometries/CURV-MIN02-S_H-CHI-S1P0-MP.xyz,04913e5196a32f1f3eb4444c8d42e2fa2282d52dda32eb2af62173dac42e0c12,38336cb66b98c55b5d1d15edd9fbcbdc55e6f7840894af6b43f02372cfd9f3f8,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,4.1735712108526e-14,3.2862601528904634e-14,1.1025700591331302,True,True
CURV-MIN02-S_H-CHI-S1P0-MM,MIN02,S_H__CHI,1.0,-1,-1,-0.01,-0.05235987755982989,geometries/CURV-MIN02-S_H-CHI-S1P0-MM.xyz,cfa45158a7ade967788cbcedf36c37861ebfbcc5889d5f98e6cc9b6718785bda,38336cb66b98c55b5d1d15edd9fbcbdc55e6f7840894af6b43f02372cfd9f3f8,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,3.1965749491824624e-14,4.474198789239381e-14,1.1012973907822856,True,True
CURV-MIN02-C_S_H-CHI-S1P0-PP,MIN02,C_S_H__CHI,1.0,1,1,0.026179938779914945,0.05235987755982989,geometries/CURV-MIN02-C_S_H-CHI-S1P0-PP.xyz,69cc76f6c6e21bc846de9ca2dfc16b7b0714c47f3e67c4be253b4008c9f29101,38336cb66b98c55b5d1d15edd9fbcbdc55e6f7840894af6b43f02372cfd9f3f8,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,1.895011925157064e-14,2.4424906541753444e-14,1.0994140120811957,True,True
CURV-MIN02-C_S_H-CHI-S1P0-PM,MIN02,C_S_H__CHI,1.0,1,-1,0.026179938779914945,-0.05235987755982989,geometries/CURV-MIN02-C_S_H-CHI-S1P0-PM.xyz,e85813e86457b2563d3c266fff27f4f794f4865a073c02b8c022824a75fccbd0,38336cb66b98c55b5d1d15edd9fbcbdc55e6f7840894af6b43f02372cfd9f3f8,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,8.24548762601296e-14,2.1183055309847987e-13,1.099627274655016,True,True
CURV-MIN02-C_S_H-CHI-S1P0-MP,MIN02,C_S_H__CHI,1.0,-1,1,-0.026179938779914945,0.05235987755982989,geometries/CURV-MIN02-C_S_H-CHI-S1P0-MP.xyz,0d161e5c548816a0e446681f119f41d59c0c450bd301ab01c642e7b5b41789e0,38336cb66b98c55b5d1d15edd9fbcbdc55e6f7840894af6b43f02372cfd9f3f8,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,7.297634718739232e-14,1.7419399256368706e-13,1.1025700591331302,True,True
CURV-MIN02-C_S_H-CHI-S1P0-MM,MIN02,C_S_H__CHI,1.0,-1,-1,-0.026179938779914945,-0.05235987755982989,geometries/CURV-MIN02-C_S_H-CHI-S1P0-MM.xyz,fdc593376a90e38fafe345db7b4299b687179667ea74d3413a2aef380004223e,38336cb66b98c55b5d1d15edd9fbcbdc55e6f7840894af6b43f02372cfd9f3f8,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,1.7687240561059525e-14,2.4646951146678475e-14,1.1025700591331302,True,True
CURV-MIN02-PHI-PSI-S1P0-PP,MIN02,PHI__PSI,1.0,1,1,0.05235987755982989,0.05235987755982989,geometries/CURV-MIN02-PHI-PSI-S1P0-PP.xyz,0f46ac76237043b757ca66930ddabe9322b04596923c02b43d0b9458eaf8585b,38336cb66b98c55b5d1d15edd9fbcbdc55e6f7840894af6b43f02372cfd9f3f8,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,5.604225417066289e-12,1.3522516439934407e-12,1.0790881604022542,True,True
CURV-MIN02-PHI-PSI-S1P0-PM,MIN02,PHI__PSI,1.0,1,-1,0.05235987755982989,-0.05235987755982989,geometries/CURV-MIN02-PHI-PSI-S1P0-PM.xyz,fff33e08ed8c00032aa27e8a45bd823042c8bb133a1ba640bb63eb1ff26ace41,38336cb66b98c55b5d1d15edd9fbcbdc55e6f7840894af6b43f02372cfd9f3f8,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,8.0629947163402e-15,8.881784197001252e-16,1.0909906064755164,True,True
CURV-MIN02-PHI-PSI-S1P0-MP,MIN02,PHI__PSI,1.0,-1,1,-0.05235987755982989,0.05235987755982989,geometries/CURV-MIN02-PHI-PSI-S1P0-MP.xyz,5747acda7a60cbd08ff77438d3c422ef2386afe1d6c4fc891b9546bebf9fd095,38336cb66b98c55b5d1d15edd9fbcbdc55e6f7840894af6b43f02372cfd9f3f8,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,9.367506770274758e-15,1.3322676295501878e-15,1.08898908990655,True,True
CURV-MIN02-PHI-PSI-S1P0-MM,MIN02,PHI__PSI,1.0,-1,-1,-0.05235987755982989,-0.05235987755982989,geometries/CURV-MIN02-PHI-PSI-S1P0-MM.xyz,c19b273e107df85443d0fc8a1a13639f11dcead388e7f48a439702c82b9c216e,38336cb66b98c55b5d1d15edd9fbcbdc55e6f7840894af6b43f02372cfd9f3f8,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,3.5067157511115e-12,7.833733661755105e-13,1.0878663173151124,True,True
CURV-MIN04-S_C-C_S_H-S1P0-PP,MIN04,S_C__C_S_H,1.0,1,1,0.015,0.026179938779914945,geometries/CURV-MIN04-S_C-C_S_H-S1P0-PP.xyz,3e109443e9e1c83295c279b69100d146652227b8bc4a51c1ed00743920b6b78f,b54a3b68c7508151b8ba17b568d50d201a542e3291dccd57e35a9888470aaf27,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,7.424616477180734e-16,6.661338147750939e-16,1.1012090425034058,True,True
CURV-MIN04-S_C-C_S_H-S1P0-PM,MIN04,S_C__C_S_H,1.0,1,-1,0.015,-0.026179938779914945,geometries/CURV-MIN04-S_C-C_S_H-S1P0-PM.xyz,2dac183c9fea8a6003f9703ce275ca6c0df90732b0c1a4c93b4765e6e067b7ce,b54a3b68c7508151b8ba17b568d50d201a542e3291dccd57e35a9888470aaf27,db1b8768589b9b4ad8b19965105eda8dfd445b94e9ce0e4271e1bf339b4645c8,0,1,3.191891195797325e-16,4.440892098500626e-16,1.1021308080768448,True,True
