pool_index,geometry_id,source_path,geometry_sha256,nearest_anchor_graph_distance,selected_next_qm
22,POOL-0023:final,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+060/final.xyz,2e9c371154fa8e8aac9411044b71e0ab14fc054a7ef9bcdf8c05421e32c38762,0.7020052780820243,False
23,POOL-0024:trajectory-001,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+060/trajectory-001.xyz,0d9c0dacd30e06cda446863aa06618a47f1ff3526a9f2b9f7d44f38ac897be0f,0.0,False
24,POOL-0025:trajectory-002,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+060/trajectory-002.xyz,37e37a863525b4c90b520e6e80b14670537f603108bf8b81cdc8675bd66b38ff,0.0,False
25,POOL-0026:trajectory-003,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+060/trajectory-003.xyz,c6febf04e625815322eec32211a1fffbbf4fcbff7ba483aaf5206d808278d41a,0.7935262181532583,False
26,POOL-0027:trajectory-004,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+060/trajectory-004.xyz,df99353079c126f5fe43b1b689974ff5949d51aa4ba3f15320e46f6a3e8a0b18,0.0,False
27,POOL-0028:trajectory-005,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+060/trajectory-005.xyz,95e74a3168afffe6ec7c5988bedc3dc1a53e1e035d7cab94324654230f4660c3,0.47878450007603107,False
28,POOL-0029:trajectory-006,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+060/trajectory-006.xyz,03a342a8b17dde1f4bb60d956e63c838edceb1a721a50035c69e7b797eddcc3b,0.6452204019797511,False
29,POOL-0030:trajectory-007,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+060/trajectory-007.xyz,9b773020165c1302a6bfc703355ec75acdeea2c91d400e7684e6783b76cf8c74,0.727304249226408,False
30,POOL-0031:trajectory-008,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+060/trajectory-008.xyz,6fd042b1bb2713476ac15a24cee4063b0c6d37a681beca2685cc55060284f351,0.7705383500004551,False
31,POOL-0032:trajectory-009,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+060/trajectory-009.xyz,30398cebc5625aba7f1419c052a5a3ffdd29b9c1a02cc4a9763fc7c979385c30,0.8645062973314206,False
32,POOL-0033:trajectory-010,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+060/trajectory-010.xyz,505b141549decc7150ee950b3f1c9a9400205cccc32b4ab21c37a0c00f78c6e9,1.01692422177324,False
33,POOL-0034:trajectory-011,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+060/trajectory-011.xyz,76219bd326778068490d985313167b4ce4eb3a1290ebca5495c12be4f1d1289f,1.1461633933823616,True
34,POOL-0035:trajectory-012,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+060/trajectory-012.xyz,8ee1990bf0b912881263ab4896ee71efeff65152256c1402943e246feab7c816,1.0714621813005258,False
35,POOL-0036:trajectory-013,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+060/trajectory-013.xyz,7a7c73c1b8f8ae8ff2e5327a9b7592a841468c81ab66280e1a5f5abe1992bdde,1.0222387980135297,False
36,POOL-0037:trajectory-014,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+060/trajectory-014.xyz,a2a77b827970636d51c766cb3a59d1f2f3fb58cf0637013990138453fc3d4fc8,0.9806344150901709,False
37,POOL-0038:trajectory-015,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+060/trajectory-015.xyz,544225bf615bf6a7fdb1f222b1698a4344990a816eca10fa72bd453cb0c6081c,0.9335804824247919,False
38,POOL-0039:trajectory-016,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+060/trajectory-016.xyz,6e40c24280f0f3921710bd124fb45efaf6ca36bd88fc1ac7ac7d21a9ce3c6c29,0.8819589271171671,False
39,POOL-0040:trajectory-017,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+060/trajectory-017.xyz,d2dc8fa246bfab02afd4563d9edc6af13c32440d61fb2f84e10b43043dfa5d40,0.8342086026755499,False
40,POOL-0041:trajectory-018,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+060/trajectory-018.xyz,e5ff510589c0919d34a9edb53f3c502c8f3540dff37bcc2d737dc383259fb33d,0.7887067799206816,False
41,POOL-0042:trajectory-019,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+060/trajectory-019.xyz,30a6d9ef83ddf9f14a21560f0b01ef34e60a4fec37bb2c4690cfb0093564242f,0.7932907581378843,False
42,POOL-0043:trajectory-020,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+060/trajectory-020.xyz,0b6657658212223a46a465d3124505f18e70e35ab29b0e73858a9e2b63e36cc5,0.8310105678845048,False
43,POOL-0044:trajectory-021,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+060/trajectory-021.xyz,0ea1f8efaa217530295f56eb9a100e4b318de6d81fb28caa944c07b93360ee93,0.849680364441864,False
44,POOL-0045:trajectory-022,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+060/trajectory-022.xyz,8ecfd780a663bc09e35c665ce24a613e05c830393142847755ab7b4e29c9c52e,0.8504037213268931,False
45,POOL-0046:trajectory-023,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+060/trajectory-023.xyz,ec4f7a3e9eef995d61cf9977d8c043e99bf50ed53c116eb386240b7eb53e31ca,0.8414406049092993,False
46,POOL-0047:trajectory-024,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+060/trajectory-024.xyz,aa39f0dd4b8b4c9d612f37cd4698a5363b2dcff65497499c8c2118a5b2b96b85,0.8237690529774011,False
47,POOL-0048:trajectory-025,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+060/trajectory-025.xyz,7e1bd665e830515d63d0c7acbf1a3054861159ff52c4ea573b51e15ec2ff75dd,0.8032278175766387,False
48,POOL-0049:trajectory-026,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+060/trajectory-026.xyz,a5918a6fc4a102a7cec3e39f42cf765a0bbb8b6c6d3b4dd90646b30c5cdebea2,0.788314334106017,False
49,POOL-0050:trajectory-027,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+060/trajectory-027.xyz,4b2a7be5209f24d0f437b9281f2df5590995b5fc00b4eee9b53810dee202263d,0.7541194064117718,False
50,POOL-0051:trajectory-028,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+060/trajectory-028.xyz,79627e2af96cbd7be1bfd80185356a281b58b78df6208c9b7dcc996574ee6ff6,0.7186120308677386,False
51,POOL-0052:trajectory-029,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+060/trajectory-029.xyz,5124052dd0fae3fc9b8818869918ab4dd6801a97fad9e51ceb1de3753774e058,0.7020052780820243,False
52,POOL-0053:final,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+180/final.xyz,20fe390b2905139f25cbd2666431a0e8e8c326911dbcacb6d718101b86f7a946,1.4034907956099822,True
53,POOL-0054:trajectory-001,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+180/trajectory-001.xyz,9b43f3ad7b5d5d264e87d6ef4e8ebfe857fa0f11121ab8182c83323d30c77089,1.6339637379052339,False
54,POOL-0055:trajectory-002,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+180/trajectory-002.xyz,22d491de2851a104022c71d4b0dad53cb286b1c6e62a4c5ccc843761da332c7c,1.275811100950444,False
55,POOL-0056:trajectory-003,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+180/trajectory-003.xyz,3b7e94eedae1dd53c93812fb5c906de1321f5ab4b78fba545098d057b4aaa7a2,1.2966737797977246,False
56,POOL-0057:trajectory-004,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+180/trajectory-004.xyz,521dbca768bbc8978af91efe0ca84d046e3578c1c16568b84ae8edeba9c56c1e,1.3148391628544298,False
57,POOL-0058:trajectory-005,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+180/trajectory-005.xyz,26d66c131707962363a3a922ef69215529e9f22057ffe51afc2f06b86534a286,1.3234834654729641,False
58,POOL-0059:trajectory-006,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+180/trajectory-006.xyz,a27547d637b6adf2530886e86705e0a315bff57fec707950c312788a9d0302b5,1.3483716706428113,False
59,POOL-0060:trajectory-007,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+180/trajectory-007.xyz,57545a206895059199eec190b0e32667ad42881300cb87fe03194fae2d84ec2e,1.3848429555559623,False
60,POOL-0061:trajectory-008,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+180/trajectory-008.xyz,5aa0e21df9cfb95c26041705075ef207ae7986e3b442121862d712592447afed,1.3895482020802412,False
61,POOL-0062:trajectory-009,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+180/trajectory-009.xyz,9e073a35a14ac892aca81602dcdfab64596200ddea85c3b9cf14085e37c3a635,1.387464860069536,False
62,POOL-0063:trajectory-010,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+180/trajectory-010.xyz,812bfe2c470acecb62d3c71fcd8629b706c1c75ed409c1fe733bf2b4bcc91fda,1.3942860390366396,False
63,POOL-0064:trajectory-011,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+180/trajectory-011.xyz,0421e39d2372e1e650bfa53e2dc78d48301eb0d04a575f4ee5a809b234ed5308,1.3989470701410784,False
64,POOL-0065:trajectory-012,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+180/trajectory-012.xyz,5b8f17fdaf726fd235d199ddc4c3c22208fc5618c37651bfca49de9fed5b726e,1.4034907956099822,False
65,POOL-0066:final,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi-060/final.xyz,e1f3e1d2de036c727820d60ffa267252c7f93ed1f998d05c2b3463fb9a0ec6ee,0.43548152104466986,False
66,POOL-0067:trajectory-001,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi-060/trajectory-001.xyz,3873ac170758890bdb596a4672663313d7822e47072698afb1c4ec5ba01e4617,4.2146848510894035e-08,False
67,POOL-0068:trajectory-002,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi-060/trajectory-002.xyz,da9619f1b40d25d6ca8f5d23e29fab6021993965bb5a8a3bcf2576680da1290b,0.0,False
68,POOL-0069:trajectory-003,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi-060/trajectory-003.xyz,4213bd40055f24b75028994535bb39dc548f447cf420a688970f5413b5b0a227,0.577714699026416,False
69,POOL-0070:trajectory-004,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi-060/trajectory-004.xyz,261385f5af50f50565327b256a5b7a24c93da4f810bb5ca87a1cc4af0d65447a,0.38745262305722655,False
70,POOL-0071:trajectory-005,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi-060/trajectory-005.xyz,156320fdf38573486f2cdc505ac6ed694c46ef8e164296a587228e15ab180dab,0.22520155608434525,False
71,POOL-0072:trajectory-006,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi-060/trajectory-006.xyz,b7d1c78f1736ef11f637a0efc42fbedf1f260ce0307a96ff7d5ee3474bf6fc8c,0.0,False
72,POOL-0073:trajectory-007,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi-060/trajectory-007.xyz,b56ea52c7f2ad8cae10b43832a02ed135e67a5f71bd8ca767f1d0cee75170d56,0.22700462076381528,False
73,POOL-0074:trajectory-008,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi-060/trajectory-008.xyz,fd7b81796535df2c26c1d86eb80b836f59e19984d6f37cd75822b30322fe9c54,0.35795058005344044,False
74,POOL-0075:trajectory-009,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi-060/trajectory-009.xyz,08ddf39009f8fd889cabf9ddcd19e2ebb39ac4a9dc556c241f608ce1ea4fbac0,0.5379468374179415,False
75,POOL-0076:trajectory-010,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi-060/trajectory-010.xyz,06a5b87d3dc8dcd84dab0aa3790c9cccfebb491254557a14aa3233bcbddc4692,0.6009964740829632,False
76,POOL-0077:trajectory-011,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi-060/trajectory-011.xyz,22be3a3cdf4f3ca164b477635d38635ea4045dc735bd1528272f00731865f18b,0.5565147546016876,False
77,POOL-0078:trajectory-012,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi-060/trajectory-012.xyz,2f626772d4c157571876eab8d969290fbf05c3f351d5c1118cc83a58198d4422,0.5221640542019926,False
78,POOL-0079:trajectory-013,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi-060/trajectory-013.xyz,21a1ba4e3b9a1f377f2c0b09805ad59ecb0bc4d8e9fb01ea894f0f2bf0e30e42,0.5014805374510336,False
79,POOL-0080:trajectory-014,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi-060/trajectory-014.xyz,d0cb61848dd487c4615219ddf0b3d0f1305aae80326e8cbdb0971886942af0b5,0.4757584338398047,False
80,POOL-0081:trajectory-015,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi-060/trajectory-015.xyz,d5a2c668b9192fd42753e7a62943cb643e64e3761ab7a188ecf3c1e3cc1ab859,0.45246374883708546,False
81,POOL-0082:trajectory-016,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi-060/trajectory-016.xyz,c64292d9b12e4427a3dee56b87315a1c45bb66ae0a88b2bd586bde59852b09cc,0.4398735801747665,False
82,POOL-0083:trajectory-017,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi-060/trajectory-017.xyz,d26ac3b14390b76dc5910bda9e3e7beedad7f974ec246c0bb1c5e710a1cc0f12,0.4365704437660477,False
83,POOL-0084:trajectory-018,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi-060/trajectory-018.xyz,ff588b71abeac6feb5fb4d0ddd35a536657a5fb55c99fb363ec9e75c127919c9,0.43548152104466986,False
84,POOL-0085:final,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi+060/final.xyz,5b53a02a7704e3a0bac07b556a1a51730324eb9ec14463cdc8e71f5dbd820ed3,0.49353521597819566,False
85,POOL-0086:trajectory-001,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi+060/trajectory-001.xyz,5c98b4dd0ec7e71a0ba74bc33184bbe9c78b8fea46ddb715eab961b802ddcc43,0.0,False
86,POOL-0087:trajectory-002,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi+060/trajectory-002.xyz,30816ea71aa8c4c14d06d1fb599a8a43afa30c426005317b2c0892ef62adf86e,0.0,False
87,POOL-0088:trajectory-003,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi+060/trajectory-003.xyz,c7917aee08597cf7a6e05a40bd0b1261a95005ed0a75c6f215c6cf6264b5a633,0.9917902925674552,False
88,POOL-0089:trajectory-004,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi+060/trajectory-004.xyz,1997e74ac5ca8dfb9b840b0661a289b5b4a0c86dce2cec1527cfdaa3cde236df,0.9581469782338942,False
89,POOL-0090:trajectory-005,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi+060/trajectory-005.xyz,b261e37dd7f5b5f999a3cc471dee17413d78109249bd283ed488efc7d57d009e,1.019260306764511,True
90,POOL-0091:trajectory-006,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi+060/trajectory-006.xyz,edc73a9ff6a1db6e9325420158453c7ccfe27f8b88e7121b8b770f1606157254,1.0752867505804127,False
91,POOL-0092:trajectory-007,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi+060/trajectory-007.xyz,c2dd9fdd3da0e5dc2fba917b6a5a8d471867eda9c9a4520e6bc5e0d11c9594fe,1.046281336975435,False
92,POOL-0093:trajectory-008,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi+060/trajectory-008.xyz,875404391c822a3bde4661b61b7c3991c0e462d51f21f3a52ec9438f39e7a709,0.9421852884964782,False
93,POOL-0094:trajectory-009,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi+060/trajectory-009.xyz,626eb8048024cd6daa09c3671f0deb8a8865cd96b8a5697a40476bbbc5e46b30,0.8516026972479884,False
94,POOL-0095:trajectory-010,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi+060/trajectory-010.xyz,b3c127ce09e20e26aef9437f5afd1df84b8a7d8045e36fe0c582b02dfee4b609,0.7264067466755336,False
95,POOL-0096:trajectory-011,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi+060/trajectory-011.xyz,e64aad5f8a874f6978a1f7ec6dbf347e3b62c95efecf27ba1d22c668cdb3abfb,0.6437921973821161,False
96,POOL-0097:trajectory-012,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi+060/trajectory-012.xyz,06e444df640c24eb29affa5de7fb55b545ca81c9af6ce5fcb53fc227030f7369,0.607474741985818,False
97,POOL-0098:trajectory-013,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi+060/trajectory-013.xyz,afc971d8c2ba4f4f1e75e5c761b18c678fa8ef1b3e6c4a4788637eb70c64a6bb,0.5807432816308992,False
98,POOL-0099:trajectory-014,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi+060/trajectory-014.xyz,02a8a0cff908392b7759de2eeb5e71d9573675e4edf4246c4ec0d78833057e7a,0.5591191772645837,False
99,POOL-0100:trajectory-015,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi+060/trajectory-015.xyz,6ce2f991fb247666755c04bd71019c06d0eeeb51aa0ea4536b592bfc3187b41e,0.4996009727727746,False
100,POOL-0101:trajectory-016,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi+060/trajectory-016.xyz,2de44278e9e80586c210d6ab16478c68954bc45cef4f4e845537d8af27f7f560,0.4930073031293045,False
101,POOL-0102:trajectory-017,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi+060/trajectory-017.xyz,61b242ef9b29a737f192314ef568c507a3eaa540c21625c46c50d8ceb352e73c,0.49353521597819566,False
102,POOL-0103:final,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/final.xyz,39e23cf6b34781fc3368cadf467c82cfeeb65539009bd891c6e0a80051388779,0.4209152784314539,False
103,POOL-0104:trajectory-001,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-001.xyz,fce1c44a4255ca57e6727cbeec8eb1885006f6994c59f69a3e89c9ff72f28077,0.0,False
104,POOL-0105:trajectory-002,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-002.xyz,df18f502db391fdcd9aedcf20e5eeae94232bd641f7897326d3a647e976e683c,0.0,False
105,POOL-0106:trajectory-003,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-003.xyz,999f5a1beadbe3fc0e700e3db282053371e01b2cd73152110312d08b7273c5d6,0.6788191145064827,False
106,POOL-0107:trajectory-004,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-004.xyz,f279d5de8bb4a5e5d4c465c4e173aae14d9e9de34e8eff40f561f9f98d1fffcd,0.7271618267460975,False
107,POOL-0108:trajectory-005,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-005.xyz,de79a45b390e6092a795bc002e6874ea5e03dd4d6a35ef64a42b5a1099d8ab0b,0.5969242039384827,False
108,POOL-0109:trajectory-006,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-006.xyz,e7b75467d0b0ab548da572a513e564db2f7329dc60ca008071cb4e762fc638c0,0.48090369056758375,False
109,POOL-0110:trajectory-007,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-007.xyz,10e8ab4d8851b2066806b509cedae45608a9fb9c9caeb1d53fddb06c01942859,0.508885211673252,False
110,POOL-0111:trajectory-008,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-008.xyz,9fd755b3ba48e79a11bbfb66ff49ebdba522a697868d8b9661e953ab7f546b68,0.5805737084893048,False
111,POOL-0112:trajectory-009,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-009.xyz,b5fd36b6fe74de144d6aa0dfb714e198df5edc200273970495c1fad257579c16,0.7076071056695649,False
112,POOL-0113:trajectory-010,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-010.xyz,65b4f2efac4333803b6db5e1fa8ec9d63c62f5a5ad9a0a26ceb03f43672da2f6,0.6691264829696746,False
113,POOL-0114:trajectory-011,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-011.xyz,1e03c4c12a9804b05dee1723f0c49a84e656f3c482c9ebbf0f0c87cb54dd7f4e,0.626702054419348,False
114,POOL-0115:trajectory-012,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-012.xyz,2a60dacc0b5ce0c6337f37bcf822637378b7a45e2cd496055501976b683a7599,0.5915209887156765,False
115,POOL-0116:trajectory-013,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-013.xyz,eea17d19d4c314a4328f49478a3767659a141d7448abf76759a3641821eae0c9,0.5659561556463283,False
116,POOL-0117:trajectory-014,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-014.xyz,ebf1104d7a657c98884da66d547c8e955537169bbc1071643bee5c89824157d6,0.5300034005355032,False
117,POOL-0118:trajectory-015,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-015.xyz,5c7366d97226eaec7bc27c7e484be3a38a99873f34787f27bcb83ac602aa7472,0.4955914005082091,False
118,POOL-0119:trajectory-016,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-016.xyz,5a9d3b5ee5cb503b703020d7ccdda7e623a48e00bb84a911f2b26474c87be750,0.4221577936059906,False
119,POOL-0120:trajectory-017,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-017.xyz,a18f95cd8c5af9c5c1d238e9cb310e062107d52220ebc9009bad9844e0429b6b,0.4916541705539107,False
120,POOL-0121:trajectory-018,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-018.xyz,8e3caccdcd4fa1385936306d38fa7262eec4005d99b3fe0c3ba216b07cd99882,0.5298864617598478,False
121,POOL-0122:trajectory-019,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-019.xyz,ea99640231a8d7e51979e6333b5cd5206763c3a04d8cef28311cc87d6a7400e1,0.5321465612726413,False
122,POOL-0123:trajectory-020,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi-060/trajectory-020.xyz,622227066133c4d77354dd1edee4e79be3dca40943d5493fd718c6b7db15e6ae,0.5266717776989204,False
